bootstrap_id,field,baseline_config,branch,event_name,event_family,event_day,event_status
293,Jw,C1_buffered_stage,pattern,S75_day,state,46.0,valid
293,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
293,Jw,C1_buffered_stage,pattern,durable_S75_day,state,46.0,valid
294,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
294,Jw,C1_buffered_stage,distance,S50_day,state,45.0,valid
294,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
294,Jw,C1_buffered_stage,distance,durable_S50_day,state,45.0,valid
294,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
294,Jw,C1_buffered_stage,pattern,S25_day,state,36.0,valid
294,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
294,Jw,C1_buffered_stage,pattern,S75_day,state,49.0,valid
294,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
294,Jw,C1_buffered_stage,pattern,durable_S75_day,state,49.0,valid
295,Jw,C1_buffered_stage,distance,S25_day,state,29.0,left_censored
295,Jw,C1_buffered_stage,distance,S50_day,state,43.0,valid
295,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
295,Jw,C1_buffered_stage,distance,durable_S50_day,state,43.0,valid
295,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
295,Jw,C1_buffered_stage,pattern,S25_day,state,37.0,valid
295,Jw,C1_buffered_stage,pattern,S50_day,state,40.0,valid
295,Jw,C1_buffered_stage,pattern,S75_day,state,44.0,valid
295,Jw,C1_buffered_stage,pattern,durable_S50_day,state,40.0,valid
295,Jw,C1_buffered_stage,pattern,durable_S75_day,state,44.0,valid
296,Jw,C1_buffered_stage,distance,S25_day,state,33.0,left_censored
296,Jw,C1_buffered_stage,distance,S50_day,state,45.0,valid
296,Jw,C1_buffered_stage,distance,S75_day,state,54.0,right_censored
296,Jw,C1_buffered_stage,distance,durable_S50_day,state,45.0,valid
296,Jw,C1_buffered_stage,distance,durable_S75_day,state,54.0,right_censored
296,Jw,C1_buffered_stage,pattern,S25_day,state,37.0,valid
296,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
296,Jw,C1_buffered_stage,pattern,S75_day,state,50.0,valid
296,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
296,Jw,C1_buffered_stage,pattern,durable_S75_day,state,50.0,valid
297,Jw,C1_buffered_stage,distance,S25_day,state,30.0,left_censored
297,Jw,C1_buffered_stage,distance,S50_day,state,46.0,valid
297,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
297,Jw,C1_buffered_stage,distance,durable_S50_day,state,46.0,valid
297,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
297,Jw,C1_buffered_stage,pattern,S25_day,state,39.0,valid
297,Jw,C1_buffered_stage,pattern,S50_day,state,44.0,valid
297,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
297,Jw,C1_buffered_stage,pattern,durable_S50_day,state,44.0,valid
297,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
298,Jw,C1_buffered_stage,distance,S25_day,state,26.0,left_censored
298,Jw,C1_buffered_stage,distance,S50_day,state,45.0,valid
298,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
298,Jw,C1_buffered_stage,distance,durable_S50_day,state,45.0,valid
298,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
298,Jw,C1_buffered_stage,pattern,S25_day,state,38.0,valid
298,Jw,C1_buffered_stage,pattern,S50_day,state,43.0,valid
298,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
298,Jw,C1_buffered_stage,pattern,durable_S50_day,state,43.0,valid
298,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
299,Jw,C1_buffered_stage,distance,S25_day,state,32.0,left_censored
299,Jw,C1_buffered_stage,distance,S50_day,state,45.0,valid
299,Jw,C1_buffered_stage,distance,S75_day,state,53.0,valid
299,Jw,C1_buffered_stage,distance,durable_S50_day,state,45.0,valid
299,Jw,C1_buffered_stage,distance,durable_S75_day,state,53.0,not_durable
299,Jw,C1_buffered_stage,pattern,S25_day,state,38.0,valid
299,Jw,C1_buffered_stage,pattern,S50_day,state,42.0,valid
299,Jw,C1_buffered_stage,pattern,S75_day,state,51.0,valid
299,Jw,C1_buffered_stage,pattern,durable_S50_day,state,42.0,valid
299,Jw,C1_buffered_stage,pattern,durable_S75_day,state,51.0,valid
300,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
300,Jw,C1_buffered_stage,distance,S50_day,state,42.0,valid
300,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
300,Jw,C1_buffered_stage,distance,durable_S50_day,state,42.0,valid
300,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
300,Jw,C1_buffered_stage,pattern,S25_day,state,36.0,valid
300,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
300,Jw,C1_buffered_stage,pattern,S75_day,state,43.0,valid
300,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
300,Jw,C1_buffered_stage,pattern,durable_S75_day,state,43.0,valid
301,Jw,C1_buffered_stage,distance,S25_day,state,30.0,left_censored
301,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
301,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
301,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
301,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
301,Jw,C1_buffered_stage,pattern,S25_day,state,34.0,left_censored
301,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
301,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
301,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
301,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
302,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
302,Jw,C1_buffered_stage,distance,S50_day,state,47.0,valid
302,Jw,C1_buffered_stage,distance,S75_day,state,53.0,valid
302,Jw,C1_buffered_stage,distance,durable_S50_day,state,47.0,valid
302,Jw,C1_buffered_stage,distance,durable_S75_day,state,53.0,not_durable
302,Jw,C1_buffered_stage,pattern,S25_day,state,39.0,valid
302,Jw,C1_buffered_stage,pattern,S50_day,state,43.0,valid
302,Jw,C1_buffered_stage,pattern,S75_day,state,49.0,valid
302,Jw,C1_buffered_stage,pattern,durable_S50_day,state,43.0,valid
302,Jw,C1_buffered_stage,pattern,durable_S75_day,state,49.0,valid
303,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
303,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
303,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
303,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
303,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
303,Jw,C1_buffered_stage,pattern,S25_day,state,38.0,valid
303,Jw,C1_buffered_stage,pattern,S50_day,state,41.0,valid
303,Jw,C1_buffered_stage,pattern,S75_day,state,47.0,valid
303,Jw,C1_buffered_stage,pattern,durable_S50_day,state,41.0,valid
303,Jw,C1_buffered_stage,pattern,durable_S75_day,state,47.0,valid
304,Jw,C1_buffered_stage,distance,S25_day,state,29.0,left_censored
304,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
304,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
304,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
304,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
304,Jw,C1_buffered_stage,pattern,S25_day,state,32.0,left_censored
304,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
304,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
304,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
304,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
305,Jw,C1_buffered_stage,distance,S25_day,state,29.0,left_censored
305,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
305,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
305,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
305,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
305,Jw,C1_buffered_stage,pattern,S25_day,state,34.0,left_censored
305,Jw,C1_buffered_stage,pattern,S50_day,state,40.0,valid
305,Jw,C1_buffered_stage,pattern,S75_day,state,46.0,valid
305,Jw,C1_buffered_stage,pattern,durable_S50_day,state,40.0,valid
305,Jw,C1_buffered_stage,pattern,durable_S75_day,state,46.0,valid
306,Jw,C1_buffered_stage,distance,S25_day,state,32.0,left_censored
306,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
306,Jw,C1_buffered_stage,distance,S75_day,state,51.0,valid
306,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
306,Jw,C1_buffered_stage,distance,durable_S75_day,state,51.0,valid
306,Jw,C1_buffered_stage,pattern,S25_day,state,34.0,left_censored
306,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
306,Jw,C1_buffered_stage,pattern,S75_day,state,47.0,valid
306,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
306,Jw,C1_buffered_stage,pattern,durable_S75_day,state,47.0,valid
307,Jw,C1_buffered_stage,distance,S25_day,state,28.0,left_censored
307,Jw,C1_buffered_stage,distance,S50_day,state,47.0,valid
307,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
307,Jw,C1_buffered_stage,distance,durable_S50_day,state,47.0,valid
307,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
307,Jw,C1_buffered_stage,pattern,S25_day,state,32.0,left_censored
307,Jw,C1_buffered_stage,pattern,S50_day,state,45.0,valid
307,Jw,C1_buffered_stage,pattern,S75_day,state,49.0,valid
307,Jw,C1_buffered_stage,pattern,durable_S50_day,state,45.0,valid
307,Jw,C1_buffered_stage,pattern,durable_S75_day,state,49.0,valid
308,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
308,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
308,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
308,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
308,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
308,Jw,C1_buffered_stage,pattern,S25_day,state,33.0,left_censored
308,Jw,C1_buffered_stage,pattern,S50_day,state,37.0,valid
308,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
308,Jw,C1_buffered_stage,pattern,durable_S50_day,state,37.0,valid
308,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
309,Jw,C1_buffered_stage,distance,S25_day,state,32.0,left_censored
309,Jw,C1_buffered_stage,distance,S50_day,state,43.0,valid
309,Jw,C1_buffered_stage,distance,S75_day,state,51.0,valid
309,Jw,C1_buffered_stage,distance,durable_S50_day,state,43.0,valid
309,Jw,C1_buffered_stage,distance,durable_S75_day,state,51.0,valid
309,Jw,C1_buffered_stage,pattern,S25_day,state,33.0,left_censored
309,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
309,Jw,C1_buffered_stage,pattern,S75_day,state,45.0,valid
309,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
309,Jw,C1_buffered_stage,pattern,durable_S75_day,state,45.0,valid
310,Jw,C1_buffered_stage,distance,S25_day,state,30.0,left_censored
310,Jw,C1_buffered_stage,distance,S50_day,state,43.0,valid
310,Jw,C1_buffered_stage,distance,S75_day,state,51.0,valid
310,Jw,C1_buffered_stage,distance,durable_S50_day,state,43.0,valid
310,Jw,C1_buffered_stage,distance,durable_S75_day,state,51.0,valid
310,Jw,C1_buffered_stage,pattern,S25_day,state,33.0,left_censored
310,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
310,Jw,C1_buffered_stage,pattern,S75_day,state,46.0,valid
310,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
310,Jw,C1_buffered_stage,pattern,durable_S75_day,state,46.0,valid
311,Jw,C1_buffered_stage,distance,S25_day,state,33.0,left_censored
311,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
311,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
311,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
311,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
311,Jw,C1_buffered_stage,pattern,S25_day,state,38.0,valid
311,Jw,C1_buffered_stage,pattern,S50_day,state,40.0,valid
311,Jw,C1_buffered_stage,pattern,S75_day,state,47.0,valid
311,Jw,C1_buffered_stage,pattern,durable_S50_day,state,40.0,valid
311,Jw,C1_buffered_stage,pattern,durable_S75_day,state,47.0,valid
312,Jw,C1_buffered_stage,distance,S25_day,state,30.0,left_censored
312,Jw,C1_buffered_stage,distance,S50_day,state,47.0,valid
312,Jw,C1_buffered_stage,distance,S75_day,state,53.0,valid
312,Jw,C1_buffered_stage,distance,durable_S50_day,state,47.0,valid
312,Jw,C1_buffered_stage,distance,durable_S75_day,state,53.0,not_durable
312,Jw,C1_buffered_stage,pattern,S25_day,state,36.0,valid
312,Jw,C1_buffered_stage,pattern,S50_day,state,41.0,valid
312,Jw,C1_buffered_stage,pattern,S75_day,state,50.0,valid
312,Jw,C1_buffered_stage,pattern,durable_S50_day,state,41.0,valid
312,Jw,C1_buffered_stage,pattern,durable_S75_day,state,50.0,valid
313,Jw,C1_buffered_stage,distance,S25_day,state,30.0,left_censored
313,Jw,C1_buffered_stage,distance,S50_day,state,46.0,valid
313,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
313,Jw,C1_buffered_stage,distance,durable_S50_day,state,46.0,valid
313,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
313,Jw,C1_buffered_stage,pattern,S25_day,state,32.0,left_censored
313,Jw,C1_buffered_stage,pattern,S50_day,state,42.0,valid
313,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
313,Jw,C1_buffered_stage,pattern,durable_S50_day,state,42.0,valid
313,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
314,Jw,C1_buffered_stage,distance,S25_day,state,28.0,left_censored
314,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
314,Jw,C1_buffered_stage,distance,S75_day,state,51.0,valid
314,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
314,Jw,C1_buffered_stage,distance,durable_S75_day,state,51.0,valid
314,Jw,C1_buffered_stage,pattern,S25_day,state,30.0,left_censored
314,Jw,C1_buffered_stage,pattern,S50_day,state,42.0,valid
314,Jw,C1_buffered_stage,pattern,S75_day,state,47.0,valid
314,Jw,C1_buffered_stage,pattern,durable_S50_day,state,42.0,valid
314,Jw,C1_buffered_stage,pattern,durable_S75_day,state,47.0,valid
315,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
315,Jw,C1_buffered_stage,distance,S50_day,state,46.0,valid
315,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
315,Jw,C1_buffered_stage,distance,durable_S50_day,state,46.0,valid
315,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
315,Jw,C1_buffered_stage,pattern,S25_day,state,37.0,valid
315,Jw,C1_buffered_stage,pattern,S50_day,state,43.0,valid
315,Jw,C1_buffered_stage,pattern,S75_day,state,47.0,valid
315,Jw,C1_buffered_stage,pattern,durable_S50_day,state,43.0,valid
315,Jw,C1_buffered_stage,pattern,durable_S75_day,state,47.0,valid
316,Jw,C1_buffered_stage,distance,S25_day,state,30.0,left_censored
316,Jw,C1_buffered_stage,distance,S50_day,state,45.0,valid
316,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
316,Jw,C1_buffered_stage,distance,durable_S50_day,state,45.0,valid
316,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
316,Jw,C1_buffered_stage,pattern,S25_day,state,33.0,left_censored
316,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
316,Jw,C1_buffered_stage,pattern,S75_day,state,47.0,valid
316,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
316,Jw,C1_buffered_stage,pattern,durable_S75_day,state,47.0,valid
317,Jw,C1_buffered_stage,distance,S25_day,state,4.0,left_censored
317,Jw,C1_buffered_stage,distance,S50_day,state,45.0,valid
317,Jw,C1_buffered_stage,distance,S75_day,state,54.0,right_censored
317,Jw,C1_buffered_stage,distance,durable_S50_day,state,45.0,valid
317,Jw,C1_buffered_stage,distance,durable_S75_day,state,54.0,right_censored
317,Jw,C1_buffered_stage,pattern,S25_day,state,37.0,valid
317,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
317,Jw,C1_buffered_stage,pattern,S75_day,state,47.0,valid
317,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
317,Jw,C1_buffered_stage,pattern,durable_S75_day,state,47.0,valid
318,Jw,C1_buffered_stage,distance,S25_day,state,29.0,left_censored
318,Jw,C1_buffered_stage,distance,S50_day,state,47.0,valid
318,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
318,Jw,C1_buffered_stage,distance,durable_S50_day,state,47.0,valid
318,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
318,Jw,C1_buffered_stage,pattern,S25_day,state,34.0,left_censored
318,Jw,C1_buffered_stage,pattern,S50_day,state,46.0,valid
318,Jw,C1_buffered_stage,pattern,S75_day,state,49.0,valid
318,Jw,C1_buffered_stage,pattern,durable_S50_day,state,46.0,valid
318,Jw,C1_buffered_stage,pattern,durable_S75_day,state,49.0,valid
319,Jw,C1_buffered_stage,distance,S25_day,state,32.0,left_censored
319,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
319,Jw,C1_buffered_stage,distance,S75_day,state,51.0,valid
319,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
319,Jw,C1_buffered_stage,distance,durable_S75_day,state,51.0,valid
319,Jw,C1_buffered_stage,pattern,S25_day,state,37.0,valid
319,Jw,C1_buffered_stage,pattern,S50_day,state,41.0,valid
319,Jw,C1_buffered_stage,pattern,S75_day,state,46.0,valid
319,Jw,C1_buffered_stage,pattern,durable_S50_day,state,41.0,valid
319,Jw,C1_buffered_stage,pattern,durable_S75_day,state,46.0,valid
320,Jw,C1_buffered_stage,distance,S25_day,state,30.0,left_censored
320,Jw,C1_buffered_stage,distance,S50_day,state,45.0,valid
320,Jw,C1_buffered_stage,distance,S75_day,state,54.0,right_censored
320,Jw,C1_buffered_stage,distance,durable_S50_day,state,45.0,valid
320,Jw,C1_buffered_stage,distance,durable_S75_day,state,54.0,right_censored
320,Jw,C1_buffered_stage,pattern,S25_day,state,33.0,left_censored
320,Jw,C1_buffered_stage,pattern,S50_day,state,41.0,valid
320,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
320,Jw,C1_buffered_stage,pattern,durable_S50_day,state,41.0,valid
320,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
321,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
321,Jw,C1_buffered_stage,distance,S50_day,state,43.0,valid
321,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
321,Jw,C1_buffered_stage,distance,durable_S50_day,state,43.0,valid
321,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
321,Jw,C1_buffered_stage,pattern,S25_day,state,33.0,left_censored
321,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
321,Jw,C1_buffered_stage,pattern,S75_day,state,49.0,valid
321,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
321,Jw,C1_buffered_stage,pattern,durable_S75_day,state,49.0,valid
322,Jw,C1_buffered_stage,distance,S25_day,state,30.0,left_censored
322,Jw,C1_buffered_stage,distance,S50_day,state,46.0,valid
322,Jw,C1_buffered_stage,distance,S75_day,state,53.0,valid
322,Jw,C1_buffered_stage,distance,durable_S50_day,state,46.0,valid
322,Jw,C1_buffered_stage,distance,durable_S75_day,state,53.0,not_durable
322,Jw,C1_buffered_stage,pattern,S25_day,state,32.0,left_censored
322,Jw,C1_buffered_stage,pattern,S50_day,state,43.0,valid
322,Jw,C1_buffered_stage,pattern,S75_day,state,47.0,valid
322,Jw,C1_buffered_stage,pattern,durable_S50_day,state,43.0,valid
322,Jw,C1_buffered_stage,pattern,durable_S75_day,state,47.0,valid
323,Jw,C1_buffered_stage,distance,S25_day,state,29.0,left_censored
323,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
323,Jw,C1_buffered_stage,distance,S75_day,state,51.0,valid
323,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
323,Jw,C1_buffered_stage,distance,durable_S75_day,state,51.0,valid
323,Jw,C1_buffered_stage,pattern,S25_day,state,33.0,left_censored
323,Jw,C1_buffered_stage,pattern,S50_day,state,42.0,valid
323,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
323,Jw,C1_buffered_stage,pattern,durable_S50_day,state,42.0,valid
323,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
324,Jw,C1_buffered_stage,distance,S25_day,state,32.0,left_censored
324,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
324,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
324,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
324,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
324,Jw,C1_buffered_stage,pattern,S25_day,state,37.0,valid
324,Jw,C1_buffered_stage,pattern,S50_day,state,40.0,valid
324,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
324,Jw,C1_buffered_stage,pattern,durable_S50_day,state,40.0,valid
324,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
325,Jw,C1_buffered_stage,distance,S25_day,state,4.0,left_censored
325,Jw,C1_buffered_stage,distance,S50_day,state,46.0,valid
325,Jw,C1_buffered_stage,distance,S75_day,state,53.0,valid
325,Jw,C1_buffered_stage,distance,durable_S50_day,state,46.0,valid
325,Jw,C1_buffered_stage,distance,durable_S75_day,state,53.0,not_durable
325,Jw,C1_buffered_stage,pattern,S25_day,state,34.0,left_censored
325,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
325,Jw,C1_buffered_stage,pattern,S75_day,state,51.0,valid
325,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
325,Jw,C1_buffered_stage,pattern,durable_S75_day,state,51.0,valid
326,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
326,Jw,C1_buffered_stage,distance,S50_day,state,45.0,valid
326,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
326,Jw,C1_buffered_stage,distance,durable_S50_day,state,45.0,valid
326,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
326,Jw,C1_buffered_stage,pattern,S25_day,state,36.0,valid
326,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
326,Jw,C1_buffered_stage,pattern,S75_day,state,49.0,valid
326,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
326,Jw,C1_buffered_stage,pattern,durable_S75_day,state,49.0,valid
327,Jw,C1_buffered_stage,distance,S25_day,state,4.0,left_censored
327,Jw,C1_buffered_stage,distance,S50_day,state,44.0,valid
327,Jw,C1_buffered_stage,distance,S75_day,state,51.0,valid
327,Jw,C1_buffered_stage,distance,durable_S50_day,state,44.0,valid
327,Jw,C1_buffered_stage,distance,durable_S75_day,state,51.0,valid
327,Jw,C1_buffered_stage,pattern,S25_day,state,33.0,left_censored
327,Jw,C1_buffered_stage,pattern,S50_day,state,42.0,valid
327,Jw,C1_buffered_stage,pattern,S75_day,state,46.0,valid
327,Jw,C1_buffered_stage,pattern,durable_S50_day,state,42.0,valid
327,Jw,C1_buffered_stage,pattern,durable_S75_day,state,46.0,valid
328,Jw,C1_buffered_stage,distance,S25_day,state,30.0,left_censored
328,Jw,C1_buffered_stage,distance,S50_day,state,43.0,valid
328,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
328,Jw,C1_buffered_stage,distance,durable_S50_day,state,43.0,valid
328,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
328,Jw,C1_buffered_stage,pattern,S25_day,state,33.0,left_censored
328,Jw,C1_buffered_stage,pattern,S50_day,state,39.0,valid
328,Jw,C1_buffered_stage,pattern,S75_day,state,46.0,valid
328,Jw,C1_buffered_stage,pattern,durable_S50_day,state,39.0,valid
328,Jw,C1_buffered_stage,pattern,durable_S75_day,state,46.0,valid
329,Jw,C1_buffered_stage,distance,S25_day,state,29.0,left_censored
329,Jw,C1_buffered_stage,distance,S50_day,state,46.0,valid
329,Jw,C1_buffered_stage,distance,S75_day,state,53.0,valid
329,Jw,C1_buffered_stage,distance,durable_S50_day,state,46.0,valid
329,Jw,C1_buffered_stage,distance,durable_S75_day,state,53.0,not_durable
329,Jw,C1_buffered_stage,pattern,S25_day,state,34.0,left_censored
329,Jw,C1_buffered_stage,pattern,S50_day,state,45.0,valid
329,Jw,C1_buffered_stage,pattern,S75_day,state,49.0,valid
329,Jw,C1_buffered_stage,pattern,durable_S50_day,state,45.0,valid
329,Jw,C1_buffered_stage,pattern,durable_S75_day,state,49.0,valid
330,Jw,C1_buffered_stage,distance,S25_day,state,33.0,left_censored
330,Jw,C1_buffered_stage,distance,S50_day,state,46.0,valid
330,Jw,C1_buffered_stage,distance,S75_day,state,53.0,valid
330,Jw,C1_buffered_stage,distance,durable_S50_day,state,46.0,valid
330,Jw,C1_buffered_stage,distance,durable_S75_day,state,53.0,not_durable
330,Jw,C1_buffered_stage,pattern,S25_day,state,36.0,valid
330,Jw,C1_buffered_stage,pattern,S50_day,state,40.0,valid
330,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
330,Jw,C1_buffered_stage,pattern,durable_S50_day,state,40.0,valid
330,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
331,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
331,Jw,C1_buffered_stage,distance,S50_day,state,45.0,valid
331,Jw,C1_buffered_stage,distance,S75_day,state,52.0,valid
331,Jw,C1_buffered_stage,distance,durable_S50_day,state,45.0,valid
331,Jw,C1_buffered_stage,distance,durable_S75_day,state,52.0,not_durable
331,Jw,C1_buffered_stage,pattern,S25_day,state,37.0,valid
331,Jw,C1_buffered_stage,pattern,S50_day,state,43.0,valid
331,Jw,C1_buffered_stage,pattern,S75_day,state,48.0,valid
331,Jw,C1_buffered_stage,pattern,durable_S50_day,state,43.0,valid
331,Jw,C1_buffered_stage,pattern,durable_S75_day,state,48.0,valid
332,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
332,Jw,C1_buffered_stage,distance,S50_day,state,45.0,valid
332,Jw,C1_buffered_stage,distance,S75_day,state,53.0,valid
332,Jw,C1_buffered_stage,distance,durable_S50_day,state,45.0,valid
332,Jw,C1_buffered_stage,distance,durable_S75_day,state,53.0,not_durable
332,Jw,C1_buffered_stage,pattern,S25_day,state,33.0,left_censored
332,Jw,C1_buffered_stage,pattern,S50_day,state,38.0,valid
332,Jw,C1_buffered_stage,pattern,S75_day,state,49.0,valid
332,Jw,C1_buffered_stage,pattern,durable_S50_day,state,38.0,valid
332,Jw,C1_buffered_stage,pattern,durable_S75_day,state,49.0,valid
333,Jw,C1_buffered_stage,distance,S25_day,state,31.0,left_censored
333,Jw,C1_buffered_stage,distance,S50_day,state,43.0,valid
333,Jw,C1_buffered_stage,distance,S75_day,state,51.0,valid
