window_id,target_name,object_A,object_B,score_bin,score_bin_index,n_bootstrap,score_min,score_max,score_mean,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,order_level
W113,W113_P_vs_Jw_delta_peak,P,Jw,Q5,5,200,0.3904786859263401,1.5275998953055325,0.6534121650929648,-1.0,-8.0,4.025000000000006,0.155,0.69,0.155,Jw_earlier,0.69,weak_or_none
W113,W113_V_vs_H_delta_peak,V,H,Q1,1,200,-1.4516409162014654,-0.39800017703848295,-0.641166314400095,-1.0,-9.0,2.0,0.095,0.735,0.17,H_earlier,0.735,weak_or_none
W113,W113_V_vs_H_delta_peak,V,H,Q2,2,200,-0.3940998925295807,-0.1497812145385641,-0.26867466286119585,-1.0,-7.0,5.025000000000006,0.24,0.51,0.25,H_earlier,0.51,weak_or_none
W113,W113_V_vs_H_delta_peak,V,H,Q3,3,200,-0.14951688666210738,0.10328288430723225,-0.023701322811136967,0.0,-5.0,4.025000000000006,0.49,0.255,0.255,V_earlier,0.49,weak_or_none
W113,W113_V_vs_H_delta_peak,V,H,Q4,4,200,0.10362607314028317,0.4282219955383805,0.2458651179435985,1.0,-4.0249999999999995,4.0,0.66,0.105,0.235,V_earlier,0.66,weak_or_none
W113,W113_V_vs_H_delta_peak,V,H,Q5,5,200,0.4287637514617136,1.4252667443042077,0.6876771821288296,2.0,-0.024999999999999467,7.0,0.885,0.025,0.09,V_earlier,0.885,weak_or_none
W113,W113_V_vs_Je_delta_peak,V,Je,Q1,1,200,-1.423037732516909,-0.4177077196816317,-0.6616510168216401,-7.0,-14.0,-2.0,0.01,0.99,0.0,Je_earlier,0.99,strict_99
W113,W113_V_vs_Je_delta_peak,V,Je,Q2,2,200,-0.41481617557837314,-0.14314874841245184,-0.27331380365669095,-6.0,-13.0,0.0,0.02,0.97,0.01,Je_earlier,0.97,credible_95
W113,W113_V_vs_Je_delta_peak,V,Je,Q3,3,200,-0.14144054800975167,0.11529504143450178,-0.01146037490738785,-3.0,-9.024999999999999,4.0,0.08,0.865,0.055,Je_earlier,0.865,weak_or_none
W113,W113_V_vs_Je_delta_peak,V,Je,Q4,4,200,0.11719112428782145,0.4396667112282753,0.2654251232944842,-2.0,-9.0,3.0500000000000114,0.14,0.725,0.135,Je_earlier,0.725,weak_or_none
W113,W113_V_vs_Je_delta_peak,V,Je,Q5,5,199,0.43998644220917016,1.5273991942985974,0.6844221830062659,0.0,-4.05,4.0,0.41708542713567837,0.33668341708542715,0.24623115577889448,V_earlier,0.41708542713567837,weak_or_none
W113,W113_Jw_vs_V_delta_peak,Jw,V,Q1,1,200,-1.4607520571970882,-0.4086957860430687,-0.6506677668799499,2.0,-4.0,12.0,0.76,0.16,0.08,Jw_earlier,0.76,weak_or_none
W113,W113_Jw_vs_V_delta_peak,Jw,V,Q2,2,200,-0.40723051881654304,-0.12329565750424526,-0.26232295816312473,5.0,-1.0,13.0,0.945,0.03,0.025,Jw_earlier,0.945,usable_90
W113,W113_Jw_vs_V_delta_peak,Jw,V,Q3,3,200,-0.12147382007501353,0.1271431191498521,0.012478583123905347,7.0,-0.024999999999999467,14.025000000000006,0.965,0.025,0.01,Jw_earlier,0.965,credible_95
W113,W113_Jw_vs_V_delta_peak,Jw,V,Q4,4,200,0.1277149525509915,0.4060095204966851,0.25051381285667185,8.0,0.9750000000000005,18.0,0.975,0.015,0.01,Jw_earlier,0.975,credible_95
W113,W113_Jw_vs_V_delta_peak,Jw,V,Q5,5,200,0.41260644303251554,1.2548188541652667,0.6499983290624973,10.0,-1.0,18.0,0.965,0.03,0.005,Jw_earlier,0.965,credible_95
W113,W113_H_vs_Je_delta_peak,H,Je,Q1,1,200,-1.295385786735239,-0.4093420200951594,-0.6449454578882876,-7.0,-10.024999999999999,-1.0,0.015,0.985,0.0,Je_earlier,0.985,credible_95
W113,W113_H_vs_Je_delta_peak,H,Je,Q2,2,200,-0.4086629248260902,-0.12059383514106617,-0.2581400922992041,-6.0,-9.024999999999999,-1.0,0.005,0.995,0.0,Je_earlier,0.995,strict_99
W113,W113_H_vs_Je_delta_peak,H,Je,Q3,3,200,-0.12011761563705459,0.11708780362153322,-0.0018390824176224862,-4.0,-8.0,0.0,0.01,0.97,0.02,Je_earlier,0.97,credible_95
W113,W113_H_vs_Je_delta_peak,H,Je,Q4,4,200,0.11721371822703058,0.414260050760381,0.25795058754103295,-2.0,-6.0,1.0,0.035,0.89,0.075,Je_earlier,0.89,weak_or_none
W113,W113_H_vs_Je_delta_peak,H,Je,Q5,5,199,0.41553154259674463,1.5012992285019466,0.6502251709186746,-1.0,-5.0,2.0,0.12060301507537688,0.7336683417085427,0.1457286432160804,Je_earlier,0.7336683417085427,weak_or_none
W113,W113_Jw_vs_H_delta_peak,Jw,H,Q1,1,200,-1.4127949285588712,-0.4062927997197769,-0.655019361922648,4.0,-1.0,13.0,0.925,0.05,0.025,Jw_earlier,0.925,usable_90
W113,W113_Jw_vs_H_delta_peak,Jw,H,Q2,2,200,-0.4033864617840863,-0.12499162722243559,-0.2570852707613176,6.0,-0.024999999999999467,14.0,0.965,0.025,0.01,Jw_earlier,0.965,credible_95
W113,W113_Jw_vs_H_delta_peak,Jw,H,Q3,3,200,-0.12081195492458344,0.13396463974389922,0.007170447848704531,7.0,1.0,13.025000000000006,0.985,0.005,0.01,Jw_earlier,0.985,credible_95
W113,W113_Jw_vs_H_delta_peak,Jw,H,Q4,4,200,0.13483459395054598,0.4149154704435182,0.2527202180691673,8.0,-1.0,14.0,0.955,0.035,0.01,Jw_earlier,0.955,credible_95
W113,W113_Jw_vs_H_delta_peak,Jw,H,Q5,5,200,0.4151948267310896,1.4489721659104406,0.6522139667660938,11.0,0.9750000000000005,15.0,0.975,0.015,0.01,Jw_earlier,0.975,credible_95
W113,W113_Je_vs_Jw_delta_peak,Je,Jw,Q1,1,200,-1.4554098835266676,-0.36943985613995906,-0.6471654556965586,-7.0,-13.0,1.0250000000000057,0.04,0.915,0.045,Jw_earlier,0.915,usable_90
W113,W113_Je_vs_Jw_delta_peak,Je,Jw,Q2,2,200,-0.3681252153966521,-0.11630565421787356,-0.23781216327547852,-4.0,-11.024999999999999,2.1000000000000227,0.085,0.85,0.065,Jw_earlier,0.85,weak_or_none
W113,W113_Je_vs_Jw_delta_peak,Je,Jw,Q3,3,200,-0.11496255055817511,0.12241455796168711,-0.001377145519587275,-3.0,-11.024999999999999,7.0,0.165,0.76,0.075,Jw_earlier,0.76,weak_or_none
W113,W113_Je_vs_Jw_delta_peak,Je,Jw,Q4,4,200,0.12310070791248064,0.3934760602422199,0.25418080470867693,-1.0,-8.024999999999999,4.025000000000006,0.27,0.6,0.13,Jw_earlier,0.6,weak_or_none
W113,W113_Je_vs_Jw_delta_peak,Je,Jw,Q5,5,199,0.39403988321210087,1.3883947512255657,0.6353507133496961,0.0,-7.0,5.0,0.4824120603015075,0.40703517587939697,0.11055276381909548,Je_earlier,0.4824120603015075,weak_or_none
