window_id,field_a,field_b,phase_id,day_start,day_end,n_days,phase_relation_label,phase_evidence_level,mean_projection_diff,median_projection_diff,mean_prob_A_gt_B,mean_prob_B_gt_A,projection_distance_sign_consistency_fraction,phase_crossing_flag,phase_interpretation,phase_crossing_context
W002,V,H,1,35,35,1,B_tendency_phase,contains_probability_tendency_days,-0.08711330355367343,-0.08711330355367343,0.093,0.906,1.0,False,H tends ahead of V in day 35-35; not confirmed.,False
W002,V,H,2,36,40,5,B_ahead_phase,contains_q05_q95_supported_days,-0.31853748472674354,-0.33899383378658876,0.0408,0.9591999999999998,1.0,False,H progress exceeds V in day 36-40; relative transition phase only.,False
W002,V,H,3,41,44,4,B_tendency_phase,contains_probability_tendency_days,-0.32556514043004975,-0.3403157436705322,0.119,0.881,1.0,False,H tends ahead of V in day 41-44; not confirmed.,False
W002,V,H,4,45,47,3,not_resolved_phase,unresolved,0.02049018535636063,0.020401865256350155,0.5213333333333333,0.47866666666666663,1.0,False,V/H relation unresolved in day 45-47.,False
W002,V,H,5,48,55,8,A_tendency_phase,contains_probability_tendency_days,0.16791639562628516,0.19175049009945977,0.873375,0.12075,1.0,False,V tends ahead of H in day 48-55; not confirmed.,True
W002,V,H,6,56,57,2,B_tendency_phase,contains_probability_tendency_days,-0.018776370961455485,-0.018776370961455485,0.1315,0.754,0.5,False,H tends ahead of V in day 56-57; not confirmed.,True
W002,V,H,7,58,60,3,near_equal_phase_candidate,near_equal_candidate_only,-0.004431962095988266,0.0,0.022999999999999996,0.49,0.0,False,V/H are near-equal candidates in day 58-60; not equivalence proof.,False
W002,V,Je,0,30,30,1,B_tendency_phase,contains_probability_tendency_days,-0.06505238407024072,-0.06505238407024072,0.04,0.779,1.0,False,Je tends ahead of V in day 30-30; not confirmed.,False
W002,V,Je,1,31,31,1,not_resolved_phase,unresolved,-0.04067979701795907,-0.04067979701795907,0.082,0.721,1.0,False,V/Je relation unresolved in day 31-31.,False
W002,V,Je,2,32,33,2,B_tendency_phase,contains_probability_tendency_days,-0.02821598499978263,-0.02821598499978263,0.08049999999999999,0.786,1.0,False,Je tends ahead of V in day 32-33; not confirmed.,False
W002,V,Je,3,34,35,2,near_equal_phase_candidate,near_equal_candidate_only,0.011136883746597033,0.011136883746597033,0.6245,0.2245,0.0,False,V/Je are near-equal candidates in day 34-35; not equivalence proof.,False
W002,V,Je,4,36,45,10,A_tendency_phase,contains_probability_tendency_days,0.1297789901659809,0.1438319120617561,0.8584999999999999,0.10500000000000001,0.5,False,V tends ahead of Je in day 36-45; not confirmed.,False
W002,V,Je,5,46,49,4,not_resolved_phase,unresolved,0.11257696047475559,0.1136563396849595,0.7172499999999999,0.28275,1.0,False,V/Je relation unresolved in day 46-49.,False
W002,V,Je,6,50,53,4,A_tendency_phase,contains_probability_tendency_days,0.13366288782804917,0.13150478898055398,0.8502500000000001,0.14575,1.0,False,V tends ahead of Je in day 50-53; not confirmed.,False
W002,V,Je,7,54,55,2,A_ahead_phase,contains_q05_q95_supported_days,0.11002202264661459,0.11002202264661459,0.975,0.022000000000000002,1.0,False,V progress exceeds Je in day 54-55; relative transition phase only.,False
W002,V,Je,8,56,60,5,near_equal_phase_candidate,near_equal_candidate_only,-0.0019276113002710481,0.0,0.16219999999999998,0.4997999999999999,0.4,False,V/Je are near-equal candidates in day 56-60; not equivalence proof.,False
W002,V,Jw,0,30,33,4,near_equal_phase_candidate,near_equal_candidate_only,-0.0013923384661446814,0.0,0.16275,0.18425,0.0,False,V/Jw are near-equal candidates in day 30-33; not equivalence proof.,False
W002,V,Jw,1,34,34,1,B_tendency_phase,contains_probability_tendency_days,-0.02462748333711634,-0.02462748333711634,0.151,0.808,1.0,False,Jw tends ahead of V in day 34-34; not confirmed.,False
W002,V,Jw,2,35,35,1,near_equal_phase_candidate,near_equal_candidate_only,-0.01298470320556,-0.01298470320556,0.358,0.62,1.0,False,V/Jw are near-equal candidates in day 35-35; not equivalence proof.,False
W002,V,Jw,3,36,37,2,not_resolved_phase,unresolved,-0.03667818263308406,-0.03667818263308406,0.33299999999999996,0.6599999999999999,1.0,False,V/Jw relation unresolved in day 36-37.,False
W002,V,Jw,4,38,41,4,B_tendency_phase,contains_probability_tendency_days,-0.12363024534912015,-0.12007652704887217,0.19025,0.80925,1.0,False,Jw tends ahead of V in day 38-41; not confirmed.,False
W002,V,Jw,5,42,42,1,not_resolved_phase,unresolved,-0.1060421581557747,-0.1060421581557747,0.251,0.749,1.0,False,V/Jw relation unresolved in day 42-42.,False
W002,V,Jw,6,43,43,1,B_tendency_phase,contains_probability_tendency_days,-0.11992991465522368,-0.11992991465522368,0.24,0.76,1.0,False,Jw tends ahead of V in day 43-43; not confirmed.,False
W002,V,Jw,7,44,52,9,not_resolved_phase,unresolved,-0.005432885547393098,0.005110478990011547,0.506,0.48411111111111105,0.8888888888888888,False,V/Jw relation unresolved in day 44-52.,False
W002,V,Jw,8,53,55,3,near_equal_phase_candidate,near_equal_candidate_only,0.004055429676807813,0.0,0.4013333333333333,0.25533333333333336,0.3333333333333333,False,V/Jw are near-equal candidates in day 53-55; not equivalence proof.,False
W002,V,Jw,9,56,56,1,B_tendency_phase,contains_probability_tendency_days,-0.024837667760823023,-0.024837667760823023,0.024,0.897,1.0,False,Jw tends ahead of V in day 56-56; not confirmed.,False
W002,V,Jw,10,57,60,4,near_equal_phase_candidate,near_equal_candidate_only,-0.004023218781545823,0.0,0.35574999999999996,0.43225,0.5,False,V/Jw are near-equal candidates in day 57-60; not equivalence proof.,False
