window_subwindow,source_index,target_index,lag,r,abs_r,n
S3,V_strength,P_spread_lat,2,0.2418440433304135,0.2418440433304135,810
S3,V_strength,P_spread_lat,3,0.28856914561000474,0.28856914561000474,810
S3,V_strength,P_spread_lat,4,0.318433583934665,0.318433583934665,810
S3,V_strength,P_spread_lat,5,0.32933555419061106,0.32933555419061106,810
S3,V_strength,P_north_band_share_35_45,-5,0.030036104389911476,0.030036104389911476,810
S3,V_strength,P_north_band_share_35_45,-4,0.0026704063031930377,0.0026704063031930377,810
S3,V_strength,P_north_band_share_35_45,-3,-0.00839168962109728,0.00839168962109728,810
S3,V_strength,P_north_band_share_35_45,-2,0.007486361575584046,0.007486361575584046,810
S3,V_strength,P_north_band_share_35_45,-1,0.051713799941789367,0.051713799941789367,810
S3,V_strength,P_north_band_share_35_45,0,0.11782114333444725,0.11782114333444725,810
S3,V_strength,P_north_band_share_35_45,1,0.18636405700886888,0.18636405700886888,810
S3,V_strength,P_north_band_share_35_45,2,0.23766935162371847,0.23766935162371847,810
S3,V_strength,P_north_band_share_35_45,3,0.2629125150021214,0.2629125150021214,810
S3,V_strength,P_north_band_share_35_45,4,0.26031421651096553,0.26031421651096553,810
S3,V_strength,P_north_band_share_35_45,5,0.23600837898021984,0.23600837898021984,810
S3,V_strength,P_north_minus_main_35_45,-5,0.013463615005226637,0.013463615005226637,810
S3,V_strength,P_north_minus_main_35_45,-4,-0.02624953161881337,0.02624953161881337,810
S3,V_strength,P_north_minus_main_35_45,-3,-0.07060969109702389,0.07060969109702389,810
S3,V_strength,P_north_minus_main_35_45,-2,-0.10681016344163535,0.10681016344163535,810
S3,V_strength,P_north_minus_main_35_45,-1,-0.12894364679191558,0.12894364679191558,810
S3,V_strength,P_north_minus_main_35_45,0,-0.13151568154807367,0.13151568154807367,810
S3,V_strength,P_north_minus_main_35_45,1,-0.1147695919864919,0.1147695919864919,810
S3,V_strength,P_north_minus_main_35_45,2,-0.08724948806041528,0.08724948806041528,810
S3,V_strength,P_north_minus_main_35_45,3,-0.05746688550875463,0.05746688550875463,810
S3,V_strength,P_north_minus_main_35_45,4,-0.03222313241014195,0.03222313241014195,810
S3,V_strength,P_north_minus_main_35_45,5,-0.01338152933725644,0.01338152933725644,810
S3,V_strength,P_total_centroid_lat_10_50,-5,0.028066424472306225,0.028066424472306225,810
S3,V_strength,P_total_centroid_lat_10_50,-4,0.018112326996005467,0.018112326996005467,810
S3,V_strength,P_total_centroid_lat_10_50,-3,0.03316105632956397,0.03316105632956397,810
S3,V_strength,P_total_centroid_lat_10_50,-2,0.08291894213950012,0.08291894213950012,810
S3,V_strength,P_total_centroid_lat_10_50,-1,0.16370245912382414,0.16370245912382414,810
S3,V_strength,P_total_centroid_lat_10_50,0,0.26043218793457695,0.26043218793457695,810
S3,V_strength,P_total_centroid_lat_10_50,1,0.34596007973698367,0.34596007973698367,810
S3,V_strength,P_total_centroid_lat_10_50,2,0.3962638441892903,0.3962638441892903,810
S3,V_strength,P_total_centroid_lat_10_50,3,0.40375402450259745,0.40375402450259745,810
S3,V_strength,P_total_centroid_lat_10_50,4,0.37441644416525066,0.37441644416525066,810
S3,V_strength,P_total_centroid_lat_10_50,5,0.31988235366091083,0.31988235366091083,810
S3,V_pos_centroid_lat,P_main_band_share,-5,0.1636785428286542,0.1636785428286542,810
S3,V_pos_centroid_lat,P_main_band_share,-4,0.18889667288248643,0.18889667288248643,810
S3,V_pos_centroid_lat,P_main_band_share,-3,0.199578682791202,0.199578682791202,810
S3,V_pos_centroid_lat,P_main_band_share,-2,0.19268967270031,0.19268967270031,810
S3,V_pos_centroid_lat,P_main_band_share,-1,0.1624615893277161,0.1624615893277161,810
S3,V_pos_centroid_lat,P_main_band_share,0,0.11360836442797022,0.11360836442797022,810
S3,V_pos_centroid_lat,P_main_band_share,1,0.055139380038635825,0.055139380038635825,810
S3,V_pos_centroid_lat,P_main_band_share,2,-5.534279238212617e-05,5.534279238212617e-05,810
S3,V_pos_centroid_lat,P_main_band_share,3,-0.04062777434728355,0.04062777434728355,810
S3,V_pos_centroid_lat,P_main_band_share,4,-0.05986298736992719,0.05986298736992719,810
S3,V_pos_centroid_lat,P_main_band_share,5,-0.06550075555157328,0.06550075555157328,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,-5,-0.06938463706838144,0.06938463706838144,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,-4,-0.1424617865404123,0.1424617865404123,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,-3,-0.2410133898068036,0.2410133898068036,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,-2,-0.34007368140800986,0.34007368140800986,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,-1,-0.41373546060533933,0.41373546060533933,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,0,-0.44365990398879984,0.44365990398879984,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,1,-0.42276606329166727,0.42276606329166727,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,2,-0.36568501269429327,0.36568501269429327,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,3,-0.2970890233683283,0.2970890233683283,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,4,-0.23689618916983898,0.23689618916983898,810
S3,V_pos_centroid_lat,P_south_band_share_18_24,5,-0.17856086605259494,0.17856086605259494,810
S3,V_pos_centroid_lat,P_main_minus_south,-5,0.14174579690557443,0.14174579690557443,810
S3,V_pos_centroid_lat,P_main_minus_south,-4,0.19148248314421676,0.19148248314421676,810
S3,V_pos_centroid_lat,P_main_minus_south,-3,0.24277782278071358,0.24277782278071358,810
S3,V_pos_centroid_lat,P_main_minus_south,-2,0.2824148754463958,0.2824148754463958,810
S3,V_pos_centroid_lat,P_main_minus_south,-1,0.29490689951655513,0.29490689951655513,810
S3,V_pos_centroid_lat,P_main_minus_south,0,0.2752419699137302,0.2752419699137302,810
S3,V_pos_centroid_lat,P_main_minus_south,1,0.22634799511885906,0.22634799511885906,810
S3,V_pos_centroid_lat,P_main_minus_south,2,0.16348693146603918,0.16348693146603918,810
S3,V_pos_centroid_lat,P_main_minus_south,3,0.10536781864595639,0.10536781864595639,810
S3,V_pos_centroid_lat,P_main_minus_south,4,0.06543973736096145,0.06543973736096145,810
S3,V_pos_centroid_lat,P_main_minus_south,5,0.03554015371747197,0.03554015371747197,810
S3,V_pos_centroid_lat,P_spread_lat,-5,0.023991500232529807,0.023991500232529807,810
S3,V_pos_centroid_lat,P_spread_lat,-4,0.11207483985111834,0.11207483985111834,810
S3,V_pos_centroid_lat,P_spread_lat,-3,0.23310944847971676,0.23310944847971676,810
S3,V_pos_centroid_lat,P_spread_lat,-2,0.3599357440439053,0.3599357440439053,810
S3,V_pos_centroid_lat,P_spread_lat,-1,0.47101149928829167,0.47101149928829167,810
S3,V_pos_centroid_lat,P_spread_lat,0,0.5441926436555461,0.5441926436555461,810
S3,V_pos_centroid_lat,P_spread_lat,1,0.5619075915712491,0.5619075915712491,810
S3,V_pos_centroid_lat,P_spread_lat,2,0.533298315568102,0.533298315568102,810
S3,V_pos_centroid_lat,P_spread_lat,3,0.48208258038107227,0.48208258038107227,810
S3,V_pos_centroid_lat,P_spread_lat,4,0.4282347263250379,0.4282347263250379,810
S3,V_pos_centroid_lat,P_spread_lat,5,0.37076846580781375,0.37076846580781375,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,-5,0.12066119911565894,0.12066119911565894,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,-4,0.20092532804800184,0.20092532804800184,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,-3,0.29469594382928915,0.29469594382928915,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,-2,0.37676382870264635,0.37676382870264635,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,-1,0.4281169449222173,0.4281169449222173,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,0,0.43469867607259294,0.43469867607259294,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,1,0.3928356733808838,0.3928356733808838,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,2,0.32465501421011267,0.32465501421011267,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,3,0.2540342374358074,0.2540342374358074,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,4,0.19635763937754344,0.19635763937754344,810
S3,V_pos_centroid_lat,P_north_band_share_35_45,5,0.16341839785688198,0.16341839785688198,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,-5,-0.04617823826171735,0.04617823826171735,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,-4,-0.025072292403477046,0.025072292403477046,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,-3,0.014143805302508224,0.014143805302508224,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,-2,0.06032240313916359,0.06032240313916359,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,-1,0.10698415974356065,0.10698415974356065,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,0,0.1435585488877146,0.1435585488877146,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,1,0.16237013894257954,0.16237013894257954,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,2,0.1652622273447114,0.1652622273447114,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,3,0.15655141827913863,0.15655141827913863,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,4,0.14000405934044133,0.14000405934044133,810
S3,V_pos_centroid_lat,P_north_minus_main_35_45,5,0.12874639071520727,0.12874639071520727,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,-5,0.2449400027293236,0.2449400027293236,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,-4,0.3145850586871413,0.3145850586871413,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,-3,0.38932144056416995,0.38932144056416995,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,-2,0.4441174532999695,0.4441174532999695,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,-1,0.4585871832214492,0.4585871832214492,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,0,0.4250359467700182,0.4250359467700182,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,1,0.34721204396889266,0.34721204396889266,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,2,0.2501352096882109,0.2501352096882109,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,3,0.16383441022794917,0.16383441022794917,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,4,0.10629518276345211,0.10629518276345211,810
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,5,0.08388090914989754,0.08388090914989754,810
S3,V_NS_diff,P_main_band_share,-5,0.09647946349068877,0.09647946349068877,810
S3,V_NS_diff,P_main_band_share,-4,0.1510609295476663,0.1510609295476663,810
S3,V_NS_diff,P_main_band_share,-3,0.20987063956884588,0.20987063956884588,810
S3,V_NS_diff,P_main_band_share,-2,0.2625633643615622,0.2625633643615622,810
S3,V_NS_diff,P_main_band_share,-1,0.3021349866153169,0.3021349866153169,810
S3,V_NS_diff,P_main_band_share,0,0.319016895436093,0.319016895436093,810
S3,V_NS_diff,P_main_band_share,1,0.3062756367937755,0.3062756367937755,810
S3,V_NS_diff,P_main_band_share,2,0.270952249434253,0.270952249434253,810
S3,V_NS_diff,P_main_band_share,3,0.22442963809282712,0.22442963809282712,810
S3,V_NS_diff,P_main_band_share,4,0.17575511095750412,0.17575511095750412,810
S3,V_NS_diff,P_main_band_share,5,0.12893097417376953,0.12893097417376953,810
S3,V_NS_diff,P_south_band_share_18_24,-5,-0.07260689992256061,0.07260689992256061,810
S3,V_NS_diff,P_south_band_share_18_24,-4,-0.12362743605580308,0.12362743605580308,810
S3,V_NS_diff,P_south_band_share_18_24,-3,-0.19224859536512962,0.19224859536512962,810
S3,V_NS_diff,P_south_band_share_18_24,-2,-0.27303138420755396,0.27303138420755396,810
S3,V_NS_diff,P_south_band_share_18_24,-1,-0.3601304412605495,0.3601304412605495,810
S3,V_NS_diff,P_south_band_share_18_24,0,-0.4418661080076164,0.4418661080076164,810
S3,V_NS_diff,P_south_band_share_18_24,1,-0.5009851070827982,0.5009851070827982,810
S3,V_NS_diff,P_south_band_share_18_24,2,-0.5261561737404996,0.5261561737404996,810
S3,V_NS_diff,P_south_band_share_18_24,3,-0.5156775578706578,0.5156775578706578,810
S3,V_NS_diff,P_south_band_share_18_24,4,-0.4747203137532951,0.4747203137532951,810
S3,V_NS_diff,P_south_band_share_18_24,5,-0.4129516209356049,0.4129516209356049,810
S3,V_NS_diff,P_main_minus_south,-5,0.0977304918653592,0.0977304918653592,810
S3,V_NS_diff,P_main_minus_south,-4,0.15746662665238478,0.15746662665238478,810
S3,V_NS_diff,P_main_minus_south,-3,0.2279334378784915,0.2279334378784915,810
S3,V_NS_diff,P_main_minus_south,-2,0.2997008185862343,0.2997008185862343,810
S3,V_NS_diff,P_main_minus_south,-1,0.3654170103691181,0.3654170103691181,810
S3,V_NS_diff,P_main_minus_south,0,0.41338658755119867,0.41338658755119867,810
S3,V_NS_diff,P_main_minus_south,1,0.43120428223882945,0.43120428223882945,810
S3,V_NS_diff,P_main_minus_south,2,0.4185659091393334,0.4185659091393334,810
S3,V_NS_diff,P_main_minus_south,3,0.3824103555825155,0.3824103555825155,810
S3,V_NS_diff,P_main_minus_south,4,0.3311699463518054,0.3311699463518054,810
S3,V_NS_diff,P_main_minus_south,5,0.27187490458730723,0.27187490458730723,810
S3,V_NS_diff,P_spread_lat,-5,0.016857374346026407,0.016857374346026407,810
S3,V_NS_diff,P_spread_lat,-4,0.03647126955493956,0.03647126955493956,810
S3,V_NS_diff,P_spread_lat,-3,0.0757437812089856,0.0757437812089856,810
S3,V_NS_diff,P_spread_lat,-2,0.13642534513341076,0.13642534513341076,810
S3,V_NS_diff,P_spread_lat,-1,0.2130373623053701,0.2130373623053701,810
S3,V_NS_diff,P_spread_lat,0,0.29556622269560745,0.29556622269560745,810
S3,V_NS_diff,P_spread_lat,1,0.36814569528850005,0.36814569528850005,810
S3,V_NS_diff,P_spread_lat,2,0.4152920386108615,0.4152920386108615,810
S3,V_NS_diff,P_spread_lat,3,0.43363302421559574,0.43363302421559574,810
S3,V_NS_diff,P_spread_lat,4,0.42634250670202933,0.42634250670202933,810
S3,V_NS_diff,P_spread_lat,5,0.40129656586742923,0.40129656586742923,810
S3,V_NS_diff,P_north_band_share_35_45,-5,0.06104728559250342,0.06104728559250342,810
S3,V_NS_diff,P_north_band_share_35_45,-4,0.06264514568561787,0.06264514568561787,810
S3,V_NS_diff,P_north_band_share_35_45,-3,0.08668934880392133,0.08668934880392133,810
S3,V_NS_diff,P_north_band_share_35_45,-2,0.134123644646318,0.134123644646318,810
S3,V_NS_diff,P_north_band_share_35_45,-1,0.193957359706748,0.193957359706748,810
S3,V_NS_diff,P_north_band_share_35_45,0,0.2524336571159833,0.2524336571159833,810
S3,V_NS_diff,P_north_band_share_35_45,1,0.29074014945056004,0.29074014945056004,810
S3,V_NS_diff,P_north_band_share_35_45,2,0.297951814597401,0.297951814597401,810
S3,V_NS_diff,P_north_band_share_35_45,3,0.2776528860236643,0.2776528860236643,810
S3,V_NS_diff,P_north_band_share_35_45,4,0.24068556619198306,0.24068556619198306,810
S3,V_NS_diff,P_north_band_share_35_45,5,0.19945751477338647,0.19945751477338647,810
S3,V_NS_diff,P_north_minus_main_35_45,-5,-0.028847021605234145,0.028847021605234145,810
S3,V_NS_diff,P_north_minus_main_35_45,-4,-0.06829610008525716,0.06829610008525716,810
S3,V_NS_diff,P_north_minus_main_35_45,-3,-0.09962749381508043,0.09962749381508043,810
S3,V_NS_diff,P_north_minus_main_35_45,-2,-0.11420368830166308,0.11420368830166308,810
S3,V_NS_diff,P_north_minus_main_35_45,-1,-0.11260445920546516,0.11260445920546516,810
S3,V_NS_diff,P_north_minus_main_35_45,0,-0.09517171959527682,0.09517171959527682,810
S3,V_NS_diff,P_north_minus_main_35_45,1,-0.0665022164148181,0.0665022164148181,810
S3,V_NS_diff,P_north_minus_main_35_45,2,-0.03806058441378734,0.03806058441378734,810
S3,V_NS_diff,P_north_minus_main_35_45,3,-0.016350011930889252,0.016350011930889252,810
S3,V_NS_diff,P_north_minus_main_35_45,4,-0.001630305881979348,0.001630305881979348,810
S3,V_NS_diff,P_north_minus_main_35_45,5,0.010203961461080257,0.010203961461080257,810
S3,V_NS_diff,P_total_centroid_lat_10_50,-5,0.13408102351666099,0.13408102351666099,810
S3,V_NS_diff,P_total_centroid_lat_10_50,-4,0.15855127021576923,0.15855127021576923,810
S3,V_NS_diff,P_total_centroid_lat_10_50,-3,0.20593798369472896,0.20593798369472896,810
S3,V_NS_diff,P_total_centroid_lat_10_50,-2,0.2730290809518955,0.2730290809518955,810
S3,V_NS_diff,P_total_centroid_lat_10_50,-1,0.3452680189993845,0.3452680189993845,810
S3,V_NS_diff,P_total_centroid_lat_10_50,0,0.4033028578718518,0.4033028578718518,810
S3,V_NS_diff,P_total_centroid_lat_10_50,1,0.42636306562017157,0.42636306562017157,810
S3,V_NS_diff,P_total_centroid_lat_10_50,2,0.40805937184598623,0.40805937184598623,810
S3,V_NS_diff,P_total_centroid_lat_10_50,3,0.35946445135033805,0.35946445135033805,810
S3,V_NS_diff,P_total_centroid_lat_10_50,4,0.2970543926473339,0.2970543926473339,810
S3,V_NS_diff,P_total_centroid_lat_10_50,5,0.23462451517697738,0.23462451517697738,810
T3_full,V_strength,P_main_band_share,-5,-0.017660759985933937,0.017660759985933937,675
T3_full,V_strength,P_main_band_share,-4,-0.02519940936566982,0.02519940936566982,675
T3_full,V_strength,P_main_band_share,-3,-0.009811032689748882,0.009811032689748882,675
T3_full,V_strength,P_main_band_share,-2,0.024899883225261304,0.024899883225261304,675
T3_full,V_strength,P_main_band_share,-1,0.07359239322503829,0.07359239322503829,675
T3_full,V_strength,P_main_band_share,0,0.1260755461370614,0.1260755461370614,675
T3_full,V_strength,P_main_band_share,1,0.16924448152313523,0.16924448152313523,675
T3_full,V_strength,P_main_band_share,2,0.19037222028240136,0.19037222028240136,675
T3_full,V_strength,P_main_band_share,3,0.18745090465258893,0.18745090465258893,675
T3_full,V_strength,P_main_band_share,4,0.16663254276612438,0.16663254276612438,675
T3_full,V_strength,P_main_band_share,5,0.13495258743826,0.13495258743826,675
T3_full,V_strength,P_south_band_share_18_24,-5,0.041728272394566904,0.041728272394566904,675
T3_full,V_strength,P_south_band_share_18_24,-4,0.06854394138184762,0.06854394138184762,675
T3_full,V_strength,P_south_band_share_18_24,-3,0.07187594265378149,0.07187594265378149,675
T3_full,V_strength,P_south_band_share_18_24,-2,0.05231929260994939,0.05231929260994939,675
T3_full,V_strength,P_south_band_share_18_24,-1,0.013419087257420772,0.013419087257420772,675
T3_full,V_strength,P_south_band_share_18_24,0,-0.04469246754794374,0.04469246754794374,675
T3_full,V_strength,P_south_band_share_18_24,1,-0.11473037781423152,0.11473037781423152,675
T3_full,V_strength,P_south_band_share_18_24,2,-0.18025322904373942,0.18025322904373942,675
T3_full,V_strength,P_south_band_share_18_24,3,-0.22644816390614037,0.22644816390614037,675
T3_full,V_strength,P_south_band_share_18_24,4,-0.2499661176675441,0.2499661176675441,675
T3_full,V_strength,P_south_band_share_18_24,5,-0.24615415375045185,0.24615415375045185,675
T3_full,V_strength,P_main_minus_south,-5,-0.03142512553903196,0.03142512553903196,675
T3_full,V_strength,P_main_minus_south,-4,-0.04915851007883642,0.04915851007883642,675
T3_full,V_strength,P_main_minus_south,-3,-0.040817859035443944,0.040817859035443944,675
T3_full,V_strength,P_main_minus_south,-2,-0.009016701710728698,0.009016701710728698,675
T3_full,V_strength,P_main_minus_south,-1,0.04109463868370994,0.04109463868370994,675
T3_full,V_strength,P_main_minus_south,0,0.10287056228518066,0.10287056228518066,675
T3_full,V_strength,P_main_minus_south,1,0.16435201157783105,0.16435201157783105,675
T3_full,V_strength,P_main_minus_south,2,0.20943138458864083,0.20943138458864083,675
T3_full,V_strength,P_main_minus_south,3,0.22970566112170873,0.22970566112170873,675
T3_full,V_strength,P_main_minus_south,4,0.22754167970934636,0.22754167970934636,675
T3_full,V_strength,P_main_minus_south,5,0.20525137525265116,0.20525137525265116,675
T3_full,V_strength,P_spread_lat,-5,-0.04401209089317782,0.04401209089317782,675
T3_full,V_strength,P_spread_lat,-4,-0.06494901863432016,0.06494901863432016,675
T3_full,V_strength,P_spread_lat,-3,-0.06824537917786301,0.06824537917786301,675
T3_full,V_strength,P_spread_lat,-2,-0.05236016083731436,0.05236016083731436,675
T3_full,V_strength,P_spread_lat,-1,-0.02217408445334774,0.02217408445334774,675
T3_full,V_strength,P_spread_lat,0,0.02251056506079063,0.02251056506079063,675
T3_full,V_strength,P_spread_lat,1,0.07603422491374544,0.07603422491374544,675
T3_full,V_strength,P_spread_lat,2,0.12914922690395725,0.12914922690395725,675
T3_full,V_strength,P_spread_lat,3,0.1728769492848911,0.1728769492848911,675
T3_full,V_strength,P_spread_lat,4,0.20223407816735672,0.20223407816735672,675
T3_full,V_strength,P_spread_lat,5,0.2098089577620775,0.2098089577620775,675
T3_full,V_strength,P_north_band_share_35_45,-5,-0.08844681747860084,0.08844681747860084,675
T3_full,V_strength,P_north_band_share_35_45,-4,-0.08479339109399633,0.08479339109399633,675
T3_full,V_strength,P_north_band_share_35_45,-3,-0.06190528789218869,0.06190528789218869,675
T3_full,V_strength,P_north_band_share_35_45,-2,-0.021798076490372256,0.021798076490372256,675
T3_full,V_strength,P_north_band_share_35_45,-1,0.03116410034391339,0.03116410034391339,675
T3_full,V_strength,P_north_band_share_35_45,0,0.09129089197181454,0.09129089197181454,675
T3_full,V_strength,P_north_band_share_35_45,1,0.1472205353347583,0.1472205353347583,675
T3_full,V_strength,P_north_band_share_35_45,2,0.18774638339017824,0.18774638339017824,675
T3_full,V_strength,P_north_band_share_35_45,3,0.21028248035635252,0.21028248035635252,675
T3_full,V_strength,P_north_band_share_35_45,4,0.2176025163946197,0.2176025163946197,675
T3_full,V_strength,P_north_band_share_35_45,5,0.21482472337360078,0.21482472337360078,675
T3_full,V_strength,P_north_minus_main_35_45,-5,-0.02659105706952823,0.02659105706952823,675
T3_full,V_strength,P_north_minus_main_35_45,-4,-0.021852660046910406,0.021852660046910406,675
T3_full,V_strength,P_north_minus_main_35_45,-3,-0.025180821140441723,0.025180821140441723,675
T3_full,V_strength,P_north_minus_main_35_45,-2,-0.03311372612582404,0.03311372612582404,675
T3_full,V_strength,P_north_minus_main_35_45,-1,-0.04325948178680121,0.04325948178680121,675
T3_full,V_strength,P_north_minus_main_35_45,0,-0.05052842928258872,0.05052842928258872,675
T3_full,V_strength,P_north_minus_main_35_45,1,-0.05089235820650319,0.05089235820650319,675
T3_full,V_strength,P_north_minus_main_35_45,2,-0.04158577718093945,0.04158577718093945,675
T3_full,V_strength,P_north_minus_main_35_45,3,-0.02493648040713817,0.02493648040713817,675
T3_full,V_strength,P_north_minus_main_35_45,4,-0.0049672799381163535,0.0049672799381163535,675
T3_full,V_strength,P_north_minus_main_35_45,5,0.01642298755381435,0.01642298755381435,675
T3_full,V_strength,P_total_centroid_lat_10_50,-5,-0.049263462686311536,0.049263462686311536,675
T3_full,V_strength,P_total_centroid_lat_10_50,-4,-0.05307481324607207,0.05307481324607207,675
T3_full,V_strength,P_total_centroid_lat_10_50,-3,-0.031471482918427156,0.031471482918427156,675
T3_full,V_strength,P_total_centroid_lat_10_50,-2,0.01572576331923403,0.01572576331923403,675
T3_full,V_strength,P_total_centroid_lat_10_50,-1,0.08218579233120193,0.08218579233120193,675
T3_full,V_strength,P_total_centroid_lat_10_50,0,0.1597505839371998,0.1597505839371998,675
T3_full,V_strength,P_total_centroid_lat_10_50,1,0.23408941457940874,0.23408941457940874,675
T3_full,V_strength,P_total_centroid_lat_10_50,2,0.2849960960393253,0.2849960960393253,675
T3_full,V_strength,P_total_centroid_lat_10_50,3,0.301943125670061,0.301943125670061,675
T3_full,V_strength,P_total_centroid_lat_10_50,4,0.2881766211137103,0.2881766211137103,675
T3_full,V_strength,P_total_centroid_lat_10_50,5,0.2511510633417992,0.2511510633417992,675
T3_full,V_pos_centroid_lat,P_main_band_share,-5,0.10740950938865429,0.10740950938865429,675
T3_full,V_pos_centroid_lat,P_main_band_share,-4,0.13412471076330051,0.13412471076330051,675
T3_full,V_pos_centroid_lat,P_main_band_share,-3,0.14750767328692993,0.14750767328692993,675
