subwindow,day_start,day_end,source_variable,target_variable,lag,n_pairs,signed_r,abs_r
T3_early,106,112,V_strength,P_main_minus_south,-4,315,-0.035412427696142654,0.035412427696142654
T3_early,106,112,V_strength,P_main_minus_south,-3,315,0.003898749037728955,0.003898749037728955
T3_early,106,112,V_strength,P_main_minus_south,-2,315,0.058428278896695454,0.058428278896695454
T3_early,106,112,V_strength,P_main_minus_south,-1,315,0.12525249868455948,0.12525249868455948
T3_early,106,112,V_strength,P_main_minus_south,0,315,0.20399553621722596,0.20399553621722596
T3_early,106,112,V_strength,P_main_minus_south,1,315,0.27757426966468657,0.27757426966468657
T3_early,106,112,V_strength,P_main_minus_south,2,315,0.31220213195667784,0.31220213195667784
T3_early,106,112,V_strength,P_main_minus_south,3,315,0.30761598302798715,0.30761598302798715
T3_early,106,112,V_strength,P_main_minus_south,4,315,0.2781038260848526,0.2781038260848526
T3_early,106,112,V_strength,P_main_minus_south,5,315,0.2275982164004024,0.2275982164004024
T3_early,106,112,V_strength,P_spread_lat,-5,315,0.1792253537454627,0.1792253537454627
T3_early,106,112,V_strength,P_spread_lat,-4,315,0.18189333307459385,0.18189333307459385
T3_early,106,112,V_strength,P_spread_lat,-3,315,0.18755114620666027,0.18755114620666027
T3_early,106,112,V_strength,P_spread_lat,-2,315,0.192898746607005,0.192898746607005
T3_early,106,112,V_strength,P_spread_lat,-1,315,0.19172488445451352,0.19172488445451352
T3_early,106,112,V_strength,P_spread_lat,0,315,0.20277981561598887,0.20277981561598887
T3_early,106,112,V_strength,P_spread_lat,1,315,0.23215100756104776,0.23215100756104776
T3_early,106,112,V_strength,P_spread_lat,2,315,0.25992345085273577,0.25992345085273577
T3_early,106,112,V_strength,P_spread_lat,3,315,0.28067708854253637,0.28067708854253637
T3_early,106,112,V_strength,P_spread_lat,4,315,0.2936251915614678,0.2936251915614678
T3_early,106,112,V_strength,P_spread_lat,5,315,0.28413231314089343,0.28413231314089343
T3_early,106,112,V_strength,P_north_band_share_35_45,-5,315,0.10038770896371194,0.10038770896371194
T3_early,106,112,V_strength,P_north_band_share_35_45,-4,315,0.12174912126311088,0.12174912126311088
T3_early,106,112,V_strength,P_north_band_share_35_45,-3,315,0.14137400634260405,0.14137400634260405
T3_early,106,112,V_strength,P_north_band_share_35_45,-2,315,0.158195241664399,0.158195241664399
T3_early,106,112,V_strength,P_north_band_share_35_45,-1,315,0.1774553920161297,0.1774553920161297
T3_early,106,112,V_strength,P_north_band_share_35_45,0,315,0.20672283653792936,0.20672283653792936
T3_early,106,112,V_strength,P_north_band_share_35_45,1,315,0.24104820400694757,0.24104820400694757
T3_early,106,112,V_strength,P_north_band_share_35_45,2,315,0.26306023081512975,0.26306023081512975
T3_early,106,112,V_strength,P_north_band_share_35_45,3,315,0.27547516033116004,0.27547516033116004
T3_early,106,112,V_strength,P_north_band_share_35_45,4,315,0.28018918443786167,0.28018918443786167
T3_early,106,112,V_strength,P_north_band_share_35_45,5,315,0.2767849826942262,0.2767849826942262
T3_early,106,112,V_strength,P_north_minus_main_35_45,-5,315,0.14479669720330718,0.14479669720330718
T3_early,106,112,V_strength,P_north_minus_main_35_45,-4,315,0.14979121069433068,0.14979121069433068
T3_early,106,112,V_strength,P_north_minus_main_35_45,-3,315,0.12770106412728927,0.12770106412728927
T3_early,106,112,V_strength,P_north_minus_main_35_45,-2,315,0.09059817014894991,0.09059817014894991
T3_early,106,112,V_strength,P_north_minus_main_35_45,-1,315,0.043386779034149836,0.043386779034149836
T3_early,106,112,V_strength,P_north_minus_main_35_45,0,315,-0.0028752770078508613,0.0028752770078508613
T3_early,106,112,V_strength,P_north_minus_main_35_45,1,315,-0.03344891921242157,0.03344891921242157
T3_early,106,112,V_strength,P_north_minus_main_35_45,2,315,-0.03566138523091141,0.03566138523091141
T3_early,106,112,V_strength,P_north_minus_main_35_45,3,315,-0.012958580158789387,0.012958580158789387
T3_early,106,112,V_strength,P_north_minus_main_35_45,4,315,0.02300795633656644,0.02300795633656644
T3_early,106,112,V_strength,P_north_minus_main_35_45,5,315,0.06542252356283944,0.06542252356283944
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,-5,315,0.0369315246982561,0.0369315246982561
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,-4,315,0.037987754923183216,0.037987754923183216
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,-3,315,0.051373525838475535,0.051373525838475535
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,-2,315,0.07584401003734509,0.07584401003734509
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,-1,315,0.11601573696100666,0.11601573696100666
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,0,315,0.17455455848978182,0.17455455848978182
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,1,315,0.2396003419111866,0.2396003419111866
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,2,315,0.28183443457521984,0.28183443457521984
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,3,315,0.2952771905843345,0.2952771905843345
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,4,315,0.28719499269548987,0.28719499269548987
T3_early,106,112,V_strength,P_total_centroid_lat_10_50,5,315,0.25712869487266177,0.25712869487266177
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,-5,315,0.2370984252948943,0.2370984252948943
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,-4,315,0.3056908416825457,0.3056908416825457
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,-3,315,0.3363463198413324,0.3363463198413324
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,-2,315,0.325242624500602,0.325242624500602
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,-1,315,0.2689239850923346,0.2689239850923346
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,0,315,0.16924276045433298,0.16924276045433298
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,1,315,0.05002251347136143,0.05002251347136143
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,2,315,-0.058000955373646045,0.058000955373646045
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,3,315,-0.13287198601807212,0.13287198601807212
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,4,315,-0.160025359871459,0.160025359871459
T3_early,106,112,V_pos_centroid_lat,P_main_band_share,5,315,-0.15769716684356716,0.15769716684356716
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,-5,315,-0.12387247376274241,0.12387247376274241
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,-4,315,-0.20630380901846562,0.20630380901846562
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,-3,315,-0.29083112461557303,0.29083112461557303
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,-2,315,-0.37260321029232807,0.37260321029232807
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,-1,315,-0.43984288923168546,0.43984288923168546
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,0,315,-0.45099642482058205,0.45099642482058205
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,1,315,-0.3855268078481143,0.3855268078481143
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,2,315,-0.2756807310436158,0.2756807310436158
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,3,315,-0.17406075594737044,0.17406075594737044
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,4,315,-0.1118563128308599,0.1118563128308599
T3_early,106,112,V_pos_centroid_lat,P_south_band_share_18_24,5,315,-0.09357882212976704,0.09357882212976704
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,-5,315,0.20631448090010004,0.20631448090010004
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,-4,315,0.28752935608523733,0.28752935608523733
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,-3,315,0.34585876984032,0.34585876984032
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,-2,315,0.3766579960620761,0.3766579960620761
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,-1,315,0.3723127445123473,0.3723127445123473
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,0,315,0.3147887566973048,0.3147887566973048
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,1,315,0.20957706591982736,0.20957706591982736
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,2,315,0.09090249329255334,0.09090249329255334
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,3,315,-0.0031259118714876168,0.0031259118714876168
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,4,315,-0.048939497997560796,0.048939497997560796
T3_early,106,112,V_pos_centroid_lat,P_main_minus_south,5,315,-0.05592029200875576,0.05592029200875576
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,-5,315,0.020351735737032747,0.020351735737032747
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,-4,315,0.09873447292408945,0.09873447292408945
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,-3,315,0.2070748657961445,0.2070748657961445
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,-2,315,0.3348381814934617,0.3348381814934617
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,-1,315,0.4710028759202951,0.4710028759202951
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,0,315,0.5536842953943307,0.5536842953943307
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,1,315,0.5364406507822275,0.5364406507822275
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,2,315,0.4439960902228437,0.4439960902228437
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,3,315,0.3426095029230373,0.3426095029230373
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,4,315,0.260143559631991,0.260143559631991
T3_early,106,112,V_pos_centroid_lat,P_spread_lat,5,315,0.22589233000474407,0.22589233000474407
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,-5,315,0.16982551127453746,0.16982551127453746
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,-4,315,0.2446214159995821,0.2446214159995821
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,-3,315,0.30660241752207906,0.30660241752207906
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,-2,315,0.3507034571133912,0.3507034571133912
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,-1,315,0.3754962572177617,0.3754962572177617
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,0,315,0.3769820911841226,0.3769820911841226
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,1,315,0.3431915704196681,0.3431915704196681
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,2,315,0.28035114173412407,0.28035114173412407
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,3,315,0.19648834347780372,0.19648834347780372
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,4,315,0.11954075799997613,0.11954075799997613
T3_early,106,112,V_pos_centroid_lat,P_north_band_share_35_45,5,315,0.06890688101159838,0.06890688101159838
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,-5,315,-0.10235850549602567,0.10235850549602567
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,-4,315,-0.11913762266358989,0.11913762266358989
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,-3,315,-0.1082584315655655,0.1082584315655655
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,-2,315,-0.07241771527094575,0.07241771527094575
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,-1,315,-0.011227236643955944,0.011227236643955944
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,0,315,0.07326624176007612,0.07326624176007612
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,1,315,0.15616753980295375,0.15616753980295375
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,2,315,0.21430395237687158,0.21430395237687158
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,3,315,0.22837492059669245,0.22837492059669245
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,4,315,0.20467390871820534,0.20467390871820534
T3_early,106,112,V_pos_centroid_lat,P_north_minus_main_35_45,5,315,0.17266066894123028,0.17266066894123028
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,-5,315,0.2607727354508508,0.2607727354508508
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,-4,315,0.3418006346641472,0.3418006346641472
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,-3,315,0.3997685439444697,0.3997685439444697
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,-2,315,0.41941255386775217,0.41941255386775217
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,-1,315,0.39459506970871616,0.39459506970871616
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,0,315,0.32880579855259096,0.32880579855259096
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,1,315,0.23289473607956787,0.23289473607956787
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,2,315,0.1260797421141301,0.1260797421141301
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,3,315,0.014628725069471696,0.014628725069471696
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,4,315,-0.06230707061860887,0.06230707061860887
T3_early,106,112,V_pos_centroid_lat,P_total_centroid_lat_10_50,5,315,-0.09797500224766922,0.09797500224766922
T3_early,106,112,V_NS_diff,P_main_band_share,-5,315,0.016776123766248038,0.016776123766248038
T3_early,106,112,V_NS_diff,P_main_band_share,-4,315,0.07153830593559764,0.07153830593559764
T3_early,106,112,V_NS_diff,P_main_band_share,-3,315,0.13936624613219922,0.13936624613219922
T3_early,106,112,V_NS_diff,P_main_band_share,-2,315,0.20065802159824464,0.20065802159824464
T3_early,106,112,V_NS_diff,P_main_band_share,-1,315,0.2527811528189986,0.2527811528189986
T3_early,106,112,V_NS_diff,P_main_band_share,0,315,0.2836930141112234,0.2836930141112234
T3_early,106,112,V_NS_diff,P_main_band_share,1,315,0.2751285864172463,0.2751285864172463
T3_early,106,112,V_NS_diff,P_main_band_share,2,315,0.2232741884890972,0.2232741884890972
T3_early,106,112,V_NS_diff,P_main_band_share,3,315,0.1549606081152466,0.1549606081152466
T3_early,106,112,V_NS_diff,P_main_band_share,4,315,0.09041552979233522,0.09041552979233522
T3_early,106,112,V_NS_diff,P_main_band_share,5,315,0.03792212711887441,0.03792212711887441
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,-5,315,-0.05149562385077276,0.05149562385077276
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,-4,315,-0.09526535313390935,0.09526535313390935
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,-3,315,-0.16942601781321065,0.16942601781321065
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,-2,315,-0.25441764179455484,0.25441764179455484
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,-1,315,-0.34762999867493677,0.34762999867493677
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,0,315,-0.4401214581479309,0.4401214581479309
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,1,315,-0.502046930036017,0.502046930036017
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,2,315,-0.5090515293304958,0.5090515293304958
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,3,315,-0.47345404116601253,0.47345404116601253
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,4,315,-0.41288936013164046,0.41288936013164046
T3_early,106,112,V_NS_diff,P_south_band_share_18_24,5,315,-0.3375802276520456,0.3375802276520456
T3_early,106,112,V_NS_diff,P_main_minus_south,-5,315,0.034340841715628324,0.034340841715628324
T3_early,106,112,V_NS_diff,P_main_minus_south,-4,315,0.08899685399820677,0.08899685399820677
T3_early,106,112,V_NS_diff,P_main_minus_south,-3,315,0.16590976523130577,0.16590976523130577
T3_early,106,112,V_NS_diff,P_main_minus_south,-2,315,0.24371709196443977,0.24371709196443977
T3_early,106,112,V_NS_diff,P_main_minus_south,-1,315,0.3195575954637242,0.3195575954637242
T3_early,106,112,V_NS_diff,P_main_minus_south,0,315,0.3817278722643313,0.3817278722643313
T3_early,106,112,V_NS_diff,P_main_minus_south,1,315,0.4049540448987143,0.4049540448987143
T3_early,106,112,V_NS_diff,P_main_minus_south,2,315,0.3755855272856828,0.3755855272856828
T3_early,106,112,V_NS_diff,P_main_minus_south,3,315,0.3161845136923826,0.3161845136923826
T3_early,106,112,V_NS_diff,P_main_minus_south,4,315,0.24761751092880796,0.24761751092880796
T3_early,106,112,V_NS_diff,P_main_minus_south,5,315,0.1798159754802826,0.1798159754802826
T3_early,106,112,V_NS_diff,P_spread_lat,-5,315,0.1290157791938919,0.1290157791938919
T3_early,106,112,V_NS_diff,P_spread_lat,-4,315,0.1566016398642434,0.1566016398642434
T3_early,106,112,V_NS_diff,P_spread_lat,-3,315,0.20232005744909878,0.20232005744909878
T3_early,106,112,V_NS_diff,P_spread_lat,-2,315,0.2574155201458412,0.2574155201458412
T3_early,106,112,V_NS_diff,P_spread_lat,-1,315,0.3209187410958128,0.3209187410958128
T3_early,106,112,V_NS_diff,P_spread_lat,0,315,0.38940757327176034,0.38940757327176034
T3_early,106,112,V_NS_diff,P_spread_lat,1,315,0.44049862262580824,0.44049862262580824
T3_early,106,112,V_NS_diff,P_spread_lat,2,315,0.45617997897225165,0.45617997897225165
T3_early,106,112,V_NS_diff,P_spread_lat,3,315,0.4419293954176646,0.4419293954176646
T3_early,106,112,V_NS_diff,P_spread_lat,4,315,0.4054950753642443,0.4054950753642443
T3_early,106,112,V_NS_diff,P_spread_lat,5,315,0.3560210572278114,0.3560210572278114
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,-5,315,0.13079104741173286,0.13079104741173286
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,-4,315,0.1832869765542039,0.1832869765542039
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,-3,315,0.23060961484972758,0.23060961484972758
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,-2,315,0.2694714938415224,0.2694714938415224
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,-1,315,0.30616471073853013,0.30616471073853013
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,0,315,0.3446289490577296,0.3446289490577296
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,1,315,0.3672113397768976,0.3672113397768976
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,2,315,0.3603048415028975,0.3603048415028975
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,3,315,0.33356405386845484,0.33356405386845484
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,4,315,0.2948216247623685,0.2948216247623685
T3_early,106,112,V_NS_diff,P_north_band_share_35_45,5,315,0.24925458602962733,0.24925458602962733
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,-5,315,0.07092173799093705,0.07092173799093705
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,-4,315,0.0504231649932728,0.0504231649932728
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,-3,315,0.01629110403067786,0.01629110403067786
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,-2,315,-0.015227904279195546,0.015227904279195546
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,-1,315,-0.038056303603896946,0.038056303603896946
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,0,315,-0.03958243092908313,0.03958243092908313
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,1,315,-0.01558801186278452,0.01558801186278452
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,2,315,0.028143098390336876,0.028143098390336876
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,3,315,0.07281568379457623,0.07281568379457623
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,4,315,0.10570763655036111,0.10570763655036111
T3_early,106,112,V_NS_diff,P_north_minus_main_35_45,5,315,0.12341934671331664,0.12341934671331664
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,-5,315,0.13911133076648563,0.13911133076648563
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,-4,315,0.18846005910954267,0.18846005910954267
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,-3,315,0.2385651356499485,0.2385651356499485
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,-2,315,0.28031793774636904,0.28031793774636904
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,-1,315,0.31837836083616305,0.31837836083616305
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,0,315,0.3514285698564367,0.3514285698564367
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,1,315,0.3584023704322144,0.3584023704322144
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,2,315,0.3252434592172677,0.3252434592172677
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,3,315,0.2718192002289759,0.2718192002289759
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,4,315,0.2127931560232861,0.2127931560232861
T3_early,106,112,V_NS_diff,P_total_centroid_lat_10_50,5,315,0.15344189391555776,0.15344189391555776
T3_late,113,120,V_strength,P_main_band_share,-5,360,-0.029488382075685656,0.029488382075685656
T3_late,113,120,V_strength,P_main_band_share,-4,360,-0.06412982794963218,0.06412982794963218
T3_late,113,120,V_strength,P_main_band_share,-3,360,-0.07974370359828502,0.07974370359828502
T3_late,113,120,V_strength,P_main_band_share,-2,360,-0.06914871116359954,0.06914871116359954
T3_late,113,120,V_strength,P_main_band_share,-1,360,-0.038682423225580666,0.038682423225580666
T3_late,113,120,V_strength,P_main_band_share,0,360,-0.0002909816956156127,0.0002909816956156127
T3_late,113,120,V_strength,P_main_band_share,1,360,0.037536041119383655,0.037536041119383655
T3_late,113,120,V_strength,P_main_band_share,2,360,0.06821831220806475,0.06821831220806475
T3_late,113,120,V_strength,P_main_band_share,3,360,0.0876507000831768,0.0876507000831768
T3_late,113,120,V_strength,P_main_band_share,4,360,0.09589855156075394,0.09589855156075394
T3_late,113,120,V_strength,P_main_band_share,5,360,0.09561941314268416,0.09561941314268416
T3_late,113,120,V_strength,P_south_band_share_18_24,-5,360,0.1228927779128982,0.1228927779128982
T3_late,113,120,V_strength,P_south_band_share_18_24,-4,360,0.18726543237931143,0.18726543237931143
T3_late,113,120,V_strength,P_south_band_share_18_24,-3,360,0.23172469301283755,0.23172469301283755
T3_late,113,120,V_strength,P_south_band_share_18_24,-2,360,0.23956301504883348,0.23956301504883348
T3_late,113,120,V_strength,P_south_band_share_18_24,-1,360,0.21186545557884828,0.21186545557884828
T3_late,113,120,V_strength,P_south_band_share_18_24,0,360,0.15578922460994613,0.15578922460994613
T3_late,113,120,V_strength,P_south_band_share_18_24,1,360,0.0794547920962843,0.0794547920962843
T3_late,113,120,V_strength,P_south_band_share_18_24,2,360,-0.00797598409959826,0.00797598409959826
T3_late,113,120,V_strength,P_south_band_share_18_24,3,360,-0.08526579268610192,0.08526579268610192
T3_late,113,120,V_strength,P_south_band_share_18_24,4,360,-0.14138643728996664,0.14138643728996664
T3_late,113,120,V_strength,P_south_band_share_18_24,5,360,-0.17020229259916195,0.17020229259916195
T3_late,113,120,V_strength,P_main_minus_south,-5,360,-0.08191839661315714,0.08191839661315714
T3_late,113,120,V_strength,P_main_minus_south,-4,360,-0.13739764993202802,0.13739764993202802
T3_late,113,120,V_strength,P_main_minus_south,-3,360,-0.17027212374237524,0.17027212374237524
T3_late,113,120,V_strength,P_main_minus_south,-2,360,-0.16732753362826158,0.16732753362826158
T3_late,113,120,V_strength,P_main_minus_south,-1,360,-0.13326667966526054,0.13326667966526054
T3_late,113,120,V_strength,P_main_minus_south,0,360,-0.07955850392826778,0.07955850392826778
T3_late,113,120,V_strength,P_main_minus_south,1,360,-0.01589923532024256,0.01589923532024256
T3_late,113,120,V_strength,P_main_minus_south,2,360,0.048734574840591495,0.048734574840591495
T3_late,113,120,V_strength,P_main_minus_south,3,360,0.10083527433559088,0.10083527433559088
T3_late,113,120,V_strength,P_main_minus_south,4,360,0.1348272585748299,0.1348272585748299
T3_late,113,120,V_strength,P_main_minus_south,5,360,0.1493249198978485,0.1493249198978485
T3_late,113,120,V_strength,P_spread_lat,-5,360,-0.17921906704842192,0.17921906704842192
T3_late,113,120,V_strength,P_spread_lat,-4,360,-0.21661136635085484,0.21661136635085484
T3_late,113,120,V_strength,P_spread_lat,-3,360,-0.22614891479002397,0.22614891479002397
T3_late,113,120,V_strength,P_spread_lat,-2,360,-0.19963089498905728,0.19963089498905728
T3_late,113,120,V_strength,P_spread_lat,-1,360,-0.14210504636630455,0.14210504636630455
T3_late,113,120,V_strength,P_spread_lat,0,360,-0.06742677880738415,0.06742677880738415
T3_late,113,120,V_strength,P_spread_lat,1,360,0.007815620394405151,0.007815620394405151
T3_late,113,120,V_strength,P_spread_lat,2,360,0.07788101829830917,0.07788101829830917
T3_late,113,120,V_strength,P_spread_lat,3,360,0.13187499532929448,0.13187499532929448
T3_late,113,120,V_strength,P_spread_lat,4,360,0.16397694273932453,0.16397694273932453
T3_late,113,120,V_strength,P_spread_lat,5,360,0.1748920107283323,0.1748920107283323
T3_late,113,120,V_strength,P_north_band_share_35_45,-5,360,-0.21300373733767022,0.21300373733767022
