rep,global_max_score,point_id,local_null_peak_score,local_null_peak_day
39,46.00999983959694,RP003,41.90159450934313,114
39,46.00999983959694,LP006,11.952342926361439,129
39,46.00999983959694,RP004,22.182398747166463,138
39,46.00999983959694,RP005,22.561588320742715,159
40,39.71542248512334,RP001,28.170230226406467,48
40,39.71542248512334,RP002,29.48113445733638,78
40,39.71542248512334,RP003,26.524342764345008,116
40,39.71542248512334,LP006,24.708540964021026,129
40,39.71542248512334,RP004,19.323275635001913,132
40,39.71542248512334,RP005,20.18851918812151,157
41,42.97859776670377,RP001,14.402857752253809,48
41,42.97859776670377,RP002,23.152513814559413,84
41,42.97859776670377,RP003,26.1210935820641,116
41,42.97859776670377,LP006,16.113255518744502,135
41,42.97859776670377,RP004,20.11115959276431,137
41,42.97859776670377,RP005,33.48574375229248,163
42,30.431630373304216,RP001,22.600411375453504,48
42,30.431630373304216,RP002,21.187610681659844,84
42,30.431630373304216,RP003,18.775896547520915,116
42,30.431630373304216,LP006,7.222077548317657,129
42,30.431630373304216,RP004,6.783968208708512,133
42,30.431630373304216,RP005,19.714389961423485,157
43,49.681634006780904,RP001,48.38884676973619,48
43,49.681634006780904,RP002,28.75623367137134,79
43,49.681634006780904,RP003,32.50458793597506,116
43,49.681634006780904,LP006,34.5482898501606,133
43,49.681634006780904,RP004,34.5482898501606,133
43,49.681634006780904,RP005,30.74989223754085,163
44,59.30213650723988,RP001,59.30213650723988,46
44,59.30213650723988,RP002,15.600464115747315,78
44,59.30213650723988,RP003,35.65726402523292,110
44,59.30213650723988,LP006,33.3914627554357,129
44,59.30213650723988,RP004,20.552405941898616,132
44,59.30213650723988,RP005,19.132488575609948,162
45,43.15605136347889,RP001,23.182105929697606,42
45,43.15605136347889,RP002,21.860525197383545,84
45,43.15605136347889,RP003,40.44639051861107,113
45,43.15605136347889,LP006,26.39969832346572,135
45,43.15605136347889,RP004,32.18598668686644,138
45,43.15605136347889,RP005,13.389893595518998,157
46,65.21143607548163,RP001,26.90457426935815,43
46,65.21143607548163,RP002,19.64680104948248,84
46,65.21143607548163,RP003,24.31015733847187,114
46,65.21143607548163,LP006,31.605672994969105,135
46,65.21143607548163,RP004,38.21838130685819,138
46,65.21143607548163,RP005,33.71247070529294,161
47,39.3215733616956,RP001,31.35774170758348,48
47,39.3215733616956,RP002,20.3516213260559,82
47,39.3215733616956,RP003,26.191543466969968,113
47,39.3215733616956,LP006,24.597768306180622,135
47,39.3215733616956,RP004,33.38220945808435,138
47,39.3215733616956,RP005,30.323115536581476,160
48,63.02881873475664,RP001,42.866066964559565,48
48,63.02881873475664,RP002,38.99277829287486,79
48,63.02881873475664,RP003,27.89081512432773,115
48,63.02881873475664,LP006,30.39324134713312,132
48,63.02881873475664,RP004,30.39324134713312,132
48,63.02881873475664,RP005,32.217092271697624,157
49,55.4652335799576,RP001,16.52164734157351,42
49,55.4652335799576,RP002,40.25065614979766,83
49,55.4652335799576,RP003,28.961721325049655,115
49,55.4652335799576,LP006,34.07340891957031,135
49,55.4652335799576,RP004,34.55153833599636,136
49,55.4652335799576,RP005,39.328148264787885,157
50,32.746890614205135,RP001,17.619571651188046,44
50,32.746890614205135,RP002,21.25059772748545,78
50,32.746890614205135,RP003,16.644866321399427,110
50,32.746890614205135,LP006,14.170531984160494,129
50,32.746890614205135,RP004,14.22468797031668,138
50,32.746890614205135,RP005,20.922872896679166,157
51,68.80154942674613,RP001,32.14480825528283,42
51,68.80154942674613,RP002,21.40043721911665,81
51,68.80154942674613,RP003,25.701124991825402,112
51,68.80154942674613,LP006,25.254975108155314,135
51,68.80154942674613,RP004,26.88641677398726,136
51,68.80154942674613,RP005,54.20703044265491,158
52,40.65148951468797,RP001,18.61100729007839,43
52,40.65148951468797,RP002,25.624775384654882,81
52,40.65148951468797,RP003,32.91101233900463,115
52,40.65148951468797,LP006,15.575273277540656,129
52,40.65148951468797,RP004,11.340336026691404,132
52,40.65148951468797,RP005,26.13248416413576,162
53,23.803677008186632,RP001,11.669199369658948,42
53,23.803677008186632,RP002,23.803677008186632,80
53,23.803677008186632,RP003,19.192090245966863,116
53,23.803677008186632,LP006,12.593906969620118,132
53,23.803677008186632,RP004,12.593906969620118,132
53,23.803677008186632,RP005,11.01293380598074,157
54,61.27816942290604,RP001,22.17380580238271,45
54,61.27816942290604,RP002,28.3522909082319,83
54,61.27816942290604,RP003,32.429493035888775,114
54,61.27816942290604,LP006,32.77714554884571,135
54,61.27816942290604,RP004,33.39397767912779,136
54,61.27816942290604,RP005,24.207164138471292,163
55,42.364723581010885,RP001,14.226141983915069,46
55,42.364723581010885,RP002,30.96588396670159,83
55,42.364723581010885,RP003,19.671910428791524,116
55,42.364723581010885,LP006,31.961837297284646,129
55,42.364723581010885,RP004,36.300477988737214,138
55,42.364723581010885,RP005,19.505587226070407,163
56,46.68701387720889,RP001,46.68701387720889,43
56,46.68701387720889,RP002,18.95176424879926,78
56,46.68701387720889,RP003,20.469457635797642,114
56,46.68701387720889,LP006,27.414802356819823,129
56,46.68701387720889,RP004,18.582031564039532,132
56,46.68701387720889,RP005,20.514805750058024,163
57,65.28939913762672,RP001,42.773078074087195,43
57,65.28939913762672,RP002,22.810547090726143,79
57,65.28939913762672,RP003,31.61920452711456,116
57,65.28939913762672,LP006,65.28939913762672,132
57,65.28939913762672,RP004,65.28939913762672,132
57,65.28939913762672,RP005,52.23255559014838,163
58,42.85923758401688,RP001,32.46689717088887,48
58,42.85923758401688,RP002,20.690542210879247,83
58,42.85923758401688,RP003,10.334191754903935,116
58,42.85923758401688,LP006,18.518167649778768,129
58,42.85923758401688,RP004,15.698580428267238,138
58,42.85923758401688,RP005,27.657886850727483,159
59,33.3486474827598,RP001,19.989446198182986,42
59,33.3486474827598,RP002,9.385112230458164,84
59,33.3486474827598,RP003,11.690893501732567,116
59,33.3486474827598,LP006,12.789554587088402,129
59,33.3486474827598,RP004,12.762187998259199,137
59,33.3486474827598,RP005,26.059138582699806,160
60,58.92821539308092,RP001,43.97953393211566,44
60,58.92821539308092,RP002,29.16556859909066,84
60,58.92821539308092,RP003,24.047057197077173,110
60,58.92821539308092,LP006,21.695977967927192,129
60,58.92821539308092,RP004,26.555106712713595,138
60,58.92821539308092,RP005,15.110971493706167,163
61,48.89215871031522,RP001,18.33056342860038,48
61,48.89215871031522,RP002,15.948913126826826,84
61,48.89215871031522,RP003,29.828361404734864,110
61,48.89215871031522,LP006,48.89215871031522,134
61,48.89215871031522,RP004,48.89215871031522,134
61,48.89215871031522,RP005,31.849193180850627,158
62,50.40121028030637,RP001,23.548949804757953,42
62,50.40121028030637,RP002,47.75974202049518,79
62,50.40121028030637,RP003,25.66834508258739,110
62,50.40121028030637,LP006,17.477963875920754,134
62,50.40121028030637,RP004,17.477963875920754,134
62,50.40121028030637,RP005,17.400902033066036,157
63,52.16950401598369,RP001,19.934342493586698,45
63,52.16950401598369,RP002,19.855716193090135,83
63,52.16950401598369,RP003,12.844548489719188,110
63,52.16950401598369,LP006,32.36983570282615,135
63,52.16950401598369,RP004,33.97453402744929,136
63,52.16950401598369,RP005,12.91686013755314,163
64,30.234110373968313,RP001,12.006223804848943,42
64,30.234110373968313,RP002,23.77002341886734,78
64,30.234110373968313,RP003,17.06175040843029,116
64,30.234110373968313,LP006,30.234110373968313,129
64,30.234110373968313,RP004,18.170189165120973,132
64,30.234110373968313,RP005,6.76855302749343,161
65,24.27138926765158,RP001,16.73268220422726,42
65,24.27138926765158,RP002,15.734289429359244,78
65,24.27138926765158,RP003,21.23063500525991,110
65,24.27138926765158,LP006,10.324342001142858,134
65,24.27138926765158,RP004,10.324342001142858,134
65,24.27138926765158,RP005,14.99033570499778,163
66,36.843808981897645,RP001,12.2263384010311,48
66,36.843808981897645,RP002,21.25041985531134,79
66,36.843808981897645,RP003,23.391709698392148,116
66,36.843808981897645,LP006,25.825413248110852,132
66,36.843808981897645,RP004,25.825413248110852,132
66,36.843808981897645,RP005,24.1202390104543,157
67,38.12046840861457,RP001,38.12046840861457,46
67,38.12046840861457,RP002,20.77649349971422,78
67,38.12046840861457,RP003,27.624809663430085,112
67,38.12046840861457,LP006,15.068168166955385,130
67,38.12046840861457,RP004,14.182809339105736,132
67,38.12046840861457,RP005,19.942280295348,157
68,61.91665291112818,RP001,39.37105997684063,46
68,61.91665291112818,RP002,47.88796532581098,78
68,61.91665291112818,RP003,20.606249215679455,116
68,61.91665291112818,LP006,22.170027597991286,135
68,61.91665291112818,RP004,28.02924014796194,138
68,61.91665291112818,RP005,33.72292015313771,157
69,30.276672365788514,RP001,14.96012990809966,48
69,30.276672365788514,RP002,7.16818939383258,81
69,30.276672365788514,RP003,20.660239307196566,116
69,30.276672365788514,LP006,20.032698445154445,131
69,30.276672365788514,RP004,19.752814834031064,132
69,30.276672365788514,RP005,15.989724982857577,157
70,45.854461887020875,RP001,19.766211450048992,48
70,45.854461887020875,RP002,10.406148418015022,84
70,45.854461887020875,RP003,26.09795312650479,110
70,45.854461887020875,LP006,32.99796415234166,135
70,45.854461887020875,RP004,39.719686076880684,138
70,45.854461887020875,RP005,20.61937619509825,163
71,39.73812126411909,RP001,13.053917105782364,42
71,39.73812126411909,RP002,20.802897853460145,82
71,39.73812126411909,RP003,23.759990239337576,110
71,39.73812126411909,LP006,16.248058289681175,135
71,39.73812126411909,RP004,31.174082701433132,138
71,39.73812126411909,RP005,23.478054967843804,157
72,41.08674879984395,RP001,41.08674879984395,42
72,41.08674879984395,RP002,32.57522419245806,81
72,41.08674879984395,RP003,21.93765417130841,116
72,41.08674879984395,LP006,29.576387844138466,135
72,41.08674879984395,RP004,34.593809618689306,138
72,41.08674879984395,RP005,20.896210840101286,157
73,60.87713914677806,RP001,22.39855790200959,42
73,60.87713914677806,RP002,22.309637040431216,78
73,60.87713914677806,RP003,18.705740157647917,114
73,60.87713914677806,LP006,15.980304765819085,129
73,60.87713914677806,RP004,21.757740212557028,138
73,60.87713914677806,RP005,14.236094401220857,163
74,37.70543979723008,RP001,22.810199571101663,42
74,37.70543979723008,RP002,16.33532989378772,78
74,37.70543979723008,RP003,36.992443711770875,112
74,37.70543979723008,LP006,14.964424648921957,129
74,37.70543979723008,RP004,12.228776911055926,132
74,37.70543979723008,RP005,24.658981228450543,160
75,33.915569179640904,RP001,12.814419213893155,45
75,33.915569179640904,RP002,26.526401107913358,79
75,33.915569179640904,RP003,19.982684120201828,116
75,33.915569179640904,LP006,9.610028701619017,132
75,33.915569179640904,RP004,11.014991531699229,138
75,33.915569179640904,RP005,33.915569179640904,160
76,50.49323767691057,RP001,27.54077663817212,42
76,50.49323767691057,RP002,27.59912575161308,81
76,50.49323767691057,RP003,22.315462347259782,110
76,50.49323767691057,LP006,26.938945301937228,135
76,50.49323767691057,RP004,33.81881027372525,138
76,50.49323767691057,RP005,32.73954328220959,157
77,40.50194093956338,RP001,21.20216817288643,48
77,40.50194093956338,RP002,18.539702805447043,84
77,40.50194093956338,RP003,40.50194093956338,116
77,40.50194093956338,LP006,24.57583970995642,135
77,40.50194093956338,RP004,31.16752653587878,138
77,40.50194093956338,RP005,25.79286951957213,157
78,42.46179759858883,RP001,14.72558860494053,42
78,42.46179759858883,RP002,26.973485130179718,84
78,42.46179759858883,RP003,16.329895844902286,116
78,42.46179759858883,LP006,42.46179759858883,129
78,42.46179759858883,RP004,40.482663539863935,132
78,42.46179759858883,RP005,14.282232854684612,163
79,58.462968207508666,RP001,26.105289492732222,48
79,58.462968207508666,RP002,37.585812136076264,78
79,58.462968207508666,RP003,18.422426939481912,116
79,58.462968207508666,LP006,18.751967501955814,133
79,58.462968207508666,RP004,18.751967501955814,133
79,58.462968207508666,RP005,25.30233846583718,159
80,27.389040192675584,RP001,12.783680396607961,45
80,27.389040192675584,RP002,20.447273575396874,78
80,27.389040192675584,RP003,25.415554890613848,115
80,27.389040192675584,LP006,16.54500963923712,129
80,27.389040192675584,RP004,14.492662618279855,138
80,27.389040192675584,RP005,8.567742847673859,159
81,67.15767713878228,RP001,54.01127037506381,48
81,67.15767713878228,RP002,24.44841952923829,83
81,67.15767713878228,RP003,36.53049087242086,111
81,67.15767713878228,LP006,26.759627639698735,135
81,67.15767713878228,RP004,26.936473886958318,136
81,67.15767713878228,RP005,31.027895321326923,163
82,43.45625686631972,RP001,20.17421293160755,48
82,43.45625686631972,RP002,25.842517652683465,80
82,43.45625686631972,RP003,28.80396345231197,112
82,43.45625686631972,LP006,20.520025050746874,135
82,43.45625686631972,RP004,23.281493371521876,137
82,43.45625686631972,RP005,41.44765335019765,163
83,41.092178529203224,RP001,24.106625979700006,42
83,41.092178529203224,RP002,25.492674986933437,79
83,41.092178529203224,RP003,27.47745544503032,116
83,41.092178529203224,LP006,18.59952496784844,135
83,41.092178529203224,RP004,22.853757878649944,138
83,41.092178529203224,RP005,21.902014662611784,163
84,46.116257738882524,RP001,17.026978508856555,42
84,46.116257738882524,RP002,18.484349375865428,80
84,46.116257738882524,RP003,14.390898759568735,116
84,46.116257738882524,LP006,12.02960370716427,135
84,46.116257738882524,RP004,12.065560491876802,138
84,46.116257738882524,RP005,32.83464731164208,163
85,36.06002086301142,RP001,13.673418721514011,48
85,36.06002086301142,RP002,23.23418446913545,83
85,36.06002086301142,RP003,14.790030551320337,110
85,36.06002086301142,LP006,12.450929256441146,135
85,36.06002086301142,RP004,13.065675759217257,137
85,36.06002086301142,RP005,26.45216583061791,160
86,27.889696405489435,RP001,15.18530032012147,44
86,27.889696405489435,RP002,11.555579276468691,78
86,27.889696405489435,RP003,10.713123208378272,116
86,27.889696405489435,LP006,17.00137661637796,135
86,27.889696405489435,RP004,20.28460153623608,137
86,27.889696405489435,RP005,10.565293075435402,158
87,44.78803727551664,RP001,34.672978134404225,42
87,44.78803727551664,RP002,43.095567875961294,80
87,44.78803727551664,RP003,26.98129461837142,112
87,44.78803727551664,LP006,32.350489066350605,135
87,44.78803727551664,RP004,33.299877161611064,136
87,44.78803727551664,RP005,20.93652442670711,157
88,62.45949948640594,RP001,14.742329831476106,48
88,62.45949948640594,RP002,10.029396113933034,78
88,62.45949948640594,RP003,22.898404756615847,110
88,62.45949948640594,LP006,30.13396790186628,135
88,62.45949948640594,RP004,31.46274355591147,136
88,62.45949948640594,RP005,62.45949948640594,163
89,38.582700194284996,RP001,31.19442961197256,44
89,38.582700194284996,RP002,32.92683832960688,84
89,38.582700194284996,RP003,23.384754951486727,110
89,38.582700194284996,LP006,17.001558804277373,129
89,38.582700194284996,RP004,11.160107332278741,132
89,38.582700194284996,RP005,24.838251179356664,157
90,42.13077124499789,RP001,12.47912516494602,42
90,42.13077124499789,RP002,17.77700073489111,84
90,42.13077124499789,RP003,36.72483233683606,116
90,42.13077124499789,LP006,39.299125522341235,135
90,42.13077124499789,RP004,39.740161350236356,136
90,42.13077124499789,RP005,30.20387843008357,160
91,33.63172987004252,RP001,28.43311040642035,44
91,33.63172987004252,RP002,30.114765277045436,84
91,33.63172987004252,RP003,15.255042412876811,114
91,33.63172987004252,LP006,11.082955572558511,135
91,33.63172987004252,RP004,13.045493270108128,137
91,33.63172987004252,RP005,29.09954592325115,157
92,39.20118341621451,RP001,35.917118671751496,48
92,39.20118341621451,RP002,23.231694480586718,84
92,39.20118341621451,RP003,13.648121893513522,116
92,39.20118341621451,LP006,21.112178087190774,135
92,39.20118341621451,RP004,21.112178087190774,135
92,39.20118341621451,RP005,26.534390164646446,163
93,24.941734264339576,RP001,17.634514240288453,48
93,24.941734264339576,RP002,14.308051742994287,78
93,24.941734264339576,RP003,15.761483302756247,116
93,24.941734264339576,LP006,20.331511701592127,133
93,24.941734264339576,RP004,20.331511701592127,133
93,24.941734264339576,RP005,12.848482273761263,163
94,68.55516089590452,RP001,36.30626923058755,48
94,68.55516089590452,RP002,32.67631632813648,78
94,68.55516089590452,RP003,35.96809606042146,111
94,68.55516089590452,LP006,28.60650415812455,129
94,68.55516089590452,RP004,29.823515973914876,137
94,68.55516089590452,RP005,16.97893099206589,163
95,37.53034461088397,RP001,14.636948546748576,42
95,37.53034461088397,RP002,11.479715471299992,84
95,37.53034461088397,RP003,11.851774855296648,113
95,37.53034461088397,LP006,37.06951355055721,135
95,37.53034461088397,RP004,37.53034461088397,136
95,37.53034461088397,RP005,16.33303844079778,163
96,51.3990692972224,RP001,15.33508598201253,42
96,51.3990692972224,RP002,36.26262030360494,78
96,51.3990692972224,RP003,22.860138649017557,110
96,51.3990692972224,LP006,21.477944003050435,135
96,51.3990692972224,RP004,21.575742306349277,136
