window_id,object,baseline_config,branch,S_min,S_max,S_median,S_iqr,S_dynamic_range,overshoot_low_fraction,overshoot_high_fraction,overshoot_total_fraction,n_finite_days,finite_start_day,finite_end_day,leading_nan_days,trailing_nan_days,internal_nan_days,valid_day_fraction,valid_runs,pre_reference_effective_days,pre_reference_leading_nan_days,pre_reference_trailing_nan_days,pre_reference_internal_nan_days,post_reference_effective_days,post_reference_leading_nan_days,post_reference_trailing_nan_days,post_reference_internal_nan_days,pre_reference_nan_affected,post_reference_nan_affected,self_repro_abs_mean_median,self_repro_abs_mean_q025,self_repro_abs_mean_q975,self_repro_null_n,coordinate_validity_status,coordinate_validity_notes
W045,P,C0_full_stage,dist,0.0408762250118533,0.9278692892206848,0.3720912622681813,0.6960429027434477,0.8869930642088315,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),36,4,0,0,26,0,0,0,True,False,0.022411623392344,0.0009892024622531,0.0798978533974006,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; self_repro_q975_over_dynamic_range=0.090
W045,P,C0_full_stage,pattern,-0.1911446777593644,1.1971703130667992,0.2636125481066965,1.0036096993183332,1.3883149908261636,0.28169014084507044,0.15492957746478872,0.43661971830985913,71,4,74,4,0,0,0.9466666666666668,4-74(71),36,4,0,0,26,0,0,0,True,False,0.0825844253487504,0.004010664535578,0.276209685714096,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; S_overshoot_present; self_repro_q975_over_dynamic_range=0.199
W045,P,C1_buffered_stage,dist,0.0429841061336353,0.9384361146211164,0.4144160043213774,0.7221731300150315,0.8954520084874811,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),31,4,0,0,16,0,0,0,True,False,0.02076158796667165,0.00102004913482065,0.07159329957770119,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; self_repro_q975_over_dynamic_range=0.080
W045,P,C1_buffered_stage,pattern,-0.1610725563474939,1.2038276686309597,0.2892860472360553,0.9861939870131253,1.3649002249784536,0.2676056338028169,0.15492957746478872,0.4225352112676056,71,4,74,4,0,0,0.9466666666666668,4-74(71),31,4,0,0,16,0,0,0,True,False,0.0787272840202914,0.003852259439984,0.2547242427873346,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; S_overshoot_present; self_repro_q975_over_dynamic_range=0.187
W045,P,C2_immediate_pre,dist,0.0556533019772995,0.9278444903110588,0.3179912794833782,0.6474466330616064,0.8721911883337593,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),10,0,0,0,16,0,0,0,False,False,0.0264577497647972,0.0010700802690147,0.0876961104166491,1000.0,valid_object_internal_coordinate,self_repro_q975_over_dynamic_range=0.101
W045,P,C2_immediate_pre,pattern,-0.3020878786411858,1.2293370645741917,0.1911963562383628,1.1041593988261833,1.5314249432153775,0.38028169014084506,0.16901408450704225,0.5492957746478873,71,4,74,4,0,0,0.9466666666666668,4-74(71),10,0,0,0,16,0,0,0,False,False,0.1404176564763193,0.005882118688402,0.5067063320244921,1000.0,caution_object_internal_coordinate,S_overshoot_present; self_repro_q975_over_dynamic_range=0.331
W045,V,C0_full_stage,dist,0.0371266579977953,0.9477954116436312,0.3582574812220939,0.5656554059816579,0.910668753645836,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),36,4,0,0,26,0,0,0,True,False,0.0360852250763411,0.0019270032808723,0.12418290795002,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; self_repro_q975_over_dynamic_range=0.136
W045,V,C0_full_stage,pattern,-0.0897250644129,1.2273949911602142,0.1033256796137941,0.9526514430694021,1.3171200555731142,0.28169014084507044,0.19718309859154928,0.47887323943661975,71,4,74,4,0,0,0.9466666666666668,4-74(71),36,4,0,0,26,0,0,0,True,False,0.0648588861324503,0.0028191083383231003,0.2222017846769794,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; S_overshoot_present; self_repro_q975_over_dynamic_range=0.169
W045,V,C1_buffered_stage,dist,0.046004409859638,0.9417671836130904,0.3901473731787082,0.6113978230198089,0.8957627737534524,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),31,4,0,0,16,0,0,0,True,False,0.0367706017063797,0.0016003063561206,0.1159698096556846,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; self_repro_q975_over_dynamic_range=0.129
W045,V,C1_buffered_stage,pattern,-0.0827695134716822,1.1683786084082164,0.0975105187513673,0.9016784556793173,1.2511481218798985,0.2676056338028169,0.16901408450704225,0.43661971830985913,71,4,74,4,0,0,0.9466666666666668,4-74(71),31,4,0,0,16,0,0,0,True,False,0.0724087762862271,0.0033614954418264,0.24573179219995675,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; S_overshoot_present; self_repro_q975_over_dynamic_range=0.196
W045,V,C2_immediate_pre,dist,0.0252956801652344,0.9288949166526173,0.3025399917650757,0.5381919372051818,0.9035992364873828,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),10,0,0,0,16,0,0,0,False,False,0.0392262260247612,0.001777403549695,0.1280362097052765,1000.0,valid_object_internal_coordinate,self_repro_q975_over_dynamic_range=0.142
W045,V,C2_immediate_pre,pattern,-0.0666356868877309,1.1659361519268026,0.1135573461740537,0.8895011243905503,1.2325718388145335,0.19718309859154928,0.16901408450704225,0.3661971830985915,71,4,74,4,0,0,0.9466666666666668,4-74(71),10,0,0,0,16,0,0,0,False,False,0.0724631818317706,0.0034654101135472,0.27106592087548775,1000.0,caution_object_internal_coordinate,S_overshoot_present; self_repro_q975_over_dynamic_range=0.220
