field,feature_id,marker,median,q05,q10,q25,q75,q90,q95,q025,q975,iqr,q90_width,q95_width,valid_fraction,same_day_fraction_if_relevant,edge_hit_fraction,bootstrap_stability_label
V,4,t25,44.0,31.950000000000003,36.0,38.0,47.0,50.0,50.049999999999955,30.0,51.0,9.0,18.09999999999995,21.0,1.0,0.066,0.032,unstable_feature_marker
V,4,t30,45.0,33.0,37.0,39.0,48.0,50.0,51.0,31.0,52.0,9.0,18.0,21.0,1.0,0.097,0.022,unstable_feature_marker
V,4,t35,46.0,35.0,37.0,40.0,48.0,50.0,51.0,31.0,52.0,8.0,16.0,21.0,1.0,0.107,0.019,unstable_feature_marker
V,4,t40,46.0,36.0,38.0,42.0,49.0,51.0,51.0,33.0,52.0,7.0,15.0,19.0,1.0,0.097,0.015,unstable_feature_marker
V,4,t45,47.0,36.0,38.0,44.0,49.0,51.0,52.0,33.0,53.0,5.0,16.0,20.0,1.0,0.124,0.014,unstable_feature_marker
V,4,t50,47.0,37.0,39.0,44.0,50.0,51.0,52.0,34.0,53.0,6.0,15.0,19.0,1.0,0.123,0.012,unstable_feature_marker
V,4,t75,50.0,38.0,43.0,47.0,51.0,53.0,54.049999999999955,36.0,56.0,4.0,16.049999999999955,20.0,1.0,0.176,0.009,unstable_feature_marker
V,4,peak_raw,50.0,31.0,37.0,45.0,51.0,52.0,58.0,31.0,60.0,6.0,27.0,29.0,1.0,0.262,0.034,unstable_feature_marker
V,4,peak_smooth3,50.0,38.0,43.0,46.0,51.0,52.0,58.0,36.0,59.0,5.0,20.0,23.0,1.0,0.165,0.0,unstable_feature_marker
V,4,duration_25_75,4.0,1.0,2.0,2.0,8.0,13.0,18.0,1.0,20.0,6.0,17.0,19.0,1.0,0.133,0.0,unstable_feature_marker
V,4,tail_50_75,2.0,0.0,1.0,1.0,3.0,5.0,7.0,0.0,10.0,2.0,7.0,10.0,1.0,0.278,0.0,moderately_stable_feature_marker
V,4,early_span_25_50,2.0,0.0,1.0,1.0,3.0,10.0,15.0,0.0,18.0,2.0,15.0,18.0,1.0,0.251,0.0,unstable_feature_marker
V,5,departure90,40.0,37.0,37.0,37.0,49.0,52.0,54.0,37.0,56.0,12.0,17.0,19.0,0.99,0.059,0.0,unstable_feature_marker
V,5,departure95,41.0,37.0,37.0,37.0,49.0,52.0,54.19999999999993,37.0,56.0,12.0,17.199999999999932,19.0,0.977,0.031,0.0,unstable_feature_marker
V,5,t10,34.0,30.0,30.0,30.0,36.0,40.0,47.0,30.0,50.0,6.0,17.0,20.0,1.0,0.062,0.345,unstable_feature_marker
V,5,t15,35.0,30.0,30.0,30.0,38.0,47.0,50.0,30.0,51.0,8.0,20.0,21.0,1.0,0.09,0.282,unstable_feature_marker
V,5,t20,36.0,30.0,30.0,31.0,40.0,49.0,50.0,30.0,51.0,9.0,20.0,21.0,1.0,0.099,0.246,unstable_feature_marker
V,5,t25,37.0,30.0,30.0,33.0,43.0,50.0,51.0,30.0,53.0,10.0,21.0,23.0,1.0,0.081,0.201,unstable_feature_marker
V,5,t30,37.0,30.0,30.0,34.0,45.0,51.0,52.0,30.0,53.02499999999998,11.0,22.0,23.024999999999977,1.0,0.089,0.175,unstable_feature_marker
V,5,t35,38.0,30.0,30.0,35.0,47.0,51.0,52.0,30.0,54.0,12.0,22.0,24.0,1.0,0.056,0.147,unstable_feature_marker
V,5,t40,39.0,30.0,30.0,35.0,48.0,51.0,53.0,30.0,54.0,13.0,23.0,24.0,1.0,0.059,0.131,unstable_feature_marker
V,5,t45,40.0,30.0,30.0,36.0,49.0,52.0,53.0,30.0,55.0,13.0,23.0,25.0,1.0,0.058,0.114,unstable_feature_marker
V,5,t50,41.0,30.0,30.0,36.0,50.0,52.0,54.0,30.0,55.0,14.0,24.0,25.0,1.0,0.027,0.101,unstable_feature_marker
V,5,t75,47.0,30.0,33.0,38.0,52.0,54.0,56.0,30.0,57.0,14.0,26.0,27.0,1.0,0.023,0.076,unstable_feature_marker
V,5,peak_raw,50.0,37.0,39.0,43.0,51.0,55.0,58.0,35.0,58.0,8.0,21.0,23.0,1.0,0.329,0.011,unstable_feature_marker
V,5,peak_smooth3,50.0,37.0,39.0,43.0,51.0,55.0,58.0,35.0,59.0,8.0,21.0,24.0,1.0,0.103,0.0,unstable_feature_marker
V,5,duration_25_75,3.0,0.0,0.0,1.0,12.0,18.0,21.049999999999955,0.0,24.0,11.0,21.049999999999955,24.0,1.0,0.087,0.0,unstable_feature_marker
V,5,tail_50_75,1.0,0.0,0.0,0.0,2.0,10.0,14.0,0.0,17.0,2.0,14.0,17.0,1.0,0.352,0.0,unstable_feature_marker
V,5,early_span_25_50,1.0,0.0,0.0,0.0,4.0,14.0,20.0,0.0,22.0,4.0,20.0,22.0,1.0,0.326,0.0,unstable_feature_marker
V,6,departure90,41.0,37.0,37.0,38.0,43.0,49.0,54.0,37.0,56.0,5.0,17.0,19.0,0.988,0.097,0.0,unstable_feature_marker
V,6,departure95,41.0,37.0,37.0,38.0,43.5,49.80000000000007,54.0,37.0,56.0,5.5,17.0,19.0,0.983,0.089,0.0,unstable_feature_marker
V,6,t10,34.0,30.0,30.0,30.0,37.0,41.0,42.0,30.0,44.0,7.0,12.0,14.0,1.0,0.046,0.361,unstable_feature_marker
V,6,t15,36.0,30.0,30.0,30.0,39.0,42.0,43.0,30.0,46.0,9.0,13.0,16.0,1.0,0.091,0.306,unstable_feature_marker
V,6,t20,37.0,30.0,30.0,31.0,41.0,43.0,45.0,30.0,48.0,10.0,15.0,18.0,1.0,0.06,0.242,unstable_feature_marker
V,6,t25,38.0,30.0,30.0,33.0,42.0,44.0,46.0,30.0,49.02499999999998,9.0,16.0,19.024999999999977,1.0,0.066,0.202,unstable_feature_marker
V,6,t30,39.0,30.0,30.0,35.0,42.0,45.0,48.0,30.0,51.0,7.0,18.0,21.0,1.0,0.095,0.168,unstable_feature_marker
V,6,t35,40.0,30.0,30.0,36.0,43.0,46.0,49.049999999999955,30.0,52.0,7.0,19.049999999999955,22.0,1.0,0.061,0.143,unstable_feature_marker
V,6,t40,41.0,30.0,30.0,36.0,43.0,47.0,51.0,30.0,53.0,7.0,21.0,23.0,1.0,0.093,0.128,unstable_feature_marker
V,6,t45,41.0,30.0,30.0,37.0,44.0,48.0,52.0,30.0,54.0,7.0,22.0,24.0,1.0,0.089,0.116,unstable_feature_marker
V,6,t50,41.0,30.0,30.0,38.0,44.0,49.0,53.0,30.0,54.0,6.0,23.0,24.0,1.0,0.094,0.103,unstable_feature_marker
V,6,t75,43.0,30.0,35.0,40.0,48.0,54.0,55.0,30.0,55.0,8.0,25.0,25.0,1.0,0.094,0.067,unstable_feature_marker
V,6,peak_raw,44.0,38.0,39.0,42.0,50.0,55.0,55.0,35.975,57.0,8.0,17.0,21.025,1.0,0.042,0.005,unstable_feature_marker
V,6,peak_smooth3,43.0,39.0,40.0,42.0,51.0,54.0,55.0,36.0,57.0,9.0,16.0,21.0,1.0,0.138,0.0,unstable_feature_marker
V,6,duration_25_75,4.0,0.0,0.0,2.0,10.0,16.100000000000023,20.0,0.0,24.0,8.0,20.0,24.0,1.0,0.094,0.0,unstable_feature_marker
V,6,tail_50_75,1.0,0.0,0.0,1.0,3.0,9.0,14.0,0.0,18.0,2.0,14.0,18.0,1.0,0.367,0.0,unstable_feature_marker
V,6,early_span_25_50,1.0,0.0,0.0,1.0,3.0,12.0,16.049999999999955,0.0,20.024999999999977,2.0,16.049999999999955,20.024999999999977,1.0,0.306,0.0,unstable_feature_marker
V,7,departure90,41.0,37.0,37.0,38.0,42.0,44.0,46.0,37.0,47.0,4.0,9.0,10.0,0.999,0.142,0.0,unstable_feature_marker
V,7,departure95,41.0,37.0,37.0,39.0,42.0,45.0,46.0,37.0,47.0,3.0,9.0,10.0,0.999,0.147,0.0,unstable_feature_marker
V,7,t10,36.5,30.0,30.0,32.0,40.0,42.0,43.0,30.0,44.0,8.0,13.0,14.0,1.0,0.0,0.198,unstable_feature_marker
V,7,t15,39.0,30.0,30.0,35.0,41.0,43.0,44.0,30.0,45.0,6.0,14.0,15.0,1.0,0.133,0.132,unstable_feature_marker
V,7,t20,40.0,30.0,32.0,38.0,42.0,44.0,45.0,30.0,46.0,4.0,15.0,16.0,1.0,0.088,0.094,unstable_feature_marker
V,7,t25,41.0,30.0,34.0,39.0,43.0,44.0,45.0,30.0,47.0,4.0,15.0,17.0,1.0,0.144,0.068,unstable_feature_marker
V,7,t30,42.0,30.0,35.0,39.0,43.0,45.0,46.0,30.0,47.0,4.0,16.0,17.0,1.0,0.176,0.051,unstable_feature_marker
V,7,t35,42.0,32.0,36.900000000000006,40.0,44.0,45.0,47.0,30.0,48.0,4.0,15.0,18.0,1.0,0.166,0.039,unstable_feature_marker
V,7,t40,42.0,34.0,38.0,41.0,44.0,46.0,47.0,30.0,48.0,3.0,13.0,18.0,1.0,0.156,0.032,unstable_feature_marker
V,7,t45,43.0,35.0,39.0,41.0,45.0,46.0,48.0,30.0,49.0,4.0,13.0,19.0,1.0,0.151,0.028,unstable_feature_marker
V,7,t50,43.0,35.0,39.0,41.0,45.0,47.0,48.0,30.0,52.0,4.0,13.0,22.0,1.0,0.139,0.026,unstable_feature_marker
V,7,t75,45.0,39.0,41.0,43.0,47.0,52.0,53.0,35.0,54.0,4.0,14.0,19.0,1.0,0.116,0.016,unstable_feature_marker
V,7,peak_raw,44.0,39.0,39.0,41.0,47.0,52.0,54.0,35.0,55.0,6.0,15.0,20.0,1.0,0.114,0.007,unstable_feature_marker
V,7,peak_smooth3,43.0,39.0,40.0,42.0,47.0,48.0,54.0,38.0,54.0,5.0,15.0,16.0,1.0,0.144,0.0,unstable_feature_marker
V,7,duration_25_75,4.0,1.0,2.0,2.0,6.0,11.0,14.049999999999955,0.0,16.0,4.0,13.049999999999955,16.0,1.0,0.139,0.0,unstable_feature_marker
V,7,tail_50_75,2.0,0.0,1.0,1.0,3.0,5.0,7.0,0.0,11.0,2.0,7.0,11.0,1.0,0.257,0.0,moderately_stable_feature_marker
V,7,early_span_25_50,2.0,0.0,1.0,1.0,3.0,5.0,12.0,0.0,14.0,2.0,12.0,14.0,1.0,0.29,0.0,unstable_feature_marker
V,8,departure90,40.0,37.0,37.0,39.0,42.0,44.0,44.0,37.0,45.0,3.0,7.0,8.0,1.0,0.128,0.0,moderately_stable_feature_marker
V,8,departure95,40.0,37.0,37.0,39.0,42.0,44.0,45.0,37.0,45.0,3.0,8.0,8.0,1.0,0.129,0.0,moderately_stable_feature_marker
V,8,t10,37.0,30.0,30.0,33.0,40.0,41.0,42.0,30.0,44.0,7.0,12.0,14.0,1.0,0.034,0.169,unstable_feature_marker
V,8,t15,39.0,30.0,30.0,35.0,41.0,42.0,44.0,30.0,44.0,6.0,14.0,14.0,1.0,0.142,0.113,unstable_feature_marker
V,8,t20,40.0,30.0,32.0,38.0,42.0,43.0,44.0,30.0,45.0,4.0,14.0,15.0,1.0,0.138,0.072,unstable_feature_marker
V,8,t25,41.0,30.0,35.0,39.0,42.0,44.0,45.0,30.0,45.0,3.0,15.0,15.0,1.0,0.211,0.053,unstable_feature_marker
V,8,t30,41.0,32.0,36.0,40.0,43.0,44.0,45.0,30.0,46.0,3.0,13.0,16.0,1.0,0.208,0.037,unstable_feature_marker
V,8,t35,42.0,33.0,38.0,40.0,43.0,45.0,45.0,30.0,46.0,3.0,12.0,16.0,1.0,0.178,0.03,unstable_feature_marker
V,8,t40,42.0,35.0,39.0,41.0,44.0,45.0,46.0,30.0,47.0,3.0,11.0,17.0,1.0,0.178,0.027,unstable_feature_marker
V,8,t45,42.0,36.0,40.0,41.0,44.0,46.0,46.0,31.0,47.0,3.0,10.0,16.0,1.0,0.176,0.019,unstable_feature_marker
V,8,t50,43.0,38.0,40.0,41.0,45.0,46.0,47.0,33.975,47.0,4.0,9.0,13.024999999999999,1.0,0.144,0.013,unstable_feature_marker
V,8,t75,45.0,40.0,41.0,43.0,47.0,48.0,52.0,36.975,53.0,4.0,12.0,16.025,1.0,0.126,0.007,unstable_feature_marker
V,8,peak_raw,43.0,38.0,40.0,41.0,46.0,48.0,52.0,35.0,54.0,5.0,14.0,19.0,1.0,0.04,0.002,unstable_feature_marker
V,8,peak_smooth3,43.0,39.0,40.0,41.0,46.0,47.0,49.0,38.0,53.0,5.0,10.0,15.0,1.0,0.041,0.0,unstable_feature_marker
V,8,duration_25_75,4.0,1.0,2.0,3.0,6.0,10.0,13.0,1.0,14.0,3.0,12.0,13.0,1.0,0.157,0.0,unstable_feature_marker
V,8,tail_50_75,2.0,0.0,1.0,1.0,3.0,5.0,6.0,0.0,7.0,2.0,6.0,7.0,1.0,0.287,0.0,moderately_stable_feature_marker
V,8,early_span_25_50,2.0,0.0,1.0,1.0,3.0,6.0,11.0,0.0,13.0,2.0,11.0,13.0,1.0,0.278,0.0,unstable_feature_marker
V,9,departure90,40.0,37.0,37.0,38.0,41.0,44.0,44.0,37.0,45.0,3.0,7.0,8.0,0.999,0.147,0.0,moderately_stable_feature_marker
V,9,departure95,40.0,37.0,37.0,38.0,42.0,44.0,44.0,37.0,45.0,4.0,7.0,8.0,0.999,0.142,0.0,moderately_stable_feature_marker
V,9,t10,36.0,30.0,30.0,32.0,39.0,41.0,42.0,30.0,43.0,7.0,12.0,13.0,1.0,0.055,0.169,unstable_feature_marker
V,9,t15,39.0,30.0,30.0,35.0,41.0,42.0,44.0,30.0,44.0,6.0,14.0,14.0,1.0,0.123,0.107,unstable_feature_marker
V,9,t20,40.0,30.0,31.900000000000006,38.0,41.0,43.0,44.0,30.0,45.0,3.0,14.0,15.0,1.0,0.147,0.069,unstable_feature_marker
V,9,t25,41.0,31.0,34.0,39.0,42.0,44.0,45.0,30.0,45.0,3.0,14.0,15.0,1.0,0.225,0.049,unstable_feature_marker
V,9,t30,41.0,31.0,36.0,40.0,43.0,44.0,45.0,30.0,46.0,3.0,14.0,16.0,1.0,0.23,0.038,unstable_feature_marker
V,9,t35,41.0,32.0,38.0,40.0,43.0,45.0,45.0,30.0,46.0,3.0,13.0,16.0,1.0,0.222,0.027,unstable_feature_marker
V,9,t40,42.0,34.95,39.0,41.0,44.0,45.0,46.0,31.0,46.0,3.0,11.049999999999997,15.0,1.0,0.147,0.019,unstable_feature_marker
V,9,t45,42.0,37.0,39.0,41.0,44.0,45.0,46.0,32.0,47.0,3.0,9.0,15.0,1.0,0.154,0.012,unstable_feature_marker
V,9,t50,43.0,38.0,40.0,41.0,45.0,46.0,47.0,32.0,47.0,4.0,9.0,15.0,1.0,0.121,0.01,unstable_feature_marker
V,9,t75,45.0,40.0,41.0,44.0,47.0,48.10000000000002,52.0,38.0,53.0,3.0,12.0,15.0,1.0,0.173,0.005,unstable_feature_marker
V,9,peak_raw,42.0,36.0,39.0,41.0,46.0,48.0,52.0,31.0,55.0,5.0,16.0,24.0,1.0,0.049,0.0,unstable_feature_marker
V,9,peak_smooth3,44.0,38.0,40.0,41.0,46.0,47.0,52.0,35.0,54.0,5.0,14.0,19.0,1.0,0.048,0.0,unstable_feature_marker
V,9,duration_25_75,4.0,1.0,2.0,3.0,7.0,11.0,13.0,1.0,14.0,4.0,12.0,13.0,1.0,0.147,0.0,unstable_feature_marker
V,9,tail_50_75,2.0,0.0,1.0,1.0,3.0,5.0,7.0,0.0,8.024999999999977,2.0,7.0,8.024999999999977,1.0,0.251,0.0,moderately_stable_feature_marker
V,9,early_span_25_50,2.0,0.0,1.0,1.0,3.0,6.0,11.0,0.0,12.0,2.0,11.0,12.0,1.0,0.258,0.0,unstable_feature_marker
V,10,departure90,39.0,37.0,37.0,38.0,41.0,43.0,44.0,37.0,45.0,3.0,7.0,8.0,0.997,0.194,0.0,moderately_stable_feature_marker
V,10,departure95,40.0,37.0,37.0,38.0,41.0,44.0,44.0,37.0,45.0,3.0,7.0,8.0,0.997,0.129,0.0,moderately_stable_feature_marker
V,10,t10,33.0,30.0,30.0,30.0,37.25,39.0,40.0,30.0,41.0,7.25,10.0,11.0,1.0,0.055,0.293,unstable_feature_marker
V,10,t15,37.0,30.0,30.0,31.0,39.0,41.0,42.0,30.0,43.0,8.0,12.0,13.0,1.0,0.075,0.214,unstable_feature_marker
V,10,t20,38.0,30.0,30.0,32.0,40.0,42.0,43.0,30.0,44.0,8.0,13.0,14.0,1.0,0.115,0.166,unstable_feature_marker
V,10,t25,39.0,30.0,30.0,36.0,41.0,43.0,44.0,30.0,44.0,5.0,14.0,14.0,1.0,0.149,0.128,unstable_feature_marker
V,10,t30,40.0,30.0,30.0,38.0,41.0,44.0,44.0,30.0,45.0,3.0,14.0,15.0,1.0,0.12,0.11,unstable_feature_marker
V,10,t35,40.0,30.0,31.0,39.0,42.0,44.0,45.0,30.0,45.0,3.0,15.0,15.0,1.0,0.126,0.082,unstable_feature_marker
V,10,t40,41.0,30.0,31.0,39.0,43.0,44.0,45.0,30.0,46.0,4.0,15.0,16.0,1.0,0.175,0.065,unstable_feature_marker
V,10,t45,41.0,30.0,34.0,39.0,43.0,45.0,45.0,30.0,46.0,4.0,15.0,16.0,1.0,0.157,0.054,unstable_feature_marker
V,10,t50,42.0,31.0,37.0,40.0,44.0,45.0,46.0,30.0,47.0,4.0,15.0,17.0,1.0,0.096,0.045,unstable_feature_marker
V,10,t75,44.0,35.0,40.0,42.0,46.0,51.0,52.0,31.0,53.0,4.0,17.0,22.0,1.0,0.193,0.022,unstable_feature_marker
V,10,peak_raw,41.0,31.0,37.0,39.0,45.0,51.0,52.0,31.0,57.0,6.0,21.0,26.0,1.0,0.176,0.0,unstable_feature_marker
V,10,peak_smooth3,42.0,38.0,38.0,40.0,44.25,48.0,52.0,35.0,53.0,4.25,14.0,18.0,1.0,0.116,0.0,unstable_feature_marker
V,10,duration_25_75,4.0,1.0,1.0,2.0,8.0,13.0,14.0,0.0,15.0,6.0,13.0,15.0,1.0,0.119,0.0,unstable_feature_marker
V,10,tail_50_75,2.0,0.0,0.0,1.0,3.0,7.0,10.0,0.0,12.0,2.0,10.0,12.0,1.0,0.183,0.0,unstable_feature_marker
V,10,early_span_25_50,2.0,0.0,0.0,1.0,3.0,10.0,12.0,0.0,13.0,2.0,12.0,13.0,1.0,0.182,0.0,unstable_feature_marker
