object,baseline_config,metric_family,profile_value,field2d_value,difference_2d_minus_profile,agreement_class,interpretation
Je,C0_full_stage,dist_mean_late,0.7050541198289536,0.7018677991750926,-0.003186320653861041,consistent,2D-field metric is consistent with the profile-based metric.
Je,C0_full_stage,dist_positive_growth_area,,0.8854003754299623,,unresolved,Comparison unresolved due to missing or invalid values.
Je,C0_full_stage,pattern_core_growth_share,0.0,0.0,0.0,consistent,2D-field metric is consistent with the profile-based metric.
Je,C0_full_stage,pattern_early_growth_share,0.44080296130416696,0.448565328653809,0.00776236734964203,consistent,2D-field metric is consistent with the profile-based metric.
Je,C0_full_stage,pattern_growth_center,36.32977397819176,36.27250929514774,-0.05726468304401777,consistent,2D-field metric is consistent with the profile-based metric.
Je,C0_full_stage,pattern_late_growth_share,0.032404611784114905,0.03875244656478148,0.006347834780666577,consistent,2D-field metric is consistent with the profile-based metric.
Je,C0_full_stage,pattern_mean_compare,0.9292294171543681,0.9225504429834447,-0.006678974170923446,consistent,2D-field metric is consistent with the profile-based metric.
Je,C0_full_stage,pattern_mean_core,1.0424666570705157,1.0395699916278307,-0.0028966654426849647,consistent,2D-field metric is consistent with the profile-based metric.
Je,C0_full_stage,pattern_mean_early,0.7428026724977841,0.72533588206439,-0.017466790433394053,consistent,2D-field metric is consistent with the profile-based metric.
Je,C0_full_stage,pattern_mean_late,0.787914792987155,0.7831301870017098,-0.004784605985445278,consistent,2D-field metric is consistent with the profile-based metric.
Je,C0_full_stage,pattern_positive_growth_area,,2.3359219753462312,,unresolved,Comparison unresolved due to missing or invalid values.
Je,C1_buffered_stage,dist_core_growth_share,0.08726985102397186,0.07731729956389269,-0.009952551460079173,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,dist_early_growth_share,0.28852402931589716,0.2831471180833657,-0.005376911232531478,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,dist_growth_center,38.38708096556293,38.39651030839328,0.009429342830351573,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,dist_late_growth_share,0.14893536499891405,0.16141494661786546,0.012479581618951407,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,dist_mean_compare,0.6592858953289751,0.657843775057767,-0.0014421202712080472,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,dist_mean_core,0.6422720892265527,0.6380228048928799,-0.004249284333672776,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,dist_mean_early,0.4968701399040779,0.5062607052492016,0.009390565345123725,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,dist_mean_late,0.7353863562361519,0.7317287926893468,-0.0036575635468051315,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,dist_positive_growth_area,,0.917625260327569,,unresolved,Comparison unresolved due to missing or invalid values.
Je,C1_buffered_stage,pattern_core_growth_share,0.0,0.0,0.0,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,pattern_early_growth_share,0.43741083633239203,0.4458896757674593,0.008478839435067276,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,pattern_growth_center,35.950585977339514,35.76678225022583,-0.1838037271136841,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,pattern_late_growth_share,0.03192615983711394,0.040876470209346934,0.00895031037223299,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,pattern_mean_compare,0.9521701699593756,0.9380279895684149,-0.014142180390960712,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,pattern_mean_core,1.0482757427609724,1.0360368769472794,-0.012238865813692934,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,pattern_mean_early,0.7922520003128655,0.7706131497101032,-0.021638850602762272,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,pattern_mean_late,0.8320457759893699,0.8198375334039665,-0.012208242585403428,consistent,2D-field metric is consistent with the profile-based metric.
Je,C1_buffered_stage,pattern_positive_growth_area,,2.0125810387502447,,unresolved,Comparison unresolved due to missing or invalid values.
Je,C2_immediate_pre,dist_core_growth_share,0.10934904916627594,0.09757105399474263,-0.011777995171533315,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,dist_early_growth_share,0.41488304488248834,0.4177543403337744,0.00287129545128606,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,dist_growth_center,44.71180865609833,44.70296981184492,-0.008838844253403977,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,dist_late_growth_share,0.21423783448037953,0.22755153393588354,0.013313699455504008,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,dist_mean_compare,0.513446380471817,0.5086320248456037,-0.004814355626213351,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,dist_mean_core,0.495877155941502,0.48880956953100974,-0.007067586410492266,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,dist_mean_early,0.2714661421701684,0.27686285028485735,0.005396708114688953,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,dist_mean_late,0.6133583704851749,0.6055222450775191,-0.00783612540765588,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,dist_positive_growth_area,,0.8870301335701711,,unresolved,Comparison unresolved due to missing or invalid values.
Je,C2_immediate_pre,pattern_core_growth_share,0.0,0.0,0.0,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,pattern_early_growth_share,0.44587912516599754,0.46961340531490603,0.023734280148908493,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,pattern_growth_center,36.89800876533419,36.86246777133651,-0.03554099399767807,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,pattern_late_growth_share,0.033125276633393486,0.05603429439609187,0.022909017762698387,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,pattern_mean_compare,0.9187108109197637,0.8598835874076907,-0.058827223512073035,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,pattern_mean_core,1.0738834353564501,0.9942679110904971,-0.07961552426595309,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,pattern_mean_early,0.6643918124101409,0.5912934345543422,-0.07309837785579865,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,pattern_mean_late,0.7273708159016314,0.7082730881500189,-0.01909772775161256,consistent,2D-field metric is consistent with the profile-based metric.
Je,C2_immediate_pre,pattern_positive_growth_area,,2.748155791520796,,unresolved,Comparison unresolved due to missing or invalid values.
Jw,C0_full_stage,dist_core_growth_share,0.13781388145055357,0.1311677112155824,-0.0066461702349711604,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,dist_early_growth_share,0.1963634305594562,0.19519654311719825,-0.0011668874422579578,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,dist_growth_center,43.36149093758011,43.5411861449686,0.17969520738849099,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,dist_late_growth_share,0.30812044567130875,0.32270401418335193,0.014583568512043177,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,dist_mean_compare,0.5024677169294455,0.4972773756352864,-0.005190341294159073,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,dist_mean_core,0.4332512410114651,0.42536476163699827,-0.007886479374466848,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,dist_mean_early,0.2907476443559335,0.2967942569820823,0.006046612626148806,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,dist_mean_late,0.6615905082421605,0.6533462939815167,-0.008244214260643812,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,dist_positive_growth_area,,0.9109361135998205,,unresolved,Comparison unresolved due to missing or invalid values.
Jw,C0_full_stage,pattern_core_growth_share,0.10073863213976551,0.17792752845455187,0.07718889631478636,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,pattern_early_growth_share,0.5754435692123728,0.3340715534921492,-0.24137201572022365,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C0_full_stage,pattern_growth_center,39.621669414119104,41.67117213653826,2.049502722419156,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C0_full_stage,pattern_late_growth_share,0.18292859192797356,0.2370380751383024,0.05410948321032885,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,pattern_mean_compare,0.7050370104662484,0.5994818644669943,-0.1055551459992542,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C0_full_stage,pattern_mean_core,0.6799650543470089,0.535154939930861,-0.14481011441614788,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C0_full_stage,pattern_mean_early,0.2531326502936968,0.2016290908197312,-0.05150355947396559,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,pattern_mean_late,0.8871193300091696,0.8334703567471682,-0.053648973262001465,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C0_full_stage,pattern_positive_growth_area,,1.2474809502407669,,unresolved,Comparison unresolved due to missing or invalid values.
Jw,C1_buffered_stage,dist_core_growth_share,0.1318241283956183,0.12164214107513863,-0.010181987320479674,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,dist_early_growth_share,0.19520088648824563,0.1918769796405276,-0.0033239068477180223,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,dist_growth_center,42.65667634015395,42.64577642679519,-0.010899913358763058,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,dist_late_growth_share,0.30141845571623854,0.3142676524010621,0.012849196684823538,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,dist_mean_compare,0.5309633217161339,0.5263709730268445,-0.004592348689289372,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,dist_mean_core,0.46412419664437204,0.4566188780723915,-0.007505318571980557,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,dist_mean_early,0.3269719559028976,0.3329098435417935,0.005937887638895856,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,dist_mean_late,0.6838583234242587,0.6765879444372765,-0.007270378986982129,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,dist_positive_growth_area,,0.919947401387214,,unresolved,Comparison unresolved due to missing or invalid values.
Jw,C1_buffered_stage,pattern_core_growth_share,0.098550106009885,0.17327874517457273,0.07472863916468774,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,pattern_early_growth_share,0.5838483926160739,0.3421807014536341,-0.2416676911624398,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C1_buffered_stage,pattern_growth_center,39.296207214032854,41.11210856226118,1.8159013482283228,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,pattern_late_growth_share,0.17755644239577825,0.23445880193139165,0.0569023595356134,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,pattern_mean_compare,0.728653508286948,0.6226154216994887,-0.10603808658745928,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C1_buffered_stage,pattern_mean_core,0.706998802650185,0.5632140733037634,-0.1437847293464216,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C1_buffered_stage,pattern_mean_early,0.3097629151222073,0.24727834778774965,-0.062484567334457675,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,pattern_mean_late,0.8945212174898581,0.8408008850223399,-0.053720332467518284,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C1_buffered_stage,pattern_positive_growth_area,,1.1809577020186335,,unresolved,Comparison unresolved due to missing or invalid values.
Jw,C2_immediate_pre,dist_core_growth_share,0.19109227252946204,0.18121868009258435,-0.009873592436877687,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,dist_early_growth_share,0.2431408059808496,0.24935991275111255,0.006219106770262939,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,dist_growth_center,46.64266963593613,46.621789005084516,-0.020880630851614512,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,dist_late_growth_share,0.3429550795517348,0.35340780852036935,0.010452728968634528,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,dist_mean_compare,0.42564126854110107,0.4236270491217586,-0.002014219419342489,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,dist_mean_core,0.3558985036949816,0.35197891971925044,-0.003919583975731167,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,dist_mean_early,0.14010250125120863,0.1485997190624661,0.00849721781125748,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,dist_mean_late,0.6211388967333922,0.6154258221264695,-0.005713074606922719,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,dist_positive_growth_area,,0.9351836582151798,,unresolved,Comparison unresolved due to missing or invalid values.
Jw,C2_immediate_pre,pattern_core_growth_share,0.10943036954030043,0.19823432376583852,0.08880395422553809,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,pattern_early_growth_share,0.5622317208307768,0.33241675327854875,-0.22981496755222802,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C2_immediate_pre,pattern_growth_center,40.03547312206558,42.5316005600631,2.496127437997515,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C2_immediate_pre,pattern_late_growth_share,0.18841190889835413,0.24122575768625343,0.0528138487878993,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,pattern_mean_compare,0.693470363223313,0.5720533581161407,-0.12141700510717235,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C2_immediate_pre,pattern_mean_core,0.6684252099921834,0.5066184313102132,-0.16180677868197013,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
Jw,C2_immediate_pre,pattern_mean_early,0.2437102802193257,0.1495781825383835,-0.09413209768094219,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,pattern_mean_late,0.8791037798746251,0.8219303888649245,-0.057173391009700536,consistent,2D-field metric is consistent with the profile-based metric.
Jw,C2_immediate_pre,pattern_positive_growth_area,,1.2604061274228093,,unresolved,Comparison unresolved due to missing or invalid values.
P,C0_full_stage,dist_core_growth_share,0.326209591495947,0.32312275010744423,-0.0030868413885027923,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,dist_early_growth_share,0.2419700541263144,0.21777183771886388,-0.024198216407450512,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,dist_growth_center,41.72613406515835,42.45495766929845,0.7288236041401035,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,dist_late_growth_share,0.1837462373584439,0.22700257513879518,0.04325633778035129,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,dist_mean_compare,0.6046572574389155,0.5599491757394987,-0.04470808169941687,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,dist_mean_core,0.5694816085051214,0.5039179267252748,-0.06556368177984662,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,dist_mean_early,0.24497257258633423,0.2473926645329792,0.00242009194664497,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,dist_mean_late,0.8155173456253083,0.7648124086782315,-0.050704936947076784,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,dist_positive_growth_area,,0.8745997063385389,,unresolved,Comparison unresolved due to missing or invalid values.
P,C0_full_stage,pattern_core_growth_share,0.38156915065835095,0.39744547946030595,0.015876328801954998,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,pattern_early_growth_share,0.11641112625910974,0.06065871462040334,-0.055752411638706395,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,pattern_growth_center,37.688380167416035,40.20763996867088,2.5192598012548473,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C0_full_stage,pattern_late_growth_share,0.16935612114000176,0.26841029500121905,0.09905417386121729,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,pattern_mean_compare,0.7231909955961132,0.6050385923488459,-0.11815240324726728,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C0_full_stage,pattern_mean_core,0.637554310746912,0.445415114252015,-0.19213919649489702,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C0_full_stage,pattern_mean_early,0.13780027792944186,0.1050300413205503,-0.032770236608891556,consistent,2D-field metric is consistent with the profile-based metric.
P,C0_full_stage,pattern_mean_late,1.1258366369367532,1.025025833976997,-0.10081080295975609,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C0_full_stage,pattern_positive_growth_area,,1.4329467295289495,,unresolved,Comparison unresolved due to missing or invalid values.
P,C1_buffered_stage,dist_core_growth_share,0.3169359175447869,0.3017721898207342,-0.015163727724052667,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,dist_early_growth_share,0.24155582940832804,0.22325005199255923,-0.018305777415768804,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,dist_growth_center,40.050202672421946,41.10991876815411,1.0597160957321634,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,dist_late_growth_share,0.16140415279822257,0.1987123513116079,0.03730819851338532,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,dist_mean_compare,0.6384883829020677,0.5844374024283651,-0.0540509804737026,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,dist_mean_core,0.608616730137442,0.53681451389018,-0.07180221624726202,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,dist_mean_early,0.2885389683522709,0.28629279403310537,-0.002246174319165517,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,dist_mean_late,0.8395412255860306,0.7732455406757341,-0.06629568491029647,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,dist_positive_growth_area,,0.8965331443724172,,unresolved,Comparison unresolved due to missing or invalid values.
P,C1_buffered_stage,pattern_core_growth_share,0.3801037718841363,0.3892470305902406,0.009143258706104274,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,pattern_early_growth_share,0.11619680912636421,0.07873121921037869,-0.03746558991598552,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,pattern_growth_center,37.6285137869097,39.579275925770425,1.9507621388607248,consistent,2D-field metric is consistent with the profile-based metric.
