window,variable,surrogate_mode,n_years,n_days,n_finite,n_pair_for_phi,nan_fraction,mu,raw_phi_before_clip,phi,phi_after_clip,phi_clip_limit,phi_clipped_flag,phi_clip_amount,phi_clip_direction,phi_clip_severity,sigma,stationary_std,ar1_estimation_scope,family,n_as_source_pairs,n_as_source_yes,n_as_source_tier1,n_as_source_surrogate_sensitive,n_as_target_pairs,n_as_target_yes,n_as_target_tier1,n_as_target_surrogate_sensitive
T3_current,V_lowlat_weakening_proxy_20_30,pooled_window_variable_ar1,45,31,1395,1350,0.0,-1.0186992627384949e-17,0.9696742730036776,0.95,0.95,0.95,True,0.019674273003677634,upper,moderate,0.332695005554327,1.0654767403917518,window_variable_pooled_across_years,V,15,1,0,0,0,0,0,0
T3_current,P_main_band_share,pooled_window_variable_ar1,45,31,1395,1350,0.0,7.640244470538712e-18,0.939208531313945,0.939208531313945,0.939208531313945,0.95,False,0.0,none,none,0.044285457964843,0.1289815422943854,window_variable_pooled_across_years,P,0,0,0,0,11,0,0,0
T3_current,P_south_band_share_18_24,pooled_window_variable_ar1,45,31,1395,1350,0.0,2.1647359333193018e-17,0.9424465270691513,0.9424465270691513,0.9424465270691513,0.95,False,0.0,none,none,0.03753914399281965,0.11227267273753981,window_variable_pooled_across_years,P,0,0,0,0,11,1,0,0
T3_current,P_main_minus_south,pooled_window_variable_ar1,45,31,1395,1350,0.0,-2.5467481568462372e-18,0.9418672336968105,0.9418672336968105,0.9418672336968105,0.95,False,0.0,none,none,0.06810030684713071,0.20268835921714473,window_variable_pooled_across_years,P,0,0,0,0,11,0,0,0
T3_current,P_spread_lat,pooled_window_variable_ar1,45,31,1395,1350,0.0,1.3752440046969682e-16,0.9286535535787707,0.9286535535787707,0.9286535535787707,0.95,False,0.0,none,none,0.39276108398538895,1.0588030059866176,window_variable_pooled_across_years,P,0,0,0,0,11,2,1,0
T3_current,P_north_band_share_35_45,pooled_window_variable_ar1,45,31,1395,1350,0.0,-8.276931509750272e-18,0.9181489729356231,0.9181489729356231,0.9181489729356231,0.95,False,0.0,none,none,0.03033856124286949,0.07656702055733837,window_variable_pooled_across_years,P,0,0,0,0,11,1,0,0
T3_current,P_north_minus_main_35_45,pooled_window_variable_ar1,45,31,1395,1350,0.0,-2.5467481568462372e-18,0.9211885345906736,0.9211885345906736,0.9211885345906736,0.95,False,0.0,none,none,0.05608327482207112,0.14412976237092026,window_variable_pooled_across_years,P,0,0,0,0,11,1,0,0
T3_current,P_total_centroid_lat_10_50,pooled_window_variable_ar1,45,31,1395,1350,0.0,7.742114396812562e-16,0.9318016312561822,0.9318016312561822,0.9318016312561822,0.95,False,0.0,none,none,0.9313933504171036,2.5660485876141297,window_variable_pooled_across_years,P,0,0,0,0,11,1,0,0
T3_current,P_main_28_35_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,1.2224391152861939e-16,0.9272870712771569,0.9272870712771569,0.9272870712771569,0.95,False,0.0,none,none,0.9102658075108178,2.4315836067317678,window_variable_pooled_across_years,P,0,0,0,0,11,0,0,0
T3_current,P_south_10_25_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,0.0,0.9549711481121289,0.95,0.95,0.95,True,0.004971148112128954,upper,minor,1.090286052967355,3.4917098556219592,window_variable_pooled_across_years,P,0,0,0,0,11,1,0,0
T3_current,P_scs_10_20_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,1.6299188203815918e-16,0.9519484632790955,0.95,0.95,0.95,True,0.0019484632790955914,upper,minor,1.3370963594578211,4.2821354299896806,window_variable_pooled_across_years,P,0,0,0,0,11,0,0,0
T3_current,P_highlat_40_60_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,2.0373985254769898e-17,0.9103403357078766,0.9103403357078766,0.9103403357078766,0.95,False,0.0,none,none,0.3905933232748539,0.9437802573555346,window_variable_pooled_across_years,P,0,0,0,0,11,4,1,0
T3_current,P_highlat_35_60_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,0.0,0.9251072967052684,0.9251072967052684,0.9251072967052684,0.95,False,0.0,none,none,0.35585536411966695,0.93718708077233,window_variable_pooled_across_years,P,0,0,0,0,11,3,1,0
T3_current,P_highlat_minus_main,pooled_window_variable_ar1,45,31,1395,1350,0.0,-1.2224391152861939e-16,0.9258189115989247,0.9258189115989247,0.9258189115989247,0.95,False,0.0,none,none,1.0391717280547654,2.7493687912034654,window_variable_pooled_across_years,P,0,0,0,0,11,0,0,0
T3_current,P_south_minus_main,pooled_window_variable_ar1,45,31,1395,1350,0.0,-8.149594101907959e-17,0.9463781379949496,0.9463781379949496,0.9463781379949496,0.95,False,0.0,none,none,1.6017892913786016,4.9581633594716585,window_variable_pooled_across_years,P,0,0,0,0,11,1,0,0
T3_current,P_south_plus_highlat_minus_main,pooled_window_variable_ar1,45,31,1395,1350,0.0,8.149594101907959e-17,0.9465995789193882,0.9465995789193882,0.9465995789193882,0.95,False,0.0,none,none,1.6767290527319796,5.200585443893257,window_variable_pooled_across_years,P,0,0,0,0,11,1,0,0
