window_id,anchor_day,field,feature_index,lat_value,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,left_out_year_index,pre_post_distance,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,onset_day,midpoint_day,finish_day,duration,progress_monotonicity_corr,n_crossings_025,n_crossings_050,n_crossings_075,progress_quality_label,near_left_boundary,near_right_boundary
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,4,0.7767058269629521,0.14200133922155578,0.06991364337758524,7.330353120192928,clear_separation,37.0,39.0,42.0,6.0,0.9063787892762816,1,1,3,nonmonotonic_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,4,0.6566968931486212,0.12472205167734912,0.05686224084844253,7.232970253174437,clear_separation,36.0,39.0,42.0,7.0,0.9152537431443041,1,1,3,nonmonotonic_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,4,0.5523845249788617,0.10914646544265934,0.04744204938300062,7.05523678523692,clear_separation,36.0,39.0,51.0,16.0,0.92793325813893,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,4,0.4861306566041953,0.09717554898431661,0.04321970040540894,6.925172450070753,clear_separation,36.0,39.0,52.0,17.0,0.947808999853517,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,4,0.4630877110784497,0.0870521003684149,0.04322785347937823,7.1091169039308815,clear_separation,37.0,49.0,52.0,16.0,0.9638581404260684,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,4,0.47188722807172523,0.07749218834279833,0.04374090325044892,7.784792450021539,clear_separation,37.0,49.0,53.0,17.0,0.967308114050046,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,5,0.34501559991246844,0.09918897834434151,0.03723462366457053,5.058004550926193,clear_separation,36.0,38.0,40.0,5.0,0.8552928081473467,1,1,5,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,5,0.35217987233096526,0.08066915806762384,0.024958522150758444,6.668325416144231,clear_separation,36.0,40.0,46.0,11.0,0.944279789916602,1,1,3,nonmonotonic_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,5,0.15553552893559364,0.04023602582962987,0.028495122239378806,4.525910982162095,clear_separation,35.0,45.0,46.0,12.0,0.8753901230598266,5,1,3,nonmonotonic_progress,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,5,0.4233913958683336,0.06828869761488228,0.06403992786557616,6.399090058174277,clear_separation,37.0,38.0,39.0,3.0,0.7272171458900181,1,3,3,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,5,0.7636392480675612,0.12715769322012285,0.07519203761900889,7.54771696402312,clear_separation,37.0,38.0,41.0,5.0,0.8848533169224058,1,1,3,nonmonotonic_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,5,0.722794192344361,0.1258531582290468,0.06581275620983915,7.54222986860073,clear_separation,37.0,39.0,42.0,6.0,0.9134345767271541,1,1,3,nonmonotonic_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,5,0.6270381039370718,0.11363450595656502,0.054295434058719935,7.467853604574993,clear_separation,37.0,39.0,43.0,7.0,0.9251276777300154,1,1,3,nonmonotonic_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,5,0.5369605379402885,0.10148045656193354,0.04453460754380982,7.354864941114152,clear_separation,37.0,39.0,51.0,15.0,0.9402569234025929,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,5,0.4795592211795121,0.09148604468861411,0.04078067119201781,7.251396815583647,clear_separation,37.0,39.0,52.0,16.0,0.9592983832483135,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,5,0.4619191253123013,0.0828016935560327,0.04171098856087607,7.419631758814281,clear_separation,37.0,49.0,52.0,16.0,0.9702756090387141,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,5,0.47447000529964534,0.07439495333698108,0.04342249841879281,8.054324689947109,clear_separation,37.0,50.0,53.0,17.0,0.9688516211362261,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,6,0.3297741915776877,0.11368299234281623,0.03777976350239094,4.354525173308715,clear_separation,35.0,37.0,39.0,5.0,0.8139251602624064,1,1,5,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,6,0.31565907803885884,0.0956999688745655,0.02330406918125895,5.305014572454745,clear_separation,35.0,38.0,46.0,12.0,0.9058246670603957,1,1,5,nonmonotonic_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,6,0.0851111059103622,0.060143978941829004,0.03917393984040242,1.7139123926925295,clear_separation,34.0,35.0,35.0,2.0,0.6030017555624221,1,5,5,nonmonotonic_progress,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,6,0.5446952430619755,0.043072099931100616,0.08181264780558561,8.723166806593825,clear_separation,38.0,39.0,43.0,6.0,0.8579851742980228,1,3,3,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,6,0.8655510179235228,0.10803187011213528,0.08629470086883367,8.90821068416198,clear_separation,37.0,39.0,52.0,16.0,0.9273838970723232,1,1,1,monotonic_clear_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,6,0.7878229454381805,0.11283107792130181,0.07075640461999538,8.582534435618514,clear_separation,37.0,39.0,52.0,16.0,0.9392889806568316,1,1,1,monotonic_clear_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,6,0.6731839894115539,0.10457705202633151,0.056793880682142715,8.343311625016828,clear_separation,37.0,39.0,51.0,15.0,0.9435845582199518,1,1,1,monotonic_clear_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,6,0.5728750035988659,0.09502865719484078,0.04653631612348989,8.093456879373326,clear_separation,37.0,39.0,52.0,16.0,0.9513624616158626,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,6,0.5088293773102724,0.08829228246481363,0.04217207897964467,7.800281573739853,clear_separation,37.0,40.0,52.0,16.0,0.9610838878549278,1,3,1,nonmonotonic_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,6,0.4860532142733919,0.08317841490029462,0.04253877395291984,7.732486204940008,clear_separation,37.0,50.0,52.0,16.0,0.9647175693302726,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,6,0.49565140192420554,0.07729369463645284,0.044647572689627824,8.129346410525073,clear_separation,37.0,50.0,52.0,16.0,0.9624429198854613,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,7,0.32598292113684835,0.10592310123295609,0.02612788304429911,4.937228191309426,clear_separation,35.0,37.0,39.0,5.0,0.8270472411270045,1,1,5,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,7,0.3156454248845122,0.08365484087110464,0.020697569151307632,6.04960488810311,clear_separation,36.0,39.0,45.0,10.0,0.9148276304855195,1,1,1,monotonic_clear_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,7,0.08880302886011093,0.03739991568418899,0.044467465622964164,2.1694361646860774,clear_separation,34.0,45.0,45.0,12.0,0.6893786574608327,5,5,3,nonmonotonic_progress,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,7,0.5169649036743945,0.07847546420084309,0.09217766936276751,6.058662889722306,clear_separation,37.0,38.0,40.0,4.0,0.7734690126265492,1,3,3,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,7,0.8155816032015301,0.13802409466171622,0.08749362464679265,7.2329713664634845,clear_separation,37.0,39.0,41.0,5.0,0.8877955228437283,1,1,3,nonmonotonic_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,7,0.7454119711452312,0.13657638548851458,0.06879694154494317,7.259092326205881,clear_separation,37.0,39.0,42.0,6.0,0.908225048492799,1,1,3,nonmonotonic_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,7,0.6358633332786982,0.12291385427033664,0.054491386777866524,7.168484194880779,clear_separation,36.0,39.0,42.0,7.0,0.9164325853141949,1,1,3,nonmonotonic_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,7,0.539988339200485,0.10856504135070762,0.04470336519076121,7.046309821813636,clear_separation,36.0,39.0,51.0,16.0,0.9296197315099332,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,7,0.4802270858712019,0.09759700830296039,0.04064935830130874,6.947409869207003,clear_separation,36.0,39.0,52.0,17.0,0.9474972865421458,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,7,0.46152526022609175,0.08901671307181513,0.04137091176247991,7.07928012041861,clear_separation,37.0,49.0,52.0,16.0,0.960008884599289,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,7,0.47471775048631015,0.08139513730329415,0.04233066132981274,7.673706789096614,clear_separation,37.0,50.0,52.0,16.0,0.9638818511312642,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,8,0.30696805340312805,0.0994773028091901,0.033611886570385455,4.612967511929616,clear_separation,35.0,37.0,39.0,5.0,0.7914589267743855,1,1,5,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,8,0.2993586538045965,0.0785144876039656,0.019785991653323967,6.090685540097335,clear_separation,36.0,39.0,46.0,11.0,0.9168523690454713,1,1,5,nonmonotonic_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,8,0.08138704501849114,0.03484190594028601,0.031525890987060545,2.4526064984538722,clear_separation,34.0,45.0,46.0,13.0,0.7356570079356843,5,5,3,nonmonotonic_progress,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,8,0.5032844842610387,0.07396326781641474,0.06931442001032222,7.0253015928429265,clear_separation,37.0,38.0,40.0,4.0,0.8131306143716966,1,3,3,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,8,0.799845197021641,0.1306340275403937,0.07541356840244996,7.763693561712309,clear_separation,37.0,39.0,42.0,6.0,0.9000421933583848,1,1,3,nonmonotonic_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,8,0.7324587230608915,0.12909758070322272,0.06440259833856038,7.570625791464087,clear_separation,37.0,39.0,43.0,7.0,0.9173554451025769,1,1,3,nonmonotonic_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,8,0.6229548192950737,0.11514819074894708,0.05357405414501053,7.384382772754335,clear_separation,37.0,39.0,43.0,7.0,0.924034015943751,1,1,3,nonmonotonic_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,8,0.5245548760498926,0.10134677530849431,0.045291504918843456,7.154405728565622,clear_separation,36.0,39.0,51.0,16.0,0.9354300201891552,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,8,0.46160635372855263,0.0912794926303783,0.04258495348484097,6.896623668458525,clear_separation,36.0,39.0,52.0,17.0,0.9517450623023489,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,8,0.44169108097347476,0.08363327267202345,0.043471733468640944,6.950018640142539,clear_separation,37.0,50.0,53.0,17.0,0.9612318335626064,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,8,0.45562699797011186,0.0766161281407094,0.044468892462762255,7.525736803640974,clear_separation,37.0,50.0,53.0,17.0,0.9608946754455757,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,9,0.28543251376738077,0.10562092003339102,0.020663727381154948,4.520462615315233,clear_separation,35.0,37.0,38.0,4.0,0.7655672487272408,1,1,1,monotonic_clear_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,9,0.2654451399877258,0.08454743564288109,0.028504193935726507,4.695998473838172,clear_separation,35.0,38.0,40.0,6.0,0.8359147794379084,1,1,1,monotonic_clear_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,9,0.02961805636546455,0.045460230192793855,0.05989589441877753,0.5622465039236897,no_clear_separation,33.0,33.0,34.0,2.0,0.019783404839158605,3,4,4,no_clear_prepost_separation,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,9,0.5762839062318222,0.06864126581192771,0.11019795681318896,6.444714954206501,clear_separation,37.0,39.0,55.0,19.0,0.8456678239647137,1,3,1,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,9,0.8529045979234381,0.1261560005365181,0.09616282553029747,7.672805879781263,clear_separation,37.0,39.0,52.0,16.0,0.9184769389758316,1,1,1,monotonic_clear_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,9,0.7690672111956678,0.12336188378281882,0.07208812289246155,7.869707699376264,clear_separation,37.0,39.0,51.0,15.0,0.9301394778997912,1,1,1,monotonic_clear_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,9,0.6553963460560487,0.11161594699505151,0.05508576173233913,7.863102916598932,clear_separation,37.0,39.0,51.0,15.0,0.9340395203138976,1,1,1,monotonic_clear_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,9,0.5566223149109722,0.0998414588685291,0.04376465410561364,7.752069927600418,clear_separation,37.0,39.0,51.0,15.0,0.9422144781304145,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,9,0.4917642300921232,0.09108727253226807,0.03914700238412097,7.551993980083751,clear_separation,37.0,39.0,52.0,16.0,0.9539078143148664,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,9,0.4681241514691292,0.08416990980344603,0.040278602555446116,7.523177940634619,clear_separation,37.0,49.0,52.0,16.0,0.9610793984716985,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,9,0.4780899296422214,0.07752201956994392,0.042383048558960086,7.9744740917919525,clear_separation,37.0,50.0,52.0,16.0,0.96101758635958,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,10,0.3488907932990353,0.09791006654756171,0.03377606322416783,5.298823709049979,clear_separation,36.0,38.0,40.0,5.0,0.8433337403727793,1,1,3,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,10,0.35717591509963487,0.07850661505382198,0.01986442631810631,7.261810185417002,clear_separation,36.0,39.0,47.0,12.0,0.9357813065987154,1,1,3,nonmonotonic_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,10,0.16536724000716307,0.03571821722543861,0.04079457606324151,4.322603656068747,clear_separation,35.0,45.0,46.0,12.0,0.8723563170997236,3,1,3,nonmonotonic_progress,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,10,0.4246887988318951,0.06707362576341798,0.09299575762544071,5.306308924735302,clear_separation,37.0,38.0,40.0,4.0,0.7299240534506577,3,3,3,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,10,0.7657678692201695,0.12501358465124446,0.0936386856621467,7.004435564429319,clear_separation,37.0,39.0,43.0,7.0,0.8942978249220633,1,1,3,nonmonotonic_progress,False,False
