window_id,anchor_day,field,feature_index,lat_value,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,day,relative_to_anchor,raw_progress,progress
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,52,7,0.7763217786807498,0.7763217786807498
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,53,8,0.9086705229282599,0.9086705229282599
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,54,9,0.9677609214337267,0.9677609214337267
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,55,10,0.9532684354007803,0.9532684354007803
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,56,11,0.9184888229440418,0.9184888229440418
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,57,12,0.9149147070189445,0.9149147070189445
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,58,13,0.9661832862709719,0.9661832862709719
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,59,14,1.092573349970231,1.0
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,60,15,1.2781399540330456,1.0
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,30,-15,-0.40625814618526507,0.0
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,31,-14,-0.3182990703737771,0.0
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,32,-13,-0.20384409073202348,0.0
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,33,-12,-0.04419630513133517,0.0
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,34,-11,0.09457661130451289,0.09457661130451289
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,35,-10,0.22442081368527445,0.22442081368527445
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,36,-9,0.2997914053415132,0.2997914053415132
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,37,-8,0.3538087820910982,0.3538087820910982
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,38,-7,0.4384835096317625,0.4384835096317625
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,39,-6,0.5432006934161162,0.5432006934161162
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,40,-5,0.6501131184255657,0.6501131184255657
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,41,-4,0.6996474453570216,0.6996474453570216
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,42,-3,0.7048086716600869,0.7048086716600869
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,43,-2,0.7066958265421545,0.7066958265421545
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,44,-1,0.6842317355184573,0.6842317355184573
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,45,0,0.7524892165764799,0.7524892165764799
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,46,1,0.8166528371999453,0.8166528371999453
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,47,2,0.8719176657800953,0.8719176657800953
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,48,3,0.9351550230046298,0.9351550230046298
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,49,4,0.9360006615440308,0.9360006615440308
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,50,5,0.8734172451310981,0.8734172451310981
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,51,6,0.8017329146596042,0.8017329146596042
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,52,7,0.8812169640931174,0.8812169640931174
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,53,8,1.0135452274426784,1.0
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,54,9,1.0452749649758035,1.0
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,55,10,1.0051093758275509,1.0
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,56,11,0.9327724793066379,0.9327724793066379
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,57,12,0.8992720193430592,0.8992720193430592
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,58,13,0.9160724022672972,0.9160724022672972
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,59,14,1.0157958855583835,1.0
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,60,15,1.172157645278588,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,30,-15,-0.663521968268201,0.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,31,-14,-0.4973512036565468,0.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,32,-13,-0.24080147078979214,0.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,33,-12,0.11626436307867206,0.11626436307867206
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,34,-11,0.3184065937774008,0.3184065937774008
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,35,-10,0.46604825069995837,0.46604825069995837
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,36,-9,0.37615210005759137,0.37615210005759137
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,37,-8,0.1248033351009127,0.1248033351009127
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,38,-7,-0.059742096829832746,0.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,39,-6,-0.008475688843061229,0.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,40,-5,0.17859960013617038,0.17859960013617038
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,41,-4,0.22977105271376952,0.22977105271376952
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,42,-3,0.19884599164569433,0.19884599164569433
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,43,-2,0.2472426634987736,0.2472426634987736
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,44,-1,0.26669790801577864,0.26669790801577864
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,45,0,0.7301561121990571,0.7301561121990571
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,46,1,1.1947608416389561,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,47,2,1.6736286080922764,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,48,3,2.0522244161351355,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,49,4,2.084205595727723,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,50,5,1.7161862423451733,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,51,6,1.2419600492615113,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,52,7,1.3789304799003934,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,53,8,1.7124934878974611,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,54,9,1.5969677247171805,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,55,10,1.211113908381079,1.0
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,56,11,0.7833799339714653,0.7833799339714653
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,57,12,0.4858928583253698,0.4858928583253698
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,58,13,0.3585203668936846,0.3585203668936846
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,59,14,0.6570979287977935,0.6570979287977935
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,60,15,1.194533791015966,1.0
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,30,-15,-0.17421790343506338,0.0
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,31,-14,-0.14519536516446732,0.0
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,32,-13,-0.1224815676951637,0.0
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,33,-12,-0.11319902245034341,0.0
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,34,-11,-0.051157547831343984,0.0
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,35,-10,0.039134285348662964,0.039134285348662964
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,36,-9,0.1856085430515695,0.1856085430515695
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,37,-8,0.3815085781761494,0.3815085781761494
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,38,-7,0.5714571913501697,0.5714571913501697
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,39,-6,0.7128296418967779,0.7128296418967779
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,40,-5,0.7848454346374385,0.7848454346374385
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,41,-4,0.8464810314919221,0.8464810314919221
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,42,-3,0.88379390376946,0.88379390376946
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,43,-2,0.8921630366101672,0.8921630366101672
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,44,-1,0.888866753338135,0.888866753338135
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,45,0,0.781901476592509,0.781901476592509
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,46,1,0.649805071438173,0.649805071438173
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,47,2,0.5130630632537543,0.5130630632537543
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,48,3,0.37402361858269806,0.37402361858269806
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,49,4,0.3465075499368258,0.3465075499368258
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,50,5,0.4599249577487932,0.4599249577487932
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,51,6,0.6349775485408381,0.6349775485408381
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,52,7,0.6642926005086686,0.6642926005086686
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,53,8,0.655824670595927,0.655824670595927
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,54,9,0.7457488312981508,0.7457488312981508
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,55,10,0.8989678898147913,0.8989678898147913
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,56,11,1.0394525881255672,1.0
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,57,12,1.14585749009981,1.0
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,58,13,1.2312517967032328,1.0
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,59,14,1.1956500647573853,1.0
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,60,15,1.087246668605136,1.0
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,30,-15,-0.23179455050189576,0.0
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,31,-14,-0.18652901233196534,0.0
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,32,-13,-0.1362318038238948,0.0
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,33,-12,-0.08479663506132476,0.0
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,34,-11,-0.005656204625277612,0.0
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,35,-10,0.09094494400809125,0.09094494400809125
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,36,-9,0.20906780972304687,0.20906780972304687
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,37,-8,0.34499545261321984,0.34499545261321984
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,38,-7,0.48030684405680557,0.48030684405680557
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,39,-6,0.5965318859849728,0.5965318859849728
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,40,-5,0.6757087117793161,0.6757087117793161
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,41,-4,0.7350963210063768,0.7350963210063768
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,42,-3,0.7704165138030278,0.7704165138030278
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,43,-2,0.792266654753308,0.792266654753308
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,44,-1,0.7966800037306356,0.7966800037306356
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,45,0,0.7630240335526349,0.7630240335526349
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,46,1,0.7082763550931813,0.7082763550931813
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,47,2,0.6457462466645657,0.6457462466645657
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,48,3,0.581011702335503,0.581011702335503
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,49,4,0.5753152419491984,0.5753152419491984
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,50,5,0.6337145116149112,0.6337145116149112
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,51,6,0.7312632762171388,0.7312632762171388
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,52,7,0.7713750101891591,0.7713750101891591
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,53,8,0.7912287136275704,0.7912287136275704
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,54,9,0.8472633237988373,0.8472633237988373
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,55,10,0.9364573945755279,0.9364573945755279
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,56,11,1.0143749498936931,1.0
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,57,12,1.0764309053523107,1.0
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,58,13,1.1241802529402656,1.0
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,59,14,1.1236125922881237,1.0
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,60,15,1.0864518675236707,1.0
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,30,-15,-0.2548087452636756,0.0
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,31,-14,-0.2042848336766669,0.0
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,32,-13,-0.14488427480423344,0.0
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,33,-12,-0.07921024523378496,0.0
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,34,-11,0.00824838846591643,0.00824838846591643
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,35,-10,0.11053262990297891,0.11053262990297891
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,36,-9,0.22363623344234052,0.22363623344234052
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,37,-8,0.34077084716712513,0.34077084716712513
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,38,-7,0.4594866235329009,0.4594866235329009
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,39,-6,0.5664599250916961,0.5664599250916961
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,40,-5,0.6467417271540445,0.6467417271540445
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,41,-4,0.7004045791948127,0.7004045791948127
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,42,-3,0.7404893048018272,0.7404893048018272
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,43,-2,0.7692129077798101,0.7692129077798101
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,44,-1,0.7739795983047704,0.7739795983047704
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,45,0,0.7494113420226065,0.7494113420226065
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,46,1,0.7116607472641072,0.7116607472641072
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,47,2,0.6639607141455497,0.6639607141455497
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,48,3,0.623821376977631,0.623821376977631
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,49,4,0.6264649238247668,0.6264649238247668
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,50,5,0.6810047720217827,0.6810047720217827
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,51,6,0.7567138064356188,0.7567138064356188
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,52,7,0.7939078924989964,0.7939078924989964
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,53,8,0.819542359762285,0.819542359762285
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,54,9,0.8701664244467495,0.8701664244467495
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,55,10,0.9398180118527757,0.9398180118527757
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,56,11,1.009206123706381,1.0
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,57,12,1.0627826941365368,1.0
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,58,13,1.0994939005622788,1.0
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,59,14,1.1064262021713847,1.0
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,60,15,1.0925642833616094,1.0
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,30,-15,-0.2719710153143719,0.0
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,31,-14,-0.21544544819805295,0.0
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,32,-13,-0.150425739912104,0.0
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,33,-12,-0.07691232930416848,0.0
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,34,-11,0.01441819176389898,0.01441819176389898
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,35,-10,0.12079350602009488,0.12079350602009488
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,36,-9,0.2354460897855734,0.2354460897855734
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,37,-8,0.34409674515912836,0.34409674515912836
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,38,-7,0.4567441003906359,0.4567441003906359
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,39,-6,0.5584703558320949,0.5584703558320949
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,40,-5,0.6376657202789325,0.6376657202789325
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,41,-4,0.6877104880156972,0.6877104880156972
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,42,-3,0.7279264078108478,0.7279264078108478
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,43,-2,0.7544909246201114,0.7544909246201114
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,44,-1,0.7578365717910441,0.7578365717910441
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,45,0,0.7284354713869453,0.7284354713869453
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,46,1,0.6905106752376576,0.6905106752376576
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,47,2,0.64854238177432,0.64854238177432
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,48,3,0.6236654587050166,0.6236654587050166
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,49,4,0.6375638409091652,0.6375638409091652
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,50,5,0.6976954497915994,0.6976954497915994
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,51,6,0.7669061104067675,0.7669061104067675
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,52,7,0.8027527876915255,0.8027527876915255
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,53,8,0.8311057852108056,0.8311057852108056
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,54,9,0.8816349994091126,0.8816349994091126
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,55,10,0.942733786343205,0.942733786343205
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,56,11,1.0092607397708175,1.0
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,57,12,1.0580046376405239,1.0
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,58,13,1.085542669823147,1.0
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,59,14,1.0948088411867307,1.0
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,60,15,1.096908540615658,1.0
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,30,-15,-0.29313407316556417,0.0
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,31,-14,-0.22394302923800147,0.0
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,32,-13,-0.15379973718790355,0.0
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,33,-12,-0.07517324751697778,0.0
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,34,-11,0.01916725455721204,0.01916725455721204
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,35,-10,0.13093672631959558,0.13093672631959558
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,36,-9,0.2466933729718925,0.2466933729718925
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,37,-8,0.3492527332597469,0.3492527332597469
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,38,-7,0.45507860413760026,0.45507860413760026
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,39,-6,0.5482337982556191,0.5482337982556191
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,40,-5,0.6179683013442198,0.6179683013442198
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,41,-4,0.659071780013391,0.659071780013391
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,42,-3,0.6921173343115714,0.6921173343115714
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,43,-2,0.7103578689737723,0.7103578689737723
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,44,-1,0.7043374365008099,0.7043374365008099
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,45,0,0.6690309801986075,0.6690309801986075
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,46,1,0.6325989343812783,0.6325989343812783
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,47,2,0.5994664101368187,0.5994664101368187
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,48,3,0.588172413861857,0.588172413861857
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,49,4,0.6190781958968354,0.6190781958968354
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,50,5,0.6927065551069476,0.6927065551069476
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,51,6,0.7632209561611337,0.7632209561611337
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,52,7,0.8009200032508825,0.8009200032508825
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,53,8,0.8375975559661059,0.8375975559661059
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,54,9,0.8874932813447691,0.8874932813447691
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,55,10,0.944171145076433,0.944171145076433
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,56,11,1.007948037466399,1.0
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,57,12,1.0547530151147981,1.0
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,58,13,1.076686337863272,1.0
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,59,14,1.087802775296732,1.0
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,60,15,1.10354785187149,1.0
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,30,-15,-0.31721009427703534,0.0
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,31,-14,-0.22886249389320978,0.0
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,32,-13,-0.1494100677371438,0.0
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,33,-12,-0.06648817897684822,0.0
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,34,-11,0.0278406627288011,0.0278406627288011
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,35,-10,0.13696950560303744,0.13696950560303744
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,36,-9,0.24995539805222733,0.24995539805222733
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,37,-8,0.34720526850017147,0.34720526850017147
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,38,-7,0.4432766064423366,0.4432766064423366
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,39,-6,0.5174539372531725,0.5174539372531725
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,40,-5,0.5676472887647223,0.5676472887647223
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,41,-4,0.5861884385791786,0.5861884385791786
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,42,-3,0.6035040588751492,0.6035040588751492
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,43,-2,0.6129825157084529,0.6129825157084529
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,44,-1,0.597367205768799,0.597367205768799
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,45,0,0.5608750403083345,0.5608750403083345
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,46,1,0.5354608712176705,0.5354608712176705
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,47,2,0.5185463821335753,0.5185463821335753
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,48,3,0.5227703722291286,0.5227703722291286
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,49,4,0.5704888078579091,0.5704888078579091
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,50,5,0.6636573976626305,0.6636573976626305
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,51,6,0.7386750466376527,0.7386750466376527
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,52,7,0.78236903161422,0.78236903161422
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,53,8,0.834374757824841,0.834374757824841
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,54,9,0.8882700560664202,0.8882700560664202
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,55,10,0.9413637265714789,0.9413637265714789
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,56,11,1.0012022091196373,1.0
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,57,12,1.0511351604661043,1.0
