baseline_config,field,day,R_diff,S_pattern,dR_diff,dS_pattern,dRdiff_smooth3,dSpattern_smooth3
C2_immediate_pre,H,56,0.0048587214292862,0.824582313382829,0.0005390804064377003,0.0365490395957192,0.00046403649476879985,0.03146114757395616
C2_immediate_pre,H,57,0.0051783080202618,0.8462499214582483,0.00031958659097559936,0.021667608075419342,0.0004250141152890334,0.028815474543190518
C2_immediate_pre,H,58,0.0055946833687156,0.8744796974166813,0.0004163753484538006,0.028229775958433012,0.00038964509341973325,0.02641749501114828
C2_immediate_pre,H,59,0.0060276567095454,0.9038347984162738,0.00043297334082979984,0.029355100999592487,0.00044260533037986685,0.030008138956911495
C2_immediate_pre,H,60,0.0065061240114014,0.9362743383289828,0.00047846730185600005,0.03243953991270898,0.00042246379359096663,0.02864256562717249
C2_immediate_pre,H,61,0.0068620747494885,0.9604073942981988,0.00035595073808709996,0.024133055969216,0.00040286340845040007,0.027313681764879066
C2_immediate_pre,H,62,0.0072362469348966,0.985775843710911,0.0003741721854081002,0.025368449412712213,0.00040686160202363315,0.02758475475041855
C2_immediate_pre,H,63,0.0077267088174723,1.0190286025802384,0.0004904618825756994,0.03325275886932744,0.0005151705516639998,0.034927978584384345
C2_immediate_pre,H,64,0.0084075864044805,1.0651913300513518,0.0006808775870081997,0.046162727471113385,0.0006965585877537001,0.047225881520684444
C2_immediate_pre,H,65,0.0093259226981577,1.1274534882729643,0.0009183362936772011,0.06226215822161252,0.0008125179633411668,0.05508779554914356
C2_immediate_pre,H,66,0.0101642627074958,1.184291989227669,0.0008383400093380997,0.056838500954704774,0.0007338182287697,0.04975204288465266
C2_immediate_pre,H,67,0.0106090410907896,1.2144474587053098,0.0004447783832937993,0.030155469477640695,0.0005595543218130996,0.037937147816309226
C2_immediate_pre,H,68,0.011004585663597,1.241264931721892,0.0003955445728073999,0.026817473016582216,0.00045490511255523333,0.030842050225763584
C2_immediate_pre,H,69,0.0115289780451615,1.2768181399049598,0.0005243923815645007,0.03555320818306784,0.0006029993565588332,0.04088267185353437
C2_immediate_pre,H,70,0.0124180391604661,1.337095474265913,0.0008890611153045992,0.06027733436095306,0.00070672674843455,0.04791527127201045
C2_immediate_pre,Jw,0,,,0.0,0.0,0.0,0.0
C2_immediate_pre,Jw,1,,,0.0,0.0,0.0,0.0
C2_immediate_pre,Jw,2,,,0.0,0.0,0.0,0.0
C2_immediate_pre,Jw,3,,,0.0,0.0,0.0,0.0
C2_immediate_pre,Jw,4,-1.2531112525344503,-0.1209190989552323,0.0,0.0,-0.003918155268431682,-0.0019314610488012317
C2_immediate_pre,Jw,5,-1.2648657183397454,-0.126713482101636,-0.011754465805295045,-0.005794383146403695,-0.00514529240158379,-0.002536380305911065
C2_immediate_pre,Jw,6,-1.2685471297392017,-0.1285282398729655,-0.0036814113994563247,-0.0018147577713295004,-0.004395239231118768,-0.0021666403686107644
C2_immediate_pre,Jw,7,-1.2662969702278066,-0.1274190200610646,0.0022501595113950668,0.0011092198119009022,0.0009006419831620871,0.00044397293884906874
C2_immediate_pre,Jw,8,-1.262163792390259,-0.1253815632850888,0.004133177837547519,0.0020374567759758044,0.0017677505131630984,0.0008714155071091282
C2_immediate_pre,Jw,9,-1.2632438781997124,-0.1259139933516381,-0.0010800858094532906,-0.000532430066549322,-0.0014464761196314087,-0.0007130427692845035
C2_immediate_pre,Jw,10,-1.2706363985867009,-0.1295581483689181,-0.007392520386988455,-0.003644155017279993,-0.005605838197138668,-0.0027634071091800403
C2_immediate_pre,Jw,11,-1.2789813069816751,-0.1336717846126289,-0.00834490839497426,-0.004113636243710805,-0.008053151496892896,-0.003969814203552431
C2_immediate_pre,Jw,12,-1.287403332690391,-0.1378234359622954,-0.008422025708715974,-0.004151651349666496,-0.00816445644427873,-0.0040246821594363364
C2_immediate_pre,Jw,13,-1.295129767919537,-0.1416321948472271,-0.007726435229145956,-0.0038087588849317067,-0.007087337595141463,-0.0034937146608279936
C2_immediate_pre,Jw,14,-1.3002433197670995,-0.1441529285951129,-0.005113551847562459,-0.0025207337478857783,-0.0035068634708454263,-0.0017287140843994613
C2_immediate_pre,Jw,15,-1.2979239231029274,-0.1430095782154938,0.0023193966641721353,0.0011433503796191014,0.0015045718741406588,0.000741681166501538
C2_immediate_pre,Jw,16,-1.290616052297115,-0.1394071513477225,0.0073078708058123,0.003602426867771291,0.007709137199008269,0.003800231792679567
C2_immediate_pre,Jw,17,-1.2771159081700747,-0.1327522332170742,0.01350014412704037,0.006654918130648307,0.01580593748858365,0.0077915627399844966
C2_immediate_pre,Jw,18,-1.2505061106371764,-0.1196348899955403,0.02660979753289827,0.013117343221533892,0.027467965724404648,0.0135403786353087
C2_immediate_pre,Jw,19,-1.2082121551239011,-0.0987860154417964,0.042293955513275305,0.0208488745537439,0.03717261032755433,0.01832429906706466
C2_immediate_pre,Jw,20,-1.1655980771874117,-0.0777793360158802,0.042614077936489414,0.02100667942591619,0.04157032719837813,0.0204921607922209
C2_immediate_pre,Jw,21,-1.125795129042042,-0.0581584076188776,0.039802948145369665,0.019620928397002607,0.03643971959114515,0.017963019379706065
C2_immediate_pre,Jw,22,-1.0988929963504657,-0.0448969573026782,0.026902132691576375,0.013261450316199394,0.022734731023352328,0.011207122846909069
C2_immediate_pre,Jw,23,-1.0973938841173547,-0.044157967475153,0.001499112233110944,0.0007389898275252035,0.004615147852552681,0.0022750446832679994
C2_immediate_pre,Jw,24,-1.111949685484384,-0.0513332735690736,-0.014555801367029275,-0.0071753060939206,-0.008410000338691548,-0.004145723423842167
C2_immediate_pre,Jw,25,-1.1241229973665403,-0.0573341275742047,-0.012173311882156312,-0.006000854005131104,-0.005045260734041064,-0.002487069531766433
C2_immediate_pre,Jw,26,-1.112529666319478,-0.0516191760704523,0.011593331047062394,0.005714951503752404,0.003913523713918288,0.001929177916427667
C2_immediate_pre,Jw,27,-1.1002091143426291,-0.0455457398197906,0.012320551976848781,0.006073436250661701,0.007785179834774632,0.0038377171343693672
C2_immediate_pre,Jw,28,-1.1007674578622164,-0.0458209761710966,-0.0005583435195872788,-0.00027523635130600327,0.0067738056644401174,0.003339158582720466
C2_immediate_pre,Jw,29,-1.0922082493261576,-0.0416017003222909,0.008559208536058849,0.004219275848805701,0.009433581360534404,0.004650299362909734
C2_immediate_pre,Jw,30,-1.071908370261026,-0.0315948417310614,0.020299879065131643,0.010006858591229503,0.027645696383831703,0.013627991254600999
C2_immediate_pre,Jw,31,-1.0178303687107213,-0.0049370024072936,0.05407800155030462,0.026657839323767796,0.0581501627478472,0.028665217847243397
C2_immediate_pre,Jw,32,-0.917757761082616,0.0443939532194393,0.10007260762810533,0.0493309556267329,0.08834345375275654,0.04354905003760103
C2_immediate_pre,Jw,33,-0.8068780090027563,0.0990523083817417,0.11087975207985967,0.0546583551623024,0.0946301792073058,0.046648101634101234
C2_immediate_pre,Jw,34,-0.7339398310888039,0.1350073024950101,0.0729381779139524,0.03595499411326841,0.07113681739791881,0.035067010500265734
C2_immediate_pre,Jw,35,-0.7043473088888595,0.1495949847202365,0.02959252219994435,0.014587682225226384,0.05110940097225769,0.025194462812851204
C2_immediate_pre,Jw,36,-0.6535498060859832,0.1746356968202953,0.050797502802876315,0.025040712100058815,0.07055326867277219,0.034779349201649164
C2_immediate_pre,Jw,37,-0.5222800250704873,0.2393453500999576,0.1312697810154959,0.0647096532796623,0.11043049313881748,0.05443689223242823
C2_immediate_pre,Jw,38,-0.3730558294724071,0.3129056614175212,0.1492241955980802,0.07356031131756358,0.13709439279181543,0.0675809051825643
C2_immediate_pre,Jw,39,-0.242266627710537,0.3773784123679882,0.13078920176187012,0.064472750950467,0.11653500040519117,0.05744611907499906
C2_immediate_pre,Jw,40,-0.1726750238549138,0.4116837073249548,0.06959160385562321,0.0343052949569666,0.08549942853210561,0.04214708315289043
C2_immediate_pre,Jw,41,-0.1165575438760903,0.4393469108761925,0.05611747997882349,0.02766320355123769,0.0664865010951115,0.03277462947191697
C2_immediate_pre,Jw,42,-0.0428071244252025,0.4757023007837391,0.0737504194508878,0.03635538990754661,0.07243498414211413,0.03570694392032797
C2_immediate_pre,Jw,43,0.0446299285714286,0.5188045390859387,0.0874370529966311,0.043102238302199614,0.08627759868383454,0.042530683402097945
C2_immediate_pre,Jw,44,0.1422752521754133,0.5669389610824863,0.09764532360398472,0.048134421996547605,0.1024656760937724,0.05051062264140967
C2_immediate_pre,Jw,45,0.2645899038561147,0.6272341687079681,0.12231465168070138,0.060295207625481795,0.10558604801228076,0.052048815082870625
C2_immediate_pre,Jw,46,0.3613880726082709,0.6749509843345506,0.09679816875215619,0.047716815626582476,0.10160522375800242,0.05008646125498384
C2_immediate_pre,Jw,47,0.4470909234494206,0.7171983448474378,0.0857028508411497,0.042247360512887244,0.09473771369212942,0.046701110934297484
C2_immediate_pre,Jw,48,0.548803044932503,0.7673375015108606,0.1017121214830824,0.050139156663422724,0.0981628859024986,0.04838955517821649
C2_immediate_pre,Jw,49,0.6558767303157667,0.8201196498692,0.10707368538326367,0.0527821483583395,0.0971016751309826,0.04786642959249362
C2_immediate_pre,Jw,50,0.7383959488423684,0.8607976336249187,0.08251921852660171,0.04067798375571863,0.0827432802992889,0.04078843537307986
C2_immediate_pre,Jw,51,0.7970328858303697,0.8897028076301001,0.05863693698800132,0.028905174005181444,0.06352208521575557,0.03131331581506547
C2_immediate_pre,Jw,52,0.8464429859630334,0.9140595973143965,0.04941010013266367,0.02435678968429633,0.04765779104741785,0.023492986054337656
C2_immediate_pre,Jw,53,0.8813693219846219,0.9312765917879317,0.03492633602158857,0.017216994473535197,0.03042119184986832,0.014996176284675014
C2_immediate_pre,Jw,54,0.8882964613799746,0.9346913364841252,0.006927139395352722,0.003414744696193517,0.014486716547703135,0.0071412506192263985
C2_immediate_pre,Jw,55,0.8899031356061428,0.9354833491720757,0.0016066742261681144,0.000792012687950483,0.006120790222680195,0.003017253552517437
C2_immediate_pre,Jw,56,0.8997316926526625,0.940328352445484,0.009828557046519748,0.00484500327340831,0.006818339949853665,0.0033611118315632904
C2_immediate_pre,Jw,57,0.9087514812295356,0.944774671978815,0.009019788576873133,0.004446319533331078,0.012679626804921887,0.00625044277452665
C2_immediate_pre,Jw,58,0.9279420160209084,0.9542346774956556,0.019190534791372782,0.009460005516840564,0.019823655622783026,0.009772103466328544
C2_immediate_pre,Jw,59,0.9592026595210116,0.9696446628444696,0.03126064350010316,0.015409985348813993,0.02729279213942226,0.013454026530046717
C2_immediate_pre,Jw,60,0.9906298576478024,0.9851367515689552,0.031427198126790845,0.015492088724485598,0.029802398826486016,0.014691141251591322
C2_immediate_pre,Jw,61,1.0173492125003665,0.9983081012504296,0.026719354852564048,0.013171349681474376,0.026954800278441177,0.013287412889296838
C2_immediate_pre,Jw,62,1.0400670603563351,1.00950690151236,0.022717847855968643,0.011198800261930542,0.025381927377679525,0.012512062619997303
C2_immediate_pre,Jw,63,1.066775639780841,1.022672939428947,0.026708579424505885,0.013166037916586992,0.026202437756428942,0.01291653455337379
C2_immediate_pre,Jw,64,1.0959565257696533,1.037057704910551,0.0291808859888123,0.014384765481603834,0.023321176514865833,0.01149621211124452
C2_immediate_pre,Jw,65,1.1100305899009326,1.0439955378460937,0.014074064131279318,0.0069378329355427315,0.01733537900866559,0.008545503439133961
C2_immediate_pre,Jw,66,1.1187817768068378,1.048309449746349,0.00875118690590515,0.004313911900255318,0.011205257528308069,0.005523650027880726
C2_immediate_pre,Jw,67,1.1295722983545775,1.0536286549941931,0.01079052154773974,0.005319205247844128,0.009566584176008789,0.004715863318360751
C2_immediate_pre,Jw,68,1.138730342428959,1.058143127801176,0.009158044074381477,0.0045144728069828055,0.010666584460569265,0.005258110257989908
C2_immediate_pre,Jw,69,1.1507815301885456,1.0640837805203187,0.012051187759586579,0.005940652719142792,0.011611833401874513,0.005724072269822707
C2_immediate_pre,Jw,70,1.164407798560201,1.0708008718036612,0.013626268371655481,0.0067170912833425245,0.01283872806562103,0.006328872001242658
