window_id,bootstrap_id,year_index,year,count_in_bootstrap,present_flag
W081,11,33,2012,1,True
W081,11,34,2013,1,True
W081,11,35,2014,1,True
W081,11,36,2015,1,True
W081,11,37,2016,1,True
W081,11,38,2017,0,False
W081,11,39,2018,0,False
W081,11,40,2019,3,True
W081,11,41,2020,1,True
W081,11,42,2021,1,True
W081,11,43,2022,0,False
W081,11,44,2023,1,True
W081,12,0,1979,1,True
W081,12,1,1980,0,False
W081,12,2,1981,1,True
W081,12,3,1982,5,True
W081,12,4,1983,2,True
W081,12,5,1984,1,True
W081,12,6,1985,0,False
W081,12,7,1986,2,True
W081,12,8,1987,1,True
W081,12,9,1988,0,False
W081,12,10,1989,0,False
W081,12,11,1990,1,True
W081,12,12,1991,2,True
W081,12,13,1992,0,False
W081,12,14,1993,1,True
W081,12,15,1994,0,False
W081,12,16,1995,0,False
W081,12,17,1996,2,True
W081,12,18,1997,0,False
W081,12,19,1998,5,True
W081,12,20,1999,0,False
W081,12,21,2000,1,True
W081,12,22,2001,1,True
W081,12,23,2002,2,True
W081,12,24,2003,0,False
W081,12,25,2004,0,False
W081,12,26,2005,1,True
W081,12,27,2006,0,False
W081,12,28,2007,1,True
W081,12,29,2008,0,False
W081,12,30,2009,1,True
W081,12,31,2010,2,True
W081,12,32,2011,1,True
W081,12,33,2012,0,False
W081,12,34,2013,1,True
W081,12,35,2014,0,False
W081,12,36,2015,0,False
W081,12,37,2016,1,True
W081,12,38,2017,0,False
W081,12,39,2018,2,True
W081,12,40,2019,4,True
W081,12,41,2020,0,False
W081,12,42,2021,1,True
W081,12,43,2022,2,True
W081,12,44,2023,0,False
W081,13,0,1979,2,True
W081,13,1,1980,1,True
W081,13,2,1981,0,False
W081,13,3,1982,0,False
W081,13,4,1983,1,True
W081,13,5,1984,0,False
W081,13,6,1985,2,True
W081,13,7,1986,1,True
W081,13,8,1987,1,True
W081,13,9,1988,2,True
W081,13,10,1989,0,False
W081,13,11,1990,0,False
W081,13,12,1991,3,True
W081,13,13,1992,1,True
W081,13,14,1993,1,True
W081,13,15,1994,1,True
W081,13,16,1995,2,True
W081,13,17,1996,2,True
W081,13,18,1997,0,False
W081,13,19,1998,4,True
W081,13,20,1999,1,True
W081,13,21,2000,0,False
W081,13,22,2001,1,True
W081,13,23,2002,1,True
W081,13,24,2003,3,True
W081,13,25,2004,0,False
W081,13,26,2005,0,False
W081,13,27,2006,1,True
W081,13,28,2007,1,True
W081,13,29,2008,0,False
W081,13,30,2009,1,True
W081,13,31,2010,1,True
W081,13,32,2011,2,True
W081,13,33,2012,1,True
W081,13,34,2013,1,True
W081,13,35,2014,1,True
W081,13,36,2015,0,False
W081,13,37,2016,0,False
W081,13,38,2017,0,False
W081,13,39,2018,1,True
W081,13,40,2019,1,True
W081,13,41,2020,1,True
W081,13,42,2021,0,False
W081,13,43,2022,0,False
W081,13,44,2023,3,True
W081,14,0,1979,3,True
W081,14,1,1980,3,True
W081,14,2,1981,1,True
W081,14,3,1982,1,True
W081,14,4,1983,1,True
W081,14,5,1984,1,True
W081,14,6,1985,1,True
W081,14,7,1986,1,True
W081,14,8,1987,0,False
W081,14,9,1988,0,False
W081,14,10,1989,0,False
W081,14,11,1990,1,True
W081,14,12,1991,0,False
W081,14,13,1992,0,False
W081,14,14,1993,1,True
W081,14,15,1994,1,True
W081,14,16,1995,0,False
W081,14,17,1996,0,False
W081,14,18,1997,1,True
W081,14,19,1998,0,False
W081,14,20,1999,0,False
W081,14,21,2000,0,False
W081,14,22,2001,3,True
W081,14,23,2002,2,True
W081,14,24,2003,0,False
W081,14,25,2004,3,True
W081,14,26,2005,1,True
W081,14,27,2006,1,True
W081,14,28,2007,0,False
W081,14,29,2008,1,True
W081,14,30,2009,1,True
W081,14,31,2010,1,True
W081,14,32,2011,2,True
W081,14,33,2012,0,False
W081,14,34,2013,0,False
W081,14,35,2014,2,True
W081,14,36,2015,1,True
W081,14,37,2016,3,True
W081,14,38,2017,0,False
W081,14,39,2018,0,False
W081,14,40,2019,0,False
W081,14,41,2020,3,True
W081,14,42,2021,1,True
W081,14,43,2022,2,True
W081,14,44,2023,2,True
W081,15,0,1979,0,False
W081,15,1,1980,1,True
W081,15,2,1981,3,True
W081,15,3,1982,1,True
W081,15,4,1983,2,True
W081,15,5,1984,0,False
W081,15,6,1985,0,False
W081,15,7,1986,0,False
W081,15,8,1987,2,True
W081,15,9,1988,1,True
W081,15,10,1989,1,True
W081,15,11,1990,3,True
W081,15,12,1991,0,False
W081,15,13,1992,1,True
W081,15,14,1993,2,True
W081,15,15,1994,2,True
W081,15,16,1995,0,False
W081,15,17,1996,1,True
W081,15,18,1997,1,True
W081,15,19,1998,0,False
W081,15,20,1999,2,True
W081,15,21,2000,0,False
W081,15,22,2001,4,True
W081,15,23,2002,0,False
W081,15,24,2003,1,True
W081,15,25,2004,0,False
W081,15,26,2005,1,True
W081,15,27,2006,0,False
W081,15,28,2007,1,True
W081,15,29,2008,0,False
W081,15,30,2009,1,True
W081,15,31,2010,0,False
W081,15,32,2011,0,False
W081,15,33,2012,1,True
W081,15,34,2013,1,True
W081,15,35,2014,3,True
W081,15,36,2015,1,True
W081,15,37,2016,1,True
W081,15,38,2017,0,False
W081,15,39,2018,0,False
W081,15,40,2019,1,True
W081,15,41,2020,1,True
W081,15,42,2021,2,True
W081,15,43,2022,1,True
W081,15,44,2023,2,True
W081,16,0,1979,3,True
W081,16,1,1980,0,False
W081,16,2,1981,1,True
W081,16,3,1982,2,True
W081,16,4,1983,1,True
W081,16,5,1984,0,False
W081,16,6,1985,0,False
W081,16,7,1986,2,True
W081,16,8,1987,3,True
W081,16,9,1988,0,False
W081,16,10,1989,0,False
W081,16,11,1990,1,True
W081,16,12,1991,1,True
W081,16,13,1992,3,True
W081,16,14,1993,2,True
W081,16,15,1994,2,True
W081,16,16,1995,2,True
W081,16,17,1996,1,True
W081,16,18,1997,3,True
W081,16,19,1998,0,False
W081,16,20,1999,1,True
W081,16,21,2000,1,True
W081,16,22,2001,1,True
W081,16,23,2002,0,False
W081,16,24,2003,0,False
W081,16,25,2004,0,False
W081,16,26,2005,1,True
W081,16,27,2006,0,False
W081,16,28,2007,1,True
W081,16,29,2008,3,True
W081,16,30,2009,0,False
W081,16,31,2010,0,False
W081,16,32,2011,2,True
W081,16,33,2012,3,True
W081,16,34,2013,0,False
W081,16,35,2014,0,False
W081,16,36,2015,0,False
W081,16,37,2016,0,False
W081,16,38,2017,1,True
W081,16,39,2018,1,True
W081,16,40,2019,1,True
W081,16,41,2020,0,False
W081,16,42,2021,0,False
W081,16,43,2022,1,True
W081,16,44,2023,1,True
W081,17,0,1979,1,True
W081,17,1,1980,0,False
W081,17,2,1981,0,False
W081,17,3,1982,2,True
W081,17,4,1983,2,True
W081,17,5,1984,0,False
W081,17,6,1985,0,False
W081,17,7,1986,1,True
W081,17,8,1987,0,False
W081,17,9,1988,0,False
W081,17,10,1989,1,True
W081,17,11,1990,1,True
W081,17,12,1991,1,True
W081,17,13,1992,2,True
W081,17,14,1993,2,True
W081,17,15,1994,1,True
W081,17,16,1995,3,True
W081,17,17,1996,3,True
W081,17,18,1997,1,True
W081,17,19,1998,0,False
W081,17,20,1999,0,False
W081,17,21,2000,1,True
W081,17,22,2001,0,False
W081,17,23,2002,2,True
W081,17,24,2003,0,False
W081,17,25,2004,1,True
W081,17,26,2005,1,True
W081,17,27,2006,1,True
W081,17,28,2007,1,True
W081,17,29,2008,0,False
W081,17,30,2009,3,True
W081,17,31,2010,1,True
W081,17,32,2011,1,True
W081,17,33,2012,1,True
W081,17,34,2013,1,True
W081,17,35,2014,2,True
W081,17,36,2015,0,False
W081,17,37,2016,0,False
W081,17,38,2017,1,True
W081,17,39,2018,1,True
W081,17,40,2019,1,True
W081,17,41,2020,1,True
W081,17,42,2021,3,True
W081,17,43,2022,1,True
W081,17,44,2023,0,False
W081,18,0,1979,1,True
W081,18,1,1980,1,True
W081,18,2,1981,0,False
W081,18,3,1982,0,False
W081,18,4,1983,3,True
W081,18,5,1984,0,False
W081,18,6,1985,1,True
W081,18,7,1986,1,True
W081,18,8,1987,0,False
W081,18,9,1988,0,False
W081,18,10,1989,0,False
W081,18,11,1990,1,True
W081,18,12,1991,0,False
W081,18,13,1992,1,True
W081,18,14,1993,1,True
W081,18,15,1994,2,True
W081,18,16,1995,1,True
W081,18,17,1996,1,True
W081,18,18,1997,2,True
W081,18,19,1998,2,True
W081,18,20,1999,1,True
W081,18,21,2000,0,False
W081,18,22,2001,1,True
W081,18,23,2002,2,True
W081,18,24,2003,0,False
W081,18,25,2004,1,True
W081,18,26,2005,0,False
W081,18,27,2006,1,True
W081,18,28,2007,2,True
W081,18,29,2008,1,True
W081,18,30,2009,1,True
W081,18,31,2010,1,True
W081,18,32,2011,1,True
W081,18,33,2012,0,False
W081,18,34,2013,1,True
W081,18,35,2014,3,True
W081,18,36,2015,1,True
W081,18,37,2016,0,False
W081,18,38,2017,0,False
W081,18,39,2018,1,True
W081,18,40,2019,1,True
W081,18,41,2020,2,True
W081,18,42,2021,4,True
W081,18,43,2022,2,True
W081,18,44,2023,0,False
W081,19,0,1979,1,True
W081,19,1,1980,1,True
W081,19,2,1981,2,True
W081,19,3,1982,1,True
W081,19,4,1983,0,False
W081,19,5,1984,1,True
W081,19,6,1985,3,True
W081,19,7,1986,1,True
W081,19,8,1987,1,True
W081,19,9,1988,1,True
W081,19,10,1989,0,False
W081,19,11,1990,0,False
W081,19,12,1991,1,True
W081,19,13,1992,1,True
W081,19,14,1993,1,True
W081,19,15,1994,1,True
W081,19,16,1995,0,False
W081,19,17,1996,0,False
W081,19,18,1997,3,True
W081,19,19,1998,2,True
W081,19,20,1999,1,True
W081,19,21,2000,1,True
W081,19,22,2001,0,False
W081,19,23,2002,2,True
W081,19,24,2003,0,False
W081,19,25,2004,2,True
W081,19,26,2005,0,False
W081,19,27,2006,0,False
W081,19,28,2007,2,True
W081,19,29,2008,0,False
W081,19,30,2009,0,False
W081,19,31,2010,4,True
W081,19,32,2011,1,True
W081,19,33,2012,0,False
W081,19,34,2013,0,False
W081,19,35,2014,1,True
W081,19,36,2015,1,True
W081,19,37,2016,1,True
W081,19,38,2017,3,True
W081,19,39,2018,3,True
W081,19,40,2019,1,True
W081,19,41,2020,0,False
W081,19,42,2021,0,False
W081,19,43,2022,0,False
W081,19,44,2023,1,True
W081,20,0,1979,1,True
W081,20,1,1980,1,True
W081,20,2,1981,2,True
W081,20,3,1982,0,False
W081,20,4,1983,4,True
W081,20,5,1984,1,True
W081,20,6,1985,1,True
W081,20,7,1986,1,True
W081,20,8,1987,1,True
W081,20,9,1988,2,True
W081,20,10,1989,1,True
W081,20,11,1990,0,False
W081,20,12,1991,1,True
W081,20,13,1992,1,True
W081,20,14,1993,0,False
W081,20,15,1994,1,True
W081,20,16,1995,2,True
W081,20,17,1996,0,False
W081,20,18,1997,0,False
W081,20,19,1998,0,False
W081,20,20,1999,3,True
W081,20,21,2000,0,False
W081,20,22,2001,0,False
W081,20,23,2002,1,True
W081,20,24,2003,0,False
W081,20,25,2004,1,True
W081,20,26,2005,1,True
W081,20,27,2006,2,True
W081,20,28,2007,1,True
W081,20,29,2008,2,True
W081,20,30,2009,0,False
W081,20,31,2010,1,True
W081,20,32,2011,1,True
W081,20,33,2012,1,True
W081,20,34,2013,2,True
W081,20,35,2014,1,True
W081,20,36,2015,1,True
W081,20,37,2016,3,True
W081,20,38,2017,0,False
W081,20,39,2018,0,False
W081,20,40,2019,2,True
W081,20,41,2020,1,True
W081,20,42,2021,0,False
W081,20,43,2022,0,False
W081,20,44,2023,1,True
W081,21,0,1979,1,True
W081,21,1,1980,0,False
W081,21,2,1981,0,False
W081,21,3,1982,0,False
W081,21,4,1983,1,True
W081,21,5,1984,1,True
W081,21,6,1985,0,False
W081,21,7,1986,2,True
W081,21,8,1987,0,False
W081,21,9,1988,0,False
W081,21,10,1989,1,True
W081,21,11,1990,0,False
W081,21,12,1991,0,False
W081,21,13,1992,1,True
W081,21,14,1993,1,True
W081,21,15,1994,1,True
W081,21,16,1995,1,True
W081,21,17,1996,1,True
W081,21,18,1997,1,True
W081,21,19,1998,1,True
W081,21,20,1999,0,False
W081,21,21,2000,2,True
W081,21,22,2001,2,True
W081,21,23,2002,2,True
W081,21,24,2003,0,False
W081,21,25,2004,2,True
W081,21,26,2005,1,True
W081,21,27,2006,0,False
W081,21,28,2007,2,True
W081,21,29,2008,0,False
W081,21,30,2009,1,True
W081,21,31,2010,0,False
W081,21,32,2011,1,True
W081,21,33,2012,1,True
W081,21,34,2013,0,False
W081,21,35,2014,0,False
W081,21,36,2015,2,True
W081,21,37,2016,2,True
W081,21,38,2017,1,True
W081,21,39,2018,3,True
W081,21,40,2019,2,True
W081,21,41,2020,1,True
W081,21,42,2021,2,True
W081,21,43,2022,2,True
W081,21,44,2023,3,True
W081,22,0,1979,0,False
W081,22,1,1980,0,False
W081,22,2,1981,1,True
W081,22,3,1982,0,False
W081,22,4,1983,0,False
