window_id,object_A,object_B,baseline_config,branch,day,delta_S
W045,P,V,C0_full_stage,dist,63,-0.005958847922373001
W045,P,V,C0_full_stage,dist,64,-0.019926122422946557
W045,P,V,C0_full_stage,dist,65,0.015278923056295524
W045,P,V,C0_full_stage,dist,66,0.03997001822570456
W045,P,V,C0_full_stage,dist,67,0.058450892308179125
W045,P,V,C0_full_stage,dist,68,0.06364976544379708
W045,P,V,C0_full_stage,dist,69,0.07534859768272062
W045,P,V,C0_full_stage,dist,70,0.09229890094309279
W045,P,V,C0_full_stage,dist,71,0.1078338704203966
W045,P,V,C0_full_stage,dist,72,0.11807855459708827
W045,P,V,C0_full_stage,dist,73,0.1320871565250893
W045,P,V,C0_full_stage,dist,74,0.14234571821308184
W045,P,H,C0_full_stage,dist,0,
W045,P,H,C0_full_stage,dist,1,
W045,P,H,C0_full_stage,dist,2,
W045,P,H,C0_full_stage,dist,3,
W045,P,H,C0_full_stage,dist,4,-0.09893920537332138
W045,P,H,C0_full_stage,dist,5,-0.09567605281542194
W045,P,H,C0_full_stage,dist,6,-0.09271779435554542
W045,P,H,C0_full_stage,dist,7,-0.09530298337240406
W045,P,H,C0_full_stage,dist,8,-0.10156978921539436
W045,P,H,C0_full_stage,dist,9,-0.09869195883515078
W045,P,H,C0_full_stage,dist,10,-0.09311472915537022
W045,P,H,C0_full_stage,dist,11,-0.09263896769337221
W045,P,H,C0_full_stage,dist,12,-0.09229870507634425
W045,P,H,C0_full_stage,dist,13,-0.08984881887502522
W045,P,H,C0_full_stage,dist,14,-0.09923376385593287
W045,P,H,C0_full_stage,dist,15,-0.08709884349538737
W045,P,H,C0_full_stage,dist,16,-0.06914728074439222
W045,P,H,C0_full_stage,dist,17,-0.04980331885019276
W045,P,H,C0_full_stage,dist,18,-0.034104038205534634
W045,P,H,C0_full_stage,dist,19,0.012936206800146718
W045,P,H,C0_full_stage,dist,20,0.07767732042865175
W045,P,H,C0_full_stage,dist,21,0.04314541634909995
W045,P,H,C0_full_stage,dist,22,0.006877810626466224
W045,P,H,C0_full_stage,dist,23,-0.03381633378832981
W045,P,H,C0_full_stage,dist,24,-0.039234741848382805
W045,P,H,C0_full_stage,dist,25,-0.058384429091297
W045,P,H,C0_full_stage,dist,26,-0.10683908817406218
W045,P,H,C0_full_stage,dist,27,-0.13604895300387576
W045,P,H,C0_full_stage,dist,28,-0.1396570013078431
W045,P,H,C0_full_stage,dist,29,-0.14425385783802377
W045,P,H,C0_full_stage,dist,30,-0.16480319764699305
W045,P,H,C0_full_stage,dist,31,-0.19085263305970215
W045,P,H,C0_full_stage,dist,32,-0.21903317157585328
W045,P,H,C0_full_stage,dist,33,-0.2358578570672305
W045,P,H,C0_full_stage,dist,34,-0.22830970113598506
W045,P,H,C0_full_stage,dist,35,-0.24888697578918806
W045,P,H,C0_full_stage,dist,36,-0.27304031441035825
W045,P,H,C0_full_stage,dist,37,-0.2803094644524415
W045,P,H,C0_full_stage,dist,38,-0.2975776569814996
W045,P,H,C0_full_stage,dist,39,-0.2841828856560207
W045,P,H,C0_full_stage,dist,40,-0.23583985897521964
W045,P,H,C0_full_stage,dist,41,-0.17042543635571838
W045,P,H,C0_full_stage,dist,42,-0.12512253909862403
W045,P,H,C0_full_stage,dist,43,-0.09548893377355461
W045,P,H,C0_full_stage,dist,44,-0.04582738283958587
W045,P,H,C0_full_stage,dist,45,0.03219593293417178
W045,P,H,C0_full_stage,dist,46,0.08454716650564775
W045,P,H,C0_full_stage,dist,47,0.1205734942084683
W045,P,H,C0_full_stage,dist,48,0.12228077475250632
W045,P,H,C0_full_stage,dist,49,0.0884204298388569
W045,P,H,C0_full_stage,dist,50,0.07415002346793453
W045,P,H,C0_full_stage,dist,51,0.08177554612073812
W045,P,H,C0_full_stage,dist,52,0.0836460249718185
W045,P,H,C0_full_stage,dist,53,0.0581195573864538
W045,P,H,C0_full_stage,dist,54,0.032691175651871296
W045,P,H,C0_full_stage,dist,55,-0.016084311166996712
W045,P,H,C0_full_stage,dist,56,-0.05057645550614065
W045,P,H,C0_full_stage,dist,57,-0.05222322636999943
W045,P,H,C0_full_stage,dist,58,-0.05882133876252238
W045,P,H,C0_full_stage,dist,59,-0.08252660304891601
W045,P,H,C0_full_stage,dist,60,-0.11419856653226124
W045,P,H,C0_full_stage,dist,61,-0.12665461860660965
W045,P,H,C0_full_stage,dist,62,-0.10047590460025158
W045,P,H,C0_full_stage,dist,63,-0.04962217279411685
W045,P,H,C0_full_stage,dist,64,-0.013166449222713705
W045,P,H,C0_full_stage,dist,65,0.0019514878311347461
W045,P,H,C0_full_stage,dist,66,0.00609438291202713
W045,P,H,C0_full_stage,dist,67,0.0012803130476506386
W045,P,H,C0_full_stage,dist,68,-0.023757364867551645
W045,P,H,C0_full_stage,dist,69,-0.043356163718963
W045,P,H,C0_full_stage,dist,70,-0.04397541411082295
W045,P,H,C0_full_stage,dist,71,-0.0386535925721091
W045,P,H,C0_full_stage,dist,72,-0.03517783225352322
W045,P,H,C0_full_stage,dist,73,-0.027845266769740196
W045,P,H,C0_full_stage,dist,74,-0.023826827090336566
W045,P,Je,C0_full_stage,dist,0,
W045,P,Je,C0_full_stage,dist,1,
W045,P,Je,C0_full_stage,dist,2,
W045,P,Je,C0_full_stage,dist,3,
W045,P,Je,C0_full_stage,dist,4,-0.07997745813319415
W045,P,Je,C0_full_stage,dist,5,-0.07849739116998505
W045,P,Je,C0_full_stage,dist,6,-0.07581680015000372
W045,P,Je,C0_full_stage,dist,7,-0.07814796708832017
W045,P,Je,C0_full_stage,dist,8,-0.08611198058874223
W045,P,Je,C0_full_stage,dist,9,-0.08327236717510658
W045,P,Je,C0_full_stage,dist,10,-0.0769309904477424
W045,P,Je,C0_full_stage,dist,11,-0.07687483030582107
W045,P,Je,C0_full_stage,dist,12,-0.07837584041150433
W045,P,Je,C0_full_stage,dist,13,-0.07684270940869786
W045,P,Je,C0_full_stage,dist,14,-0.09047864403300947
W045,P,Je,C0_full_stage,dist,15,-0.08521250365858792
W045,P,Je,C0_full_stage,dist,16,-0.07395413090424452
W045,P,Je,C0_full_stage,dist,17,-0.05880597845069768
W045,P,Je,C0_full_stage,dist,18,-0.05087105230467698
W045,P,Je,C0_full_stage,dist,19,-0.017929647286502814
W045,P,Je,C0_full_stage,dist,20,0.032627489732936665
W045,P,Je,C0_full_stage,dist,21,0.030611481310740797
W045,P,Je,C0_full_stage,dist,22,0.014125715357878814
W045,P,Je,C0_full_stage,dist,23,-0.01155155031056955
W045,P,Je,C0_full_stage,dist,24,-0.008136498908095091
W045,P,Je,C0_full_stage,dist,25,-0.014702546405534783
W045,P,Je,C0_full_stage,dist,26,-0.06463212495580856
W045,P,Je,C0_full_stage,dist,27,-0.10579331919288548
W045,P,Je,C0_full_stage,dist,28,-0.12307424415557257
W045,P,Je,C0_full_stage,dist,29,-0.1366553897254685
W045,P,Je,C0_full_stage,dist,30,-0.1592646870906462
W045,P,Je,C0_full_stage,dist,31,-0.18897208512847033
W045,P,Je,C0_full_stage,dist,32,-0.22406971586962088
W045,P,Je,C0_full_stage,dist,33,-0.23683631444156156
W045,P,Je,C0_full_stage,dist,34,-0.2172270291453133
W045,P,Je,C0_full_stage,dist,35,-0.21949985259085586
W045,P,Je,C0_full_stage,dist,36,-0.22324694924134358
W045,P,Je,C0_full_stage,dist,37,-0.21027922105295843
W045,P,Je,C0_full_stage,dist,38,-0.20737015347663124
W045,P,Je,C0_full_stage,dist,39,-0.18279671369119022
W045,P,Je,C0_full_stage,dist,40,-0.13548425245179196
W045,P,Je,C0_full_stage,dist,41,-0.08332345393497043
W045,P,Je,C0_full_stage,dist,42,-0.04904037955898943
W045,P,Je,C0_full_stage,dist,43,-0.03105280964280288
W045,P,Je,C0_full_stage,dist,44,0.00172500300697509
W045,P,Je,C0_full_stage,dist,45,0.06247006710579328
W045,P,Je,C0_full_stage,dist,46,0.10590456482584665
W045,P,Je,C0_full_stage,dist,47,0.1321778999594846
W045,P,Je,C0_full_stage,dist,48,0.1284975677532264
W045,P,Je,C0_full_stage,dist,49,0.09847389916470906
W045,P,Je,C0_full_stage,dist,50,0.10152796870934377
W045,P,Je,C0_full_stage,dist,51,0.11531086834033077
W045,P,Je,C0_full_stage,dist,52,0.1130421545103737
W045,P,Je,C0_full_stage,dist,53,0.0887708831075229
W045,P,Je,C0_full_stage,dist,54,0.06130759684118603
W045,P,Je,C0_full_stage,dist,55,0.011337482107857233
W045,P,Je,C0_full_stage,dist,56,-0.01818091887700002
W045,P,Je,C0_full_stage,dist,57,-0.014600518360697645
W045,P,Je,C0_full_stage,dist,58,-0.01577273794811962
W045,P,Je,C0_full_stage,dist,59,-0.03925595542291871
W045,P,Je,C0_full_stage,dist,60,-0.07030371909414501
W045,P,Je,C0_full_stage,dist,61,-0.08406529536530916
W045,P,Je,C0_full_stage,dist,62,-0.07421557898737152
W045,P,Je,C0_full_stage,dist,63,-0.050152218799445425
W045,P,Je,C0_full_stage,dist,64,-0.028083989631139783
W045,P,Je,C0_full_stage,dist,65,-0.010552260762665466
W045,P,Je,C0_full_stage,dist,66,0.0029475989876152076
W045,P,Je,C0_full_stage,dist,67,0.009592037550867905
W045,P,Je,C0_full_stage,dist,68,-0.003893734165816287
W045,P,Je,C0_full_stage,dist,69,-0.016475700385084946
W045,P,Je,C0_full_stage,dist,70,-0.012911868205136456
W045,P,Je,C0_full_stage,dist,71,-0.003845056871389141
W045,P,Je,C0_full_stage,dist,72,0.00039633601160538046
W045,P,Je,C0_full_stage,dist,73,0.006405469453656831
W045,P,Je,C0_full_stage,dist,74,0.010790310830133598
W045,P,Jw,C0_full_stage,dist,0,
W045,P,Jw,C0_full_stage,dist,1,
W045,P,Jw,C0_full_stage,dist,2,
W045,P,Jw,C0_full_stage,dist,3,
W045,P,Jw,C0_full_stage,dist,4,-0.0595289102090055
W045,P,Jw,C0_full_stage,dist,5,-0.0675038948875856
W045,P,Jw,C0_full_stage,dist,6,-0.06918208731013259
W045,P,Jw,C0_full_stage,dist,7,-0.07199969841432921
W045,P,Jw,C0_full_stage,dist,8,-0.0759048436132457
W045,P,Jw,C0_full_stage,dist,9,-0.06728830664327831
W045,P,Jw,C0_full_stage,dist,10,-0.05321785326599504
W045,P,Jw,C0_full_stage,dist,11,-0.04277504569071522
W045,P,Jw,C0_full_stage,dist,12,-0.033543075372003045
W045,P,Jw,C0_full_stage,dist,13,-0.019613767397637344
W045,P,Jw,C0_full_stage,dist,14,-0.021771065231442274
W045,P,Jw,C0_full_stage,dist,15,-0.012952656861397377
W045,P,Jw,C0_full_stage,dist,16,7.955921202031091e-05
W045,P,Jw,C0_full_stage,dist,17,0.014127395449916272
W045,P,Jw,C0_full_stage,dist,18,0.0187038186872528
W045,P,Jw,C0_full_stage,dist,19,0.04051335952205082
W045,P,Jw,C0_full_stage,dist,20,0.06735561440844838
W045,P,Jw,C0_full_stage,dist,21,0.04998760290781659
W045,P,Jw,C0_full_stage,dist,22,0.022235407216925324
W045,P,Jw,C0_full_stage,dist,23,-0.023001009466014355
W045,P,Jw,C0_full_stage,dist,24,-0.03366585736847116
W045,P,Jw,C0_full_stage,dist,25,-0.044538248209363335
W045,P,Jw,C0_full_stage,dist,26,-0.07814446698741538
W045,P,Jw,C0_full_stage,dist,27,-0.08711200002964337
W045,P,Jw,C0_full_stage,dist,28,-0.06651344537068625
W045,P,Jw,C0_full_stage,dist,29,-0.05619170334677079
W045,P,Jw,C0_full_stage,dist,30,-0.06114430909495144
W045,P,Jw,C0_full_stage,dist,31,-0.07041020241177881
W045,P,Jw,C0_full_stage,dist,32,-0.08429588892653217
W045,P,Jw,C0_full_stage,dist,33,-0.08325809298701681
W045,P,Jw,C0_full_stage,dist,34,-0.05144658992852044
W045,P,Jw,C0_full_stage,dist,35,-0.03890860978926913
W045,P,Jw,C0_full_stage,dist,36,-0.030773467569013557
W045,P,Jw,C0_full_stage,dist,37,-0.019655075564344204
W045,P,Jw,C0_full_stage,dist,38,-0.02009598240880761
W045,P,Jw,C0_full_stage,dist,39,0.00223750098424208
W045,P,Jw,C0_full_stage,dist,40,0.053700726604233306
W045,P,Jw,C0_full_stage,dist,41,0.10796716980032856
W045,P,Jw,C0_full_stage,dist,42,0.1379125108093316
W045,P,Jw,C0_full_stage,dist,43,0.14878540961969805
W045,P,Jw,C0_full_stage,dist,44,0.16770313226623595
W045,P,Jw,C0_full_stage,dist,45,0.20131325586211002
W045,P,Jw,C0_full_stage,dist,46,0.21764755719999163
W045,P,Jw,C0_full_stage,dist,47,0.22117107180830764
W045,P,Jw,C0_full_stage,dist,48,0.19294792603298128
W045,P,Jw,C0_full_stage,dist,49,0.14121455868100918
W045,P,Jw,C0_full_stage,dist,50,0.1274113500991524
W045,P,Jw,C0_full_stage,dist,51,0.13024872269784316
W045,P,Jw,C0_full_stage,dist,52,0.11692112719767533
W045,P,Jw,C0_full_stage,dist,53,0.08385238534822204
W045,P,Jw,C0_full_stage,dist,54,0.06307372484447293
W045,P,Jw,C0_full_stage,dist,55,0.01839326626069715
W045,P,Jw,C0_full_stage,dist,56,-0.010056212334460746
W045,P,Jw,C0_full_stage,dist,57,-0.00914773961073978
W045,P,Jw,C0_full_stage,dist,58,-0.02125737262841032
W045,P,Jw,C0_full_stage,dist,59,-0.05572498200175868
W045,P,Jw,C0_full_stage,dist,60,-0.09629262809103467
W045,P,Jw,C0_full_stage,dist,61,-0.11281587265959214
W045,P,Jw,C0_full_stage,dist,62,-0.09591767720456279
W045,P,Jw,C0_full_stage,dist,63,-0.059223123834700075
W045,P,Jw,C0_full_stage,dist,64,-0.024834427902821976
W045,P,Jw,C0_full_stage,dist,65,-0.006269665217302656
W045,P,Jw,C0_full_stage,dist,66,0.0026963241713117148
W045,P,Jw,C0_full_stage,dist,67,0.0032639299441989955
W045,P,Jw,C0_full_stage,dist,68,-0.01021785753769422
W045,P,Jw,C0_full_stage,dist,69,-0.01900874246012829
W045,P,Jw,C0_full_stage,dist,70,-0.011173948061644623
W045,P,Jw,C0_full_stage,dist,71,0.003408511735814912
W045,P,Jw,C0_full_stage,dist,72,0.011369241982459255
W045,P,Jw,C0_full_stage,dist,73,0.01842223262072662
W045,P,Jw,C0_full_stage,dist,74,0.023213423855914628
W045,V,H,C0_full_stage,dist,0,
W045,V,H,C0_full_stage,dist,1,
W045,V,H,C0_full_stage,dist,2,
W045,V,H,C0_full_stage,dist,3,
W045,V,H,C0_full_stage,dist,4,-0.06861082751382783
W045,V,H,C0_full_stage,dist,5,-0.06758593787607334
W045,V,H,C0_full_stage,dist,6,-0.06566892481617834
W045,V,H,C0_full_stage,dist,7,-0.053818034723419034
W045,V,H,C0_full_stage,dist,8,-0.034056748017501165
W045,V,H,C0_full_stage,dist,9,-0.015963565377620226
W045,V,H,C0_full_stage,dist,10,-0.019840103418245686
W045,V,H,C0_full_stage,dist,11,-0.03541991446228607
W045,V,H,C0_full_stage,dist,12,-0.04363856157456736
W045,V,H,C0_full_stage,dist,13,-0.04669107093513708
W045,V,H,C0_full_stage,dist,14,-0.047716319167082355
W045,V,H,C0_full_stage,dist,15,-0.05703113829603201
W045,V,H,C0_full_stage,dist,16,-0.07391906488380592
W045,V,H,C0_full_stage,dist,17,-0.06840953387521523
W045,V,H,C0_full_stage,dist,18,-0.021865719882551135
W045,V,H,C0_full_stage,dist,19,0.0547676149819957
W045,V,H,C0_full_stage,dist,20,0.0681753890892143
W045,V,H,C0_full_stage,dist,21,-0.002232344057631487
W045,V,H,C0_full_stage,dist,22,0.0200829121597461
W045,V,H,C0_full_stage,dist,23,0.026506540533240225
W045,V,H,C0_full_stage,dist,24,0.03077646481470478
W045,V,H,C0_full_stage,dist,25,-0.016991156772366206
W045,V,H,C0_full_stage,dist,26,-0.07444457676044851
W045,V,H,C0_full_stage,dist,27,-0.10221614492457495
W045,V,H,C0_full_stage,dist,28,-0.1179877409792844
W045,V,H,C0_full_stage,dist,29,-0.09749526249286003
W045,V,H,C0_full_stage,dist,30,-0.06639553922130773
W045,V,H,C0_full_stage,dist,31,-0.08591411357611423
W045,V,H,C0_full_stage,dist,32,-0.11354788280622674
W045,V,H,C0_full_stage,dist,33,-0.14816165536498804
W045,V,H,C0_full_stage,dist,34,-0.17191235746910866
W045,V,H,C0_full_stage,dist,35,-0.20418476989881945
W045,V,H,C0_full_stage,dist,36,-0.23064021456149636
W045,V,H,C0_full_stage,dist,37,-0.24585295329126527
W045,V,H,C0_full_stage,dist,38,-0.2763668360960141
W045,V,H,C0_full_stage,dist,39,-0.2980166667021081
W045,V,H,C0_full_stage,dist,40,-0.286009153729438
W045,V,H,C0_full_stage,dist,41,-0.2598009132461676
W045,V,H,C0_full_stage,dist,42,-0.23485844198954542
W045,V,H,C0_full_stage,dist,43,-0.21461158082336584
W045,V,H,C0_full_stage,dist,44,-0.16835077298120904
W045,V,H,C0_full_stage,dist,45,-0.10033097410931546
W045,V,H,C0_full_stage,dist,46,-0.05698451492800494
W045,V,H,C0_full_stage,dist,47,-0.026732853998727157
W045,V,H,C0_full_stage,dist,48,-0.021003480372218997
W045,V,H,C0_full_stage,dist,49,-0.02487876290141644
W045,V,H,C0_full_stage,dist,50,-0.01287850752810804
W045,V,H,C0_full_stage,dist,51,-0.008640047186935895
W045,V,H,C0_full_stage,dist,52,-0.01425667468497438
W045,V,H,C0_full_stage,dist,53,-0.04263697058399485
W045,V,H,C0_full_stage,dist,54,-0.08151182752627484
W045,V,H,C0_full_stage,dist,55,-0.11975301598391874
W045,V,H,C0_full_stage,dist,56,-0.13851800774594591
W045,V,H,C0_full_stage,dist,57,-0.13973792383942674
W045,V,H,C0_full_stage,dist,58,-0.14358552481775977
W045,V,H,C0_full_stage,dist,59,-0.1616905311091904
W045,V,H,C0_full_stage,dist,60,-0.17677946664377908
W045,V,H,C0_full_stage,dist,61,-0.17398380538201053
W045,V,H,C0_full_stage,dist,62,-0.12577108519855928
W045,V,H,C0_full_stage,dist,63,-0.04366332487174385
W045,V,H,C0_full_stage,dist,64,0.006759673200232852
W045,V,H,C0_full_stage,dist,65,-0.013327435225160777
W045,V,H,C0_full_stage,dist,66,-0.03387563531367743
W045,V,H,C0_full_stage,dist,67,-0.05717057926052849
W045,V,H,C0_full_stage,dist,68,-0.08740713031134872
W045,V,H,C0_full_stage,dist,69,-0.11870476140168362
W045,V,H,C0_full_stage,dist,70,-0.13627431505391574
W045,V,H,C0_full_stage,dist,71,-0.1464874629925057
W045,V,H,C0_full_stage,dist,72,-0.1532563868506115
W045,V,H,C0_full_stage,dist,73,-0.15993242329482948
W045,V,H,C0_full_stage,dist,74,-0.1661725453034184
W045,V,Je,C0_full_stage,dist,0,
W045,V,Je,C0_full_stage,dist,1,
W045,V,Je,C0_full_stage,dist,2,
W045,V,Je,C0_full_stage,dist,3,
W045,V,Je,C0_full_stage,dist,4,-0.0496490802737006
W045,V,Je,C0_full_stage,dist,5,-0.050407276230636455
W045,V,Je,C0_full_stage,dist,6,-0.04876793061063664
W045,V,Je,C0_full_stage,dist,7,-0.03666301843933514
W045,V,Je,C0_full_stage,dist,8,-0.01859893939084903
W045,V,Je,C0_full_stage,dist,9,-0.0005439737175760295
W045,V,Je,C0_full_stage,dist,10,-0.0036563647106178654
W045,V,Je,C0_full_stage,dist,11,-0.019655777074734926
W045,V,Je,C0_full_stage,dist,12,-0.029715696909727446
W045,V,Je,C0_full_stage,dist,13,-0.033684961468809727
W045,V,Je,C0_full_stage,dist,14,-0.03896119934415895
W045,V,Je,C0_full_stage,dist,15,-0.055144798459232564
W045,V,Je,C0_full_stage,dist,16,-0.07872591504365822
W045,V,Je,C0_full_stage,dist,17,-0.07741219347572015
W045,V,Je,C0_full_stage,dist,18,-0.03863273398169348
W045,V,Je,C0_full_stage,dist,19,0.023901760895346166
W045,V,Je,C0_full_stage,dist,20,0.023125558393499224
W045,V,Je,C0_full_stage,dist,21,-0.01476627909599064
W045,V,Je,C0_full_stage,dist,22,0.02733081689115869
W045,V,Je,C0_full_stage,dist,23,0.04877132401100048
W045,V,Je,C0_full_stage,dist,24,0.06187470775499249
W045,V,Je,C0_full_stage,dist,25,0.02669072591339601
W045,V,Je,C0_full_stage,dist,26,-0.032237613542194885
W045,V,Je,C0_full_stage,dist,27,-0.07196051111358467
W045,V,Je,C0_full_stage,dist,28,-0.10140498382701389
W045,V,Je,C0_full_stage,dist,29,-0.08989679438030476
W045,V,Je,C0_full_stage,dist,30,-0.06085702866496087
W045,V,Je,C0_full_stage,dist,31,-0.0840335656448824
W045,V,Je,C0_full_stage,dist,32,-0.11858442709999434
W045,V,Je,C0_full_stage,dist,33,-0.1491401127393191
W045,V,Je,C0_full_stage,dist,34,-0.1608296854784369
W045,V,Je,C0_full_stage,dist,35,-0.17479764670048725
W045,V,Je,C0_full_stage,dist,36,-0.1808468493924817
W045,V,Je,C0_full_stage,dist,37,-0.17582270989178223
W045,V,Je,C0_full_stage,dist,38,-0.1861593325911457
W045,V,Je,C0_full_stage,dist,39,-0.19663049473727762
W045,V,Je,C0_full_stage,dist,40,-0.18565354720601035
W045,V,Je,C0_full_stage,dist,41,-0.17269893082541965
W045,V,Je,C0_full_stage,dist,42,-0.15877628244991082
W045,V,Je,C0_full_stage,dist,43,-0.15017545669261412
W045,V,Je,C0_full_stage,dist,44,-0.12079838713464808
W045,V,Je,C0_full_stage,dist,45,-0.07005683993769396
W045,V,Je,C0_full_stage,dist,46,-0.03562711660780604
W045,V,Je,C0_full_stage,dist,47,-0.015128448247710868
W045,V,Je,C0_full_stage,dist,48,-0.014786687371498908
W045,V,Je,C0_full_stage,dist,49,-0.01482529357556428
W045,V,Je,C0_full_stage,dist,50,0.0144994377133012
W045,V,Je,C0_full_stage,dist,51,0.02489527503265676
W045,V,Je,C0_full_stage,dist,52,0.015139454853580814
W045,V,Je,C0_full_stage,dist,53,-0.011985644862925748
W045,V,Je,C0_full_stage,dist,54,-0.052895406336960105
W045,V,Je,C0_full_stage,dist,55,-0.0923312227090648
W045,V,Je,C0_full_stage,dist,56,-0.10612247111680528
W045,V,Je,C0_full_stage,dist,57,-0.10211521583012495
W045,V,Je,C0_full_stage,dist,58,-0.10053692400335701
W045,V,Je,C0_full_stage,dist,59,-0.1184198834831931
W045,V,Je,C0_full_stage,dist,60,-0.13288461920566286
W045,V,Je,C0_full_stage,dist,61,-0.13139448214071003
W045,V,Je,C0_full_stage,dist,62,-0.09951075958567923
W045,V,Je,C0_full_stage,dist,63,-0.044193370877072424
W045,V,Je,C0_full_stage,dist,64,-0.008157867208193226
W045,V,Je,C0_full_stage,dist,65,-0.02583118381896099
W045,V,Je,C0_full_stage,dist,66,-0.037022419238089355
W045,V,Je,C0_full_stage,dist,67,-0.04885885475731122
W045,V,Je,C0_full_stage,dist,68,-0.06754349960961337
W045,V,Je,C0_full_stage,dist,69,-0.09182429806780557
W045,V,Je,C0_full_stage,dist,70,-0.10521076914822924
W045,V,Je,C0_full_stage,dist,71,-0.11167892729178575
W045,V,Je,C0_full_stage,dist,72,-0.11768221858548289
W045,V,Je,C0_full_stage,dist,73,-0.12568168707143246
W045,V,Je,C0_full_stage,dist,74,-0.13155540738294824
W045,V,Jw,C0_full_stage,dist,0,
W045,V,Jw,C0_full_stage,dist,1,
W045,V,Jw,C0_full_stage,dist,2,
W045,V,Jw,C0_full_stage,dist,3,
W045,V,Jw,C0_full_stage,dist,4,-0.02920053234951195
W045,V,Jw,C0_full_stage,dist,5,-0.039413779948237
W045,V,Jw,C0_full_stage,dist,6,-0.04213321777076551
W045,V,Jw,C0_full_stage,dist,7,-0.030514749765344185
W045,V,Jw,C0_full_stage,dist,8,-0.008391802415352506
W045,V,Jw,C0_full_stage,dist,9,0.01544008681425224
W045,V,Jw,C0_full_stage,dist,10,0.020056772471129497
W045,V,Jw,C0_full_stage,dist,11,0.014444007540370923
W045,V,Jw,C0_full_stage,dist,12,0.015117068129773842
W045,V,Jw,C0_full_stage,dist,13,0.023543980542250792
W045,V,Jw,C0_full_stage,dist,14,0.02974637945740824
W045,V,Jw,C0_full_stage,dist,15,0.017115048337957975
