window_id,anchor_day,field,profile_construction,feature_index,feature_lat_center,lat_bin_left,lat_bin_right,n_raw_lat_points,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,day,relative_to_anchor,raw_progress,progress
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,44,-1,0.7727596608416424,0.7727596608416424
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,45,0,0.7842204233951795,0.7842204233951795
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,46,1,0.7830290372538238,0.7830290372538238
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,47,2,0.8005931326891897,0.8005931326891897
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,48,3,0.8475528397423744,0.8475528397423744
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,49,4,0.8370061009931554,0.8370061009931554
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,50,5,0.7891824790160608,0.7891824790160608
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,51,6,0.7290314054820711,0.7290314054820711
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,52,7,0.7989014161395488,0.7989014161395488
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,53,8,0.9271501125063476,0.9271501125063476
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,54,9,0.9821714593807468,0.9821714593807468
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,55,10,0.964385521590907,0.964385521590907
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,56,11,0.9253163020124415,0.9253163020124415
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,57,12,0.9170548900380143,0.9170548900380143
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,58,13,0.9602032091214907,0.9602032091214907
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,59,14,1.076609598167578,1.0
W002,45,H,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,60,15,1.2471089071817312,1.0
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,30,-15,-0.4145666335286742,0.0
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,31,-14,-0.3248112485656015,0.0
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,32,-13,-0.20879697692827648,0.0
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,33,-12,-0.046191820031064056,0.0
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,34,-11,0.09492233845973069,0.09492233845973069
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,35,-10,0.22755745295553842,0.22755745295553842
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,36,-9,0.30604096826854493,0.30604096826854493
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,37,-8,0.36584591936980226,0.36584591936980226
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,38,-7,0.4527824884219669,0.4527824884219669
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,39,-6,0.5589980902389446,0.5589980902389446
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,40,-5,0.6676455015733292,0.6676455015733292
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,41,-4,0.7159179470555748,0.7159179470555748
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,42,-3,0.7196874279435835,0.7196874279435835
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,43,-2,0.7183023933989308,0.7183023933989308
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,44,-1,0.6929092531342089,0.6929092531342089
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,45,0,0.7570549678011291,0.7570549678011291
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,46,1,0.8152899623376864,0.8152899623376864
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,47,2,0.8693957002220711,0.8693957002220711
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,48,3,0.9321136831047254,0.9321136831047254
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,49,4,0.9311453778567923,0.9311453778567923
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,50,5,0.8691819079329302,0.8691819079329302
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,51,6,0.7971697670810834,0.7971697670810834
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,52,7,0.8746787537316828,0.8746787537316828
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,53,8,1.007607636625038,1.0
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,54,9,1.0414305144922889,1.0
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,55,10,1.0016032712178105,1.0
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,56,11,0.9313634252912847,0.9313634252912847
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,57,12,0.8993107608660236,0.8993107608660236
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,58,13,0.9181202747720218,0.9181202747720218
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,59,14,1.0207097957276086,1.0
W002,45,H,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,60,15,1.1798543210058985,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,30,-15,-0.6215213338624014,0.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,31,-14,-0.46891024426554884,0.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,32,-13,-0.2379716077049619,0.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,33,-12,0.08602796382375545,0.08602796382375545
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,34,-11,0.2800089257241615,0.2800089257241615
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,35,-10,0.42645731603794595,0.42645731603794595
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,36,-9,0.36593615521603967,0.36593615521603967
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,37,-8,0.1699728250273522,0.1699728250273522
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,38,-7,0.03522020547072047,0.03522020547072047
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,39,-6,0.09547877985983917,0.09547877985983917
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,40,-5,0.2663374444839372,0.2663374444839372
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,41,-4,0.31873003702843095,0.31873003702843095
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,42,-3,0.29371278117863214,0.29371278117863214
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,43,-2,0.33291916018341206,0.33291916018341206
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,44,-1,0.3407816161204492,0.3407816161204492
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,45,0,0.7306892251111695,0.7306892251111695
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,46,1,1.1227133286871778,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,47,2,1.5244786930563567,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,48,3,1.8481392184337784,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,49,4,1.8764102702266685,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,50,5,1.5611330096768747,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,51,6,1.1582467447544427,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,52,7,1.285164674867642,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,53,8,1.5872995953571534,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,54,9,1.4989251290290004,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,55,10,1.1761535574203201,1.0
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,56,11,0.8081560672866999,0.8081560672866999
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,57,12,0.5588598631537933,0.5588598631537933
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,58,13,0.45780919743307563,0.45780919743307563
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,59,14,0.7201620113853675,0.7201620113853675
W002,45,H,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,60,15,1.1926345789214359,1.0
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,30,-15,-0.1675682885436651,0.0
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,31,-14,-0.1404849916908736,0.0
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,32,-13,-0.12126267466257268,0.0
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,33,-12,-0.11666820054948794,0.0
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,34,-11,-0.05611897241336528,0.0
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,35,-10,0.03316513512503404,0.03316513512503404
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,36,-9,0.1833970196147702,0.1833970196147702
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,37,-8,0.3855409731204946,0.3855409731204946
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,38,-7,0.5805780972303142,0.5805780972303142
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,39,-6,0.7225034762052128,0.7225034762052128
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,40,-5,0.7930067224465827,0.7930067224465827
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,41,-4,0.8541865410705312,0.8541865410705312
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,42,-3,0.8934091058158631,0.8934091058158631
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,43,-2,0.9019137173009415,0.9019137173009415
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,44,-1,0.8982085546135817,0.8982085546135817
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,45,0,0.7828820224133146,0.7828820224133146
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,46,1,0.6427468829092782,0.6427468829092782
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,47,2,0.49667997720107165,0.49667997720107165
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,48,3,0.3507448349804393,0.3507448349804393
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,49,4,0.32315260008918595,0.32315260008918595
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,50,5,0.44404899578869217,0.44404899578869217
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,51,6,0.6279684235942221,0.6279684235942221
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,52,7,0.655402013858436,0.655402013858436
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,53,8,0.6415511934368202,0.6415511934368202
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,54,9,0.7332759227157671,0.7332759227157671
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,55,10,0.8944386200246042,0.8944386200246042
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,56,11,1.0432502074170686,1.0
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,57,12,1.1560218358468926,1.0
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,58,13,1.2436213031207448,1.0
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,59,14,1.2030052473434718,1.0
W002,45,H,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,60,15,1.0848356700935493,1.0
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,30,-15,-0.23058703784445847,0.0
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,31,-14,-0.1857595598979532,0.0
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,32,-13,-0.13595236367706676,0.0
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,33,-12,-0.08542260637859404,0.0
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,34,-11,-0.006661748008096578,0.0
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,35,-10,0.08984871155418658,0.08984871155418658
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,36,-9,0.20862214591018619,0.20862214591018619
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,37,-8,0.34591245834203843,0.34591245834203843
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,38,-7,0.4826808611220686,0.4826808611220686
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,39,-6,0.5995441752846574,0.5995441752846574
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,40,-5,0.6786544508595409,0.6786544508595409
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,41,-4,0.7380523186821402,0.7380523186821402
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,42,-3,0.7736549167012681,0.7736549167012681
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,43,-2,0.7953679695814678,0.7953679695814678
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,44,-1,0.7994199372780133,0.7994199372780133
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,45,0,0.7636280074908997,0.7636280074908997
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,46,1,0.7068226967542152,0.7068226967542152
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,47,2,0.642136915436083,0.642136915436083
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,48,3,0.575717592530558,0.575717592530558
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,49,4,0.5694204148509621,0.5694204148509621
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,50,5,0.6292998501401654,0.6292998501401654
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,51,6,0.7286048635222689,0.7286048635222689
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,52,7,0.7681685256596578,0.7681685256596578
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,53,8,0.7874630437244949,0.7874630437244949
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,54,9,0.8446361063242512,0.8446361063242512
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,55,10,0.9352522982995841,0.9352522982995841
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,56,11,1.0149907836362608,1.0
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,57,12,1.0781663631798368,1.0
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,58,13,1.1268855944089842,1.0
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,59,14,1.1256189273290054,1.0
W002,45,H,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,60,15,1.0869868830978033,1.0
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,30,-15,-0.25391773945539664,0.0
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,31,-14,-0.20351760625781604,0.0
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,32,-13,-0.14447176039550572,0.0
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,33,-12,-0.07940094015302537,0.0
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,34,-11,0.007661826820979175,0.007661826820979175
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,35,-10,0.10967368208597132,0.10967368208597132
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,36,-9,0.22304979616164095,0.22304979616164095
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,37,-8,0.34092274119286525,0.34092274119286525
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,38,-7,0.4604571023899051,0.4604571023899051
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,39,-6,0.5676976095878145,0.5676976095878145
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,40,-5,0.6479421147088444,0.6479421147088444
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,41,-4,0.7018489453608173,0.7018489453608173
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,42,-3,0.7415257919780526,0.7415257919780526
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,43,-2,0.7697659544552246,0.7697659544552246
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,44,-1,0.7745352180365819,0.7745352180365819
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,45,0,0.749496779816919,0.749496779816919
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,46,1,0.7107943764312795,0.7107943764312795
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,47,2,0.6624111092995199,0.6624111092995199
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,48,3,0.6214606061204302,0.6214606061204302
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,49,4,0.6240198404636635,0.6240198404636635
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,50,5,0.6787587917201434,0.6787587917201434
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,51,6,0.7555876158040359,0.7555876158040359
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,52,7,0.7930749056014094,0.7930749056014094
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,53,8,0.8185400740548159,0.8185400740548159
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,54,9,0.8693199320362456,0.8693199320362456
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,55,10,0.9398166221419935,0.9398166221419935
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,56,11,1.0095633600481035,1.0
