day,detector_score,score_valid,window_id,object,config_id,smoothing,detector_width,band_half_width,search_mode,selection_rule,search_start_day,search_end_day
60,64.99443276616877,True,W045,H,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
30,18.17112163007851,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
31,18.07474817929162,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
32,17.860332530129764,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
33,17.632177002519512,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
34,17.64684715087944,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
35,18.312481276711072,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
36,19.64196440243825,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
37,21.257009601356383,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
38,22.697832651195704,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
39,23.660655580312834,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
40,24.27953371320537,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
41,24.881859703912284,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
42,25.48821648327996,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
43,25.967128925131544,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
44,26.34942246917395,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
45,26.74179284057501,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
46,27.295640669312107,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
47,28.034792004108358,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
48,28.731942921845356,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
49,28.93165550628509,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
50,28.47033108544636,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
51,27.470725298256376,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
52,26.087141525861984,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
53,24.46685506047641,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
54,22.892816084775742,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
55,21.602409332613814,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
56,20.681625718879747,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
57,20.177384613968933,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
58,20.070080531405917,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
59,20.300478987888848,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
60,20.805430289568037,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,smooth9,16,8,narrow_search,baseline_rule,30,60
30,114.60750592110763,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
31,116.98812744909834,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
32,117.66006026042568,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
33,116.26758102199558,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
34,113.3784969579275,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
35,108.96842356001235,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
36,102.572392383984,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
37,93.90311552455762,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
38,82.9552207738364,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
39,70.2137822804348,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
40,56.75820485861384,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
41,44.07412457127782,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
42,33.59907525437391,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
43,25.759420193361795,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
44,21.296432503517075,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
45,21.693702430171534,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
46,26.21627770194397,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
47,33.186790679469055,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
48,41.68456740955957,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
49,50.534216128041976,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
50,57.562486766683705,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
51,62.17670011076745,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
52,65.3815581643628,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
53,67.57124102528087,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
54,68.35734874106167,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
55,68.11924433148886,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
56,66.84955696941336,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
57,64.91189662914925,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
58,63.472849522023935,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
59,63.75034506912888,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
60,64.99443276616877,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
30,18.17112163007851,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
31,18.07474817929162,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
32,17.860332530129764,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
33,17.632177002519512,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
34,17.64684715087944,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
35,18.312481276711072,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
36,19.64196440243825,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
37,21.257009601356383,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
38,22.697832651195704,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
39,23.660655580312834,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
40,24.27953371320537,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
41,24.881859703912284,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
42,25.48821648327996,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
43,25.967128925131544,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
44,26.34942246917395,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
45,26.74179284057501,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
46,27.295640669312107,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
47,28.034792004108358,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
48,28.731942921845356,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
49,28.93165550628509,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
50,28.47033108544636,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
51,27.470725298256376,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
52,26.087141525861984,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
53,24.46685506047641,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
54,22.892816084775742,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
55,21.602409332613814,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
56,20.681625718879747,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
57,20.177384613968933,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
58,20.070080531405917,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
59,20.300478987888848,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
60,20.805430289568037,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,smooth9,16,8,narrow_search,max_score,30,60
30,114.60750592110763,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
31,116.98812744909834,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
32,117.66006026042568,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
33,116.26758102199558,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
34,113.3784969579275,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
35,108.96842356001235,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
36,102.572392383984,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
37,93.90311552455762,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
38,82.9552207738364,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
39,70.2137822804348,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
40,56.75820485861384,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
41,44.07412457127782,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
42,33.59907525437391,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
43,25.759420193361795,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
44,21.296432503517075,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
45,21.693702430171534,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
46,26.21627770194397,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
47,33.186790679469055,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
48,41.68456740955957,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
49,50.534216128041976,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
50,57.562486766683705,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
51,62.17670011076745,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
52,65.3815581643628,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
53,67.57124102528087,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
54,68.35734874106167,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
55,68.11924433148886,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
56,66.84955696941336,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
57,64.91189662914925,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
58,63.472849522023935,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
59,63.75034506912888,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
60,64.99443276616877,True,W045,H,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
30,18.17112163007851,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
31,18.07474817929162,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
32,17.860332530129764,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
33,17.632177002519512,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
34,17.64684715087944,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
35,18.312481276711072,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
36,19.64196440243825,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
37,21.257009601356383,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
38,22.697832651195704,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
39,23.660655580312834,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
40,24.27953371320537,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
41,24.881859703912284,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
42,25.48821648327996,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
43,25.967128925131544,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
44,26.34942246917395,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
45,26.74179284057501,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
46,27.295640669312107,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
47,28.034792004108358,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
48,28.731942921845356,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
49,28.93165550628509,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
50,28.47033108544636,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
51,27.470725298256376,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
52,26.087141525861984,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
53,24.46685506047641,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
54,22.892816084775742,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
55,21.602409332613814,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
56,20.681625718879747,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
57,20.177384613968933,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
58,20.070080531405917,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
59,20.300478987888848,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
60,20.805430289568037,True,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,smooth9,16,8,narrow_search,closest_anchor,30,60
30,114.60750592110763,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
31,116.98812744909834,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
32,117.66006026042568,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
33,116.26758102199558,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
34,113.3784969579275,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
35,108.96842356001235,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
36,102.572392383984,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
37,93.90311552455762,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
38,82.9552207738364,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
39,70.2137822804348,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
40,56.75820485861384,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
41,44.07412457127782,True,W045,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,smooth9,16,8,narrow_search,max_overlap,30,60
