smoothing,window_id,object,config_id,detector_scale,detector_width,band_half_width,search_mode,search_start_day,search_end_day,selection_rule,selected_peak_day,selected_peak_date,selected_window_start,selected_window_end,selected_candidate_id,candidate_rank_by_score,detector_score,distance_to_anchor,overlap_with_system_window,support_class,relation_to_system_window,detector_source,is_v9_baseline_peak,v9_baseline_peak_day,delta_from_v9_baseline,selected_peak_day_int,cluster_id
smooth9,W045,H,smooth9__wide_w24_b12__baseline_search__baseline_rule,wide,24,12,baseline_search,0,69,baseline_rule,37,5月8日,25,49,CP005,5,118.80865348219002,8.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,2,37,C02_030_048
smooth9,W045,H,smooth9__wide_w24_b12__baseline_search__max_score,wide,24,12,baseline_search,0,69,max_score,19,4月20日,7,31,CP001,1,175.35281287432264,26.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,35,-16,19,C01_017_019
smooth9,W045,H,smooth9__wide_w24_b12__baseline_search__closest_anchor,wide,24,12,baseline_search,0,69,closest_anchor,37,5月8日,25,49,CP005,5,118.80865348219002,8.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,2,37,C02_030_048
smooth9,W045,H,smooth9__wide_w24_b12__baseline_search__max_overlap,wide,24,12,baseline_search,0,69,max_overlap,37,5月8日,25,49,CP005,5,118.80865348219002,8.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,2,37,C02_030_048
smooth9,W045,H,smooth9__wide_w24_b12__wide_search__baseline_rule,wide,24,12,wide_search,0,74,baseline_rule,31,5月2日,19,43,CP003,3,154.321897719875,14.0,4.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,-4,31,C02_030_048
smooth9,W045,H,smooth9__wide_w24_b12__wide_search__max_score,wide,24,12,wide_search,0,74,max_score,19,4月20日,7,31,CP001,1,175.35281287432264,26.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,35,-16,19,C01_017_019
smooth9,W045,H,smooth9__wide_w24_b12__wide_search__closest_anchor,wide,24,12,wide_search,0,74,closest_anchor,31,5月2日,19,43,CP003,3,154.321897719875,14.0,4.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,-4,31,C02_030_048
smooth9,W045,H,smooth9__wide_w24_b12__wide_search__max_overlap,wide,24,12,wide_search,0,74,max_overlap,31,5月2日,19,43,CP003,3,154.321897719875,14.0,4.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,-4,31,C02_030_048
smooth5,W045,H,smooth5__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,30,60,baseline_rule,46,5月17日,38,54,CP005,5,22.392353160366504,1.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,35,11,46,C02_030_048
smooth5,W045,H,smooth5__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,30,60,max_score,33,5月4日,25,41,CP001,1,119.93035261128176,12.0,2.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,-2,33,C02_030_048
smooth5,W045,H,smooth5__narrow_w16_b8__narrow_search__closest_anchor,narrow,16,8,narrow_search,30,60,closest_anchor,46,5月17日,38,54,CP005,5,22.392353160366504,1.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,35,11,46,C02_030_048
smooth5,W045,H,smooth5__narrow_w16_b8__narrow_search__max_overlap,narrow,16,8,narrow_search,30,60,max_overlap,46,5月17日,38,54,CP005,5,22.392353160366504,1.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,35,11,46,C02_030_048
smooth5,W045,H,smooth5__narrow_w16_b8__baseline_search__baseline_rule,narrow,16,8,baseline_search,0,69,baseline_rule,39,5月10日,31,47,CP004,4,75.25045747639668,6.0,8.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,4,39,C02_030_048
smooth5,W045,H,smooth5__narrow_w16_b8__baseline_search__max_score,narrow,16,8,baseline_search,0,69,max_score,17,4月18日,9,25,CP001,1,155.5845144898669,28.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,35,-18,17,C01_017_019
smooth5,W045,H,smooth5__narrow_w16_b8__baseline_search__closest_anchor,narrow,16,8,baseline_search,0,69,closest_anchor,39,5月10日,31,47,CP004,4,75.25045747639668,6.0,8.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,4,39,C02_030_048
smooth5,W045,H,smooth5__narrow_w16_b8__baseline_search__max_overlap,narrow,16,8,baseline_search,0,69,max_overlap,39,5月10日,31,47,CP004,4,75.25045747639668,6.0,8.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,4,39,C02_030_048
smooth5,W045,H,smooth5__narrow_w16_b8__wide_search__baseline_rule,narrow,16,8,wide_search,0,74,baseline_rule,39,5月10日,31,47,CP005,5,75.25045747639668,6.0,8.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,4,39,C02_030_048
smooth5,W045,H,smooth5__narrow_w16_b8__wide_search__max_score,narrow,16,8,wide_search,0,74,max_score,17,4月18日,9,25,CP001,1,155.5845144898669,28.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,35,-18,17,C01_017_019
smooth5,W045,H,smooth5__narrow_w16_b8__wide_search__closest_anchor,narrow,16,8,wide_search,0,74,closest_anchor,39,5月10日,31,47,CP005,5,75.25045747639668,6.0,8.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,4,39,C02_030_048
smooth5,W045,H,smooth5__narrow_w16_b8__wide_search__max_overlap,narrow,16,8,wide_search,0,74,max_overlap,39,5月10日,31,47,CP005,5,75.25045747639668,6.0,8.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,4,39,C02_030_048
smooth5,W045,H,smooth5__baseline_w20_b10__narrow_search__baseline_rule,baseline,20,10,narrow_search,30,60,baseline_rule,48,5月19日,38,58,CP005,5,50.25526198035722,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,35,13,48,C02_030_048
smooth5,W045,H,smooth5__baseline_w20_b10__narrow_search__max_score,baseline,20,10,narrow_search,30,60,max_score,32,5月3日,22,42,CP001,1,144.08984197517006,13.0,3.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,-3,32,C02_030_048
smooth5,W045,H,smooth5__baseline_w20_b10__narrow_search__closest_anchor,baseline,20,10,narrow_search,30,60,closest_anchor,48,5月19日,38,58,CP005,5,50.25526198035722,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,35,13,48,C02_030_048
smooth5,W045,H,smooth5__baseline_w20_b10__narrow_search__max_overlap,baseline,20,10,narrow_search,30,60,max_overlap,38,5月9日,28,48,CP002,2,99.11714374032942,7.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,3,38,C02_030_048
smooth5,W045,H,smooth5__baseline_w20_b10__baseline_search__baseline_rule,baseline,20,10,baseline_search,0,69,baseline_rule,38,5月9日,28,48,CP004,4,99.11714374032942,7.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,3,38,C02_030_048
smooth5,W045,H,smooth5__baseline_w20_b10__baseline_search__max_score,baseline,20,10,baseline_search,0,69,max_score,17,4月18日,7,27,CP001,1,165.30754256613608,28.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,35,-18,17,C01_017_019
smooth5,W045,H,smooth5__baseline_w20_b10__baseline_search__closest_anchor,baseline,20,10,baseline_search,0,69,closest_anchor,38,5月9日,28,48,CP004,4,99.11714374032942,7.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,3,38,C02_030_048
smooth5,W045,H,smooth5__baseline_w20_b10__baseline_search__max_overlap,baseline,20,10,baseline_search,0,69,max_overlap,38,5月9日,28,48,CP004,4,99.11714374032942,7.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,3,38,C02_030_048
smooth5,W045,H,smooth5__baseline_w20_b10__wide_search__baseline_rule,baseline,20,10,wide_search,0,74,baseline_rule,38,5月9日,28,48,CP005,5,99.11714374032942,7.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,3,38,C02_030_048
smooth5,W045,H,smooth5__baseline_w20_b10__wide_search__max_score,baseline,20,10,wide_search,0,74,max_score,17,4月18日,7,27,CP001,1,165.30754256613608,28.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,35,-18,17,C01_017_019
smooth5,W045,H,smooth5__baseline_w20_b10__wide_search__closest_anchor,baseline,20,10,wide_search,0,74,closest_anchor,38,5月9日,28,48,CP005,5,99.11714374032942,7.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,3,38,C02_030_048
smooth5,W045,H,smooth5__baseline_w20_b10__wide_search__max_overlap,baseline,20,10,wide_search,0,74,max_overlap,38,5月9日,28,48,CP005,5,99.11714374032942,7.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,3,38,C02_030_048
smooth5,W045,H,smooth5__wide_w24_b12__narrow_search__baseline_rule,wide,24,12,narrow_search,30,60,baseline_rule,42,5月13日,30,54,CP005,5,63.34918956924305,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,35,7,42,C02_030_048
smooth5,W045,H,smooth5__wide_w24_b12__narrow_search__max_score,wide,24,12,narrow_search,30,60,max_score,30,5月1日,18,42,CP001,1,158.53654637319156,15.0,3.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,-5,30,C02_030_048
smooth5,W045,H,smooth5__wide_w24_b12__narrow_search__closest_anchor,wide,24,12,narrow_search,30,60,closest_anchor,42,5月13日,30,54,CP005,5,63.34918956924305,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,35,7,42,C02_030_048
smooth5,W045,H,smooth5__wide_w24_b12__narrow_search__max_overlap,wide,24,12,narrow_search,30,60,max_overlap,36,5月7日,24,48,CP002,2,131.93328229040378,9.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,1,36,C02_030_048
smooth5,W045,H,smooth5__wide_w24_b12__baseline_search__baseline_rule,wide,24,12,baseline_search,0,69,baseline_rule,36,5月7日,24,48,CP004,4,131.93328229040378,9.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,1,36,C02_030_048
smooth5,W045,H,smooth5__wide_w24_b12__baseline_search__max_score,wide,24,12,baseline_search,0,69,max_score,17,4月18日,5,29,CP001,1,179.81944307173856,28.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,35,-18,17,C01_017_019
smooth5,W045,H,smooth5__wide_w24_b12__baseline_search__closest_anchor,wide,24,12,baseline_search,0,69,closest_anchor,36,5月7日,24,48,CP004,4,131.93328229040378,9.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,1,36,C02_030_048
smooth5,W045,H,smooth5__wide_w24_b12__baseline_search__max_overlap,wide,24,12,baseline_search,0,69,max_overlap,36,5月7日,24,48,CP004,4,131.93328229040378,9.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,1,36,C02_030_048
smooth5,W045,H,smooth5__wide_w24_b12__wide_search__baseline_rule,wide,24,12,wide_search,0,74,baseline_rule,36,5月7日,24,48,CP005,5,131.93328229040378,9.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,1,36,C02_030_048
smooth5,W045,H,smooth5__wide_w24_b12__wide_search__max_score,wide,24,12,wide_search,0,74,max_score,17,4月18日,5,29,CP001,1,179.81944307173856,28.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,35,-18,17,C01_017_019
smooth5,W045,H,smooth5__wide_w24_b12__wide_search__closest_anchor,wide,24,12,wide_search,0,74,closest_anchor,36,5月7日,24,48,CP005,5,131.93328229040378,9.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,1,36,C02_030_048
smooth5,W045,H,smooth5__wide_w24_b12__wide_search__max_overlap,wide,24,12,wide_search,0,74,max_overlap,36,5月7日,24,48,CP005,5,131.93328229040378,9.0,9.0,candidate_window,front_or_early,local_prepost_contrast_score,False,35,1,36,C02_030_048
smooth9,W045,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,30,60,baseline_rule,43,5月14日,35,51,CP002,2,25.967128925131544,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,30,60,max_score,49,5月20日,41,57,CP001,1,28.93165550628509,4.0,8.0,candidate_window,late_or_post,local_prepost_contrast_score,False,41,8,49,C02_048_049
smooth9,W045,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,narrow,16,8,narrow_search,30,60,closest_anchor,43,5月14日,35,51,CP002,2,25.967128925131544,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__narrow_w16_b8__narrow_search__max_overlap,narrow,16,8,narrow_search,30,60,max_overlap,43,5月14日,35,51,CP002,2,25.967128925131544,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__narrow_w16_b8__baseline_search__baseline_rule,narrow,16,8,baseline_search,0,69,baseline_rule,43,5月14日,35,51,CP004,4,25.967128925131544,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__narrow_w16_b8__baseline_search__max_score,narrow,16,8,baseline_search,0,69,max_score,69,6月9日,61,74,CP001,1,30.27731467141755,24.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,28,69,C03_069_069
smooth9,W045,Jw,smooth9__narrow_w16_b8__baseline_search__closest_anchor,narrow,16,8,baseline_search,0,69,closest_anchor,43,5月14日,35,51,CP004,4,25.967128925131544,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__narrow_w16_b8__baseline_search__max_overlap,narrow,16,8,baseline_search,0,69,max_overlap,43,5月14日,35,51,CP004,4,25.967128925131544,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__narrow_w16_b8__wide_search__baseline_rule,narrow,16,8,wide_search,0,74,baseline_rule,43,5月14日,35,51,CP005,5,25.967128925131544,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__narrow_w16_b8__wide_search__max_score,narrow,16,8,wide_search,0,74,max_score,74,6月14日,66,74,CP001,1,34.429880967441264,29.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,33,74,C04_074_074
smooth9,W045,Jw,smooth9__narrow_w16_b8__wide_search__closest_anchor,narrow,16,8,wide_search,0,74,closest_anchor,43,5月14日,35,51,CP005,5,25.967128925131544,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__narrow_w16_b8__wide_search__max_overlap,narrow,16,8,wide_search,0,74,max_overlap,43,5月14日,35,51,CP005,5,25.967128925131544,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__baseline_w20_b10__narrow_search__baseline_rule,baseline,20,10,narrow_search,30,60,baseline_rule,43,5月14日,33,53,CP002,2,30.65474315965464,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__baseline_w20_b10__narrow_search__max_score,baseline,20,10,narrow_search,30,60,max_score,49,5月20日,39,59,CP001,1,32.634521793032185,4.0,9.0,candidate_window,late_or_post,local_prepost_contrast_score,False,41,8,49,C02_048_049
smooth9,W045,Jw,smooth9__baseline_w20_b10__narrow_search__closest_anchor,baseline,20,10,narrow_search,30,60,closest_anchor,43,5月14日,33,53,CP002,2,30.65474315965464,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__baseline_w20_b10__narrow_search__max_overlap,baseline,20,10,narrow_search,30,60,max_overlap,49,5月20日,39,59,CP001,1,32.634521793032185,4.0,9.0,candidate_window,late_or_post,local_prepost_contrast_score,False,41,8,49,C02_048_049
smooth9,W045,Jw,smooth9__baseline_w20_b10__baseline_search__baseline_rule,baseline,20,10,baseline_search,0,69,baseline_rule,41,5月12日,31,51,CP001,1,11.770966007882706,4.0,9.0,candidate_window,within_system_window,v9_original_candidates,True,41,0,41,C01_041_043
smooth9,W045,Jw,smooth9__baseline_w20_b10__baseline_search__max_score,baseline,20,10,baseline_search,0,69,max_score,69,6月9日,59,74,CP001,1,36.71228302715544,24.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,28,69,C03_069_069
smooth9,W045,Jw,smooth9__baseline_w20_b10__baseline_search__closest_anchor,baseline,20,10,baseline_search,0,69,closest_anchor,43,5月14日,33,53,CP003,3,30.65474315965464,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__baseline_w20_b10__baseline_search__max_overlap,baseline,20,10,baseline_search,0,69,max_overlap,49,5月20日,39,59,CP002,2,32.634521793032185,4.0,9.0,candidate_window,late_or_post,local_prepost_contrast_score,False,41,8,49,C02_048_049
smooth9,W045,Jw,smooth9__baseline_w20_b10__wide_search__baseline_rule,baseline,20,10,wide_search,0,74,baseline_rule,43,5月14日,33,53,CP004,4,30.65474315965464,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__baseline_w20_b10__wide_search__max_score,baseline,20,10,wide_search,0,74,max_score,74,6月14日,64,74,CP001,1,40.97759154648016,29.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,33,74,C04_074_074
smooth9,W045,Jw,smooth9__baseline_w20_b10__wide_search__closest_anchor,baseline,20,10,wide_search,0,74,closest_anchor,43,5月14日,33,53,CP004,4,30.65474315965464,2.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,2,43,C01_041_043
smooth9,W045,Jw,smooth9__baseline_w20_b10__wide_search__max_overlap,baseline,20,10,wide_search,0,74,max_overlap,49,5月20日,39,59,CP003,3,32.634521793032185,4.0,9.0,candidate_window,late_or_post,local_prepost_contrast_score,False,41,8,49,C02_048_049
smooth9,W045,Jw,smooth9__wide_w24_b12__narrow_search__baseline_rule,wide,24,12,narrow_search,30,60,baseline_rule,48,5月19日,36,60,CP001,1,36.57440623518438,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth9,W045,Jw,smooth9__wide_w24_b12__narrow_search__max_score,wide,24,12,narrow_search,30,60,max_score,48,5月19日,36,60,CP001,1,36.57440623518438,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth9,W045,Jw,smooth9__wide_w24_b12__narrow_search__closest_anchor,wide,24,12,narrow_search,30,60,closest_anchor,48,5月19日,36,60,CP001,1,36.57440623518438,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth9,W045,Jw,smooth9__wide_w24_b12__narrow_search__max_overlap,wide,24,12,narrow_search,30,60,max_overlap,48,5月19日,36,60,CP001,1,36.57440623518438,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth9,W045,Jw,smooth9__wide_w24_b12__baseline_search__baseline_rule,wide,24,12,baseline_search,0,69,baseline_rule,48,5月19日,36,60,CP002,2,36.57440623518438,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth9,W045,Jw,smooth9__wide_w24_b12__baseline_search__max_score,wide,24,12,baseline_search,0,69,max_score,69,6月9日,57,74,CP001,1,42.84993213474364,24.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,28,69,C03_069_069
