window_id,object,config_id,smoothing,detector_width,band_half_width,search_mode,selection_rule,search_start_day,search_end_day,n_local_peaks,top1_day,top1_score,top2_day,top2_score,top1_top2_gap,top1_top2_relative_gap,score_plateau_width,boundary_peak_flag,landscape_type,unavailable_reason
W045,H,smooth5__wide_w24_b12__narrow_search__baseline_rule,smooth5,24,12,narrow_search,baseline_rule,30,60,2,30,158.53654637319156,57,98.16918352775104,60.36736284544051,0.3807788439098267,4,True,EDGE_PEAK,
W045,Jw,smooth5__wide_w24_b12__narrow_search__baseline_rule,smooth5,24,12,narrow_search,baseline_rule,30,60,2,48,37.775697423241084,60,31.687653452534484,6.0880439707066,0.16116298006349972,8,False,MULTI_LOCAL_PEAK,
W045,H,smooth5__wide_w24_b12__narrow_search__max_score,smooth5,24,12,narrow_search,max_score,30,60,2,30,158.53654637319156,57,98.16918352775104,60.36736284544051,0.3807788439098267,4,True,EDGE_PEAK,
W045,Jw,smooth5__wide_w24_b12__narrow_search__max_score,smooth5,24,12,narrow_search,max_score,30,60,2,48,37.775697423241084,60,31.687653452534484,6.0880439707066,0.16116298006349972,8,False,MULTI_LOCAL_PEAK,
W045,H,smooth5__wide_w24_b12__narrow_search__closest_anchor,smooth5,24,12,narrow_search,closest_anchor,30,60,2,30,158.53654637319156,57,98.16918352775104,60.36736284544051,0.3807788439098267,4,True,EDGE_PEAK,
W045,Jw,smooth5__wide_w24_b12__narrow_search__closest_anchor,smooth5,24,12,narrow_search,closest_anchor,30,60,2,48,37.775697423241084,60,31.687653452534484,6.0880439707066,0.16116298006349972,8,False,MULTI_LOCAL_PEAK,
W045,H,smooth5__wide_w24_b12__narrow_search__max_overlap,smooth5,24,12,narrow_search,max_overlap,30,60,2,30,158.53654637319156,57,98.16918352775104,60.36736284544051,0.3807788439098267,4,True,EDGE_PEAK,
W045,Jw,smooth5__wide_w24_b12__narrow_search__max_overlap,smooth5,24,12,narrow_search,max_overlap,30,60,2,48,37.775697423241084,60,31.687653452534484,6.0880439707066,0.16116298006349972,8,False,MULTI_LOCAL_PEAK,
W045,H,smooth5__wide_w24_b12__baseline_search__baseline_rule,smooth5,24,12,baseline_search,baseline_rule,0,69,4,17,179.81944307173856,30,158.53654637319156,21.282896698547006,0.11835703823226859,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__wide_w24_b12__baseline_search__baseline_rule,smooth5,24,12,baseline_search,baseline_rule,0,69,3,69,43.41130553745765,48,37.775697423241084,5.635608114216566,0.12981890418738629,2,True,EDGE_PEAK,
W045,H,smooth5__wide_w24_b12__baseline_search__max_score,smooth5,24,12,baseline_search,max_score,0,69,4,17,179.81944307173856,30,158.53654637319156,21.282896698547006,0.11835703823226859,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__wide_w24_b12__baseline_search__max_score,smooth5,24,12,baseline_search,max_score,0,69,3,69,43.41130553745765,48,37.775697423241084,5.635608114216566,0.12981890418738629,2,True,EDGE_PEAK,
W045,H,smooth5__wide_w24_b12__baseline_search__closest_anchor,smooth5,24,12,baseline_search,closest_anchor,0,69,4,17,179.81944307173856,30,158.53654637319156,21.282896698547006,0.11835703823226859,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__wide_w24_b12__baseline_search__closest_anchor,smooth5,24,12,baseline_search,closest_anchor,0,69,3,69,43.41130553745765,48,37.775697423241084,5.635608114216566,0.12981890418738629,2,True,EDGE_PEAK,
W045,H,smooth5__wide_w24_b12__baseline_search__max_overlap,smooth5,24,12,baseline_search,max_overlap,0,69,4,17,179.81944307173856,30,158.53654637319156,21.282896698547006,0.11835703823226859,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__wide_w24_b12__baseline_search__max_overlap,smooth5,24,12,baseline_search,max_overlap,0,69,3,69,43.41130553745765,48,37.775697423241084,5.635608114216566,0.12981890418738629,2,True,EDGE_PEAK,
W045,H,smooth5__wide_w24_b12__wide_search__baseline_rule,smooth5,24,12,wide_search,baseline_rule,0,74,4,17,179.81944307173856,30,158.53654637319156,21.282896698547006,0.11835703823226859,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__wide_w24_b12__wide_search__baseline_rule,smooth5,24,12,wide_search,baseline_rule,0,74,3,74,47.556684451648096,48,37.775697423241084,9.780987028407012,0.20567007858488434,4,True,EDGE_PEAK,
W045,H,smooth5__wide_w24_b12__wide_search__max_score,smooth5,24,12,wide_search,max_score,0,74,4,17,179.81944307173856,30,158.53654637319156,21.282896698547006,0.11835703823226859,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__wide_w24_b12__wide_search__max_score,smooth5,24,12,wide_search,max_score,0,74,3,74,47.556684451648096,48,37.775697423241084,9.780987028407012,0.20567007858488434,4,True,EDGE_PEAK,
W045,H,smooth5__wide_w24_b12__wide_search__closest_anchor,smooth5,24,12,wide_search,closest_anchor,0,74,4,17,179.81944307173856,30,158.53654637319156,21.282896698547006,0.11835703823226859,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__wide_w24_b12__wide_search__closest_anchor,smooth5,24,12,wide_search,closest_anchor,0,74,3,74,47.556684451648096,48,37.775697423241084,9.780987028407012,0.20567007858488434,4,True,EDGE_PEAK,
W045,H,smooth5__wide_w24_b12__wide_search__max_overlap,smooth5,24,12,wide_search,max_overlap,0,74,4,17,179.81944307173856,30,158.53654637319156,21.282896698547006,0.11835703823226859,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__wide_w24_b12__wide_search__max_overlap,smooth5,24,12,wide_search,max_overlap,0,74,3,74,47.556684451648096,48,37.775697423241084,9.780987028407012,0.20567007858488434,4,True,EDGE_PEAK,
