point_id,replicate_id,replicate_kind,point_day,nearest_peak_day,day_offset
RP003,153,bootstrap,113,111.0,-2.0
RP003,154,bootstrap,113,112.0,-1.0
RP003,155,bootstrap,113,113.0,0.0
RP003,156,bootstrap,113,115.0,2.0
RP003,157,bootstrap,113,111.0,-2.0
RP003,158,bootstrap,113,112.0,-1.0
RP003,159,bootstrap,113,110.0,-3.0
RP003,160,bootstrap,113,114.0,1.0
RP003,161,bootstrap,113,114.0,1.0
RP003,162,bootstrap,113,111.0,-2.0
RP003,163,bootstrap,113,111.0,-2.0
RP003,164,bootstrap,113,109.0,-4.0
RP003,165,bootstrap,113,112.0,-1.0
RP003,166,bootstrap,113,114.0,1.0
RP003,167,bootstrap,113,113.0,0.0
RP003,168,bootstrap,113,115.0,2.0
RP003,169,bootstrap,113,111.0,-2.0
RP003,171,bootstrap,113,113.0,0.0
RP003,172,bootstrap,113,114.0,1.0
RP003,173,bootstrap,113,115.0,2.0
RP003,174,bootstrap,113,113.0,0.0
RP003,175,bootstrap,113,114.0,1.0
RP003,176,bootstrap,113,115.0,2.0
RP003,177,bootstrap,113,114.0,1.0
RP003,178,bootstrap,113,113.0,0.0
RP003,179,bootstrap,113,114.0,1.0
RP003,180,bootstrap,113,112.0,-1.0
RP003,181,bootstrap,113,112.0,-1.0
RP003,182,bootstrap,113,114.0,1.0
RP003,183,bootstrap,113,112.0,-1.0
RP003,184,bootstrap,113,112.0,-1.0
RP003,185,bootstrap,113,113.0,0.0
RP003,186,bootstrap,113,117.0,4.0
RP003,187,bootstrap,113,114.0,1.0
RP003,188,bootstrap,113,112.0,-1.0
RP003,189,bootstrap,113,114.0,1.0
RP003,190,bootstrap,113,114.0,1.0
RP003,191,bootstrap,113,113.0,0.0
RP003,192,bootstrap,113,114.0,1.0
RP003,193,bootstrap,113,112.0,-1.0
RP003,194,bootstrap,113,114.0,1.0
RP003,195,bootstrap,113,111.0,-2.0
RP003,196,bootstrap,113,109.0,-4.0
RP003,197,bootstrap,113,112.0,-1.0
RP003,198,bootstrap,113,114.0,1.0
RP003,199,bootstrap,113,114.0,1.0
RP004,1,bootstrap,135,133.0,-2.0
RP004,2,bootstrap,135,132.0,-3.0
RP004,3,bootstrap,135,137.0,2.0
RP004,4,bootstrap,135,137.0,2.0
RP004,5,bootstrap,135,139.0,4.0
RP004,6,bootstrap,135,137.0,2.0
RP004,8,bootstrap,135,136.0,1.0
RP004,9,bootstrap,135,137.0,2.0
RP004,11,bootstrap,135,135.0,0.0
RP004,15,bootstrap,135,131.0,-4.0
RP004,17,bootstrap,135,137.0,2.0
RP004,18,bootstrap,135,135.0,0.0
RP004,19,bootstrap,135,136.0,1.0
RP004,21,bootstrap,135,132.0,-3.0
RP004,22,bootstrap,135,132.0,-3.0
RP004,24,bootstrap,135,132.0,-3.0
RP004,27,bootstrap,135,135.0,0.0
RP004,31,bootstrap,135,131.0,-4.0
RP004,33,bootstrap,135,135.0,0.0
RP004,34,bootstrap,135,138.0,3.0
RP004,38,bootstrap,135,133.0,-2.0
RP004,40,bootstrap,135,134.0,-1.0
RP004,41,bootstrap,135,136.0,1.0
RP004,42,bootstrap,135,133.0,-2.0
RP004,44,bootstrap,135,138.0,3.0
RP004,46,bootstrap,135,135.0,0.0
RP004,50,bootstrap,135,132.0,-3.0
RP004,51,bootstrap,135,132.0,-3.0
RP004,53,bootstrap,135,131.0,-4.0
RP004,54,bootstrap,135,137.0,2.0
RP004,55,bootstrap,135,133.0,-2.0
RP004,56,bootstrap,135,132.0,-3.0
RP004,57,bootstrap,135,135.0,0.0
RP004,58,bootstrap,135,131.0,-4.0
RP004,59,bootstrap,135,137.0,2.0
RP004,60,bootstrap,135,138.0,3.0
RP004,61,bootstrap,135,132.0,-3.0
RP004,63,bootstrap,135,136.0,1.0
RP004,65,bootstrap,135,135.0,0.0
RP004,66,bootstrap,135,136.0,1.0
RP004,67,bootstrap,135,138.0,3.0
RP004,68,bootstrap,135,131.0,-4.0
RP004,71,bootstrap,135,133.0,-2.0
RP004,72,bootstrap,135,136.0,1.0
RP004,73,bootstrap,135,133.0,-2.0
RP004,74,bootstrap,135,135.0,0.0
RP004,75,bootstrap,135,136.0,1.0
RP004,80,bootstrap,135,131.0,-4.0
RP004,81,bootstrap,135,137.0,2.0
RP004,83,bootstrap,135,132.0,-3.0
RP004,84,bootstrap,135,136.0,1.0
RP004,85,bootstrap,135,133.0,-2.0
RP004,87,bootstrap,135,132.0,-3.0
RP004,89,bootstrap,135,133.0,-2.0
RP004,91,bootstrap,135,131.0,-4.0
RP004,92,bootstrap,135,136.0,1.0
RP004,93,bootstrap,135,133.0,-2.0
RP004,95,bootstrap,135,136.0,1.0
RP004,96,bootstrap,135,135.0,0.0
RP004,97,bootstrap,135,134.0,-1.0
RP004,98,bootstrap,135,136.0,1.0
RP004,100,bootstrap,135,137.0,2.0
RP004,101,bootstrap,135,138.0,3.0
RP004,102,bootstrap,135,136.0,1.0
RP004,103,bootstrap,135,132.0,-3.0
RP004,104,bootstrap,135,131.0,-4.0
RP004,105,bootstrap,135,134.0,-1.0
RP004,106,bootstrap,135,138.0,3.0
RP004,107,bootstrap,135,134.0,-1.0
RP004,114,bootstrap,135,136.0,1.0
RP004,116,bootstrap,135,135.0,0.0
RP004,118,bootstrap,135,133.0,-2.0
RP004,120,bootstrap,135,131.0,-4.0
RP004,122,bootstrap,135,135.0,0.0
RP004,125,bootstrap,135,134.0,-1.0
RP004,127,bootstrap,135,132.0,-3.0
RP004,128,bootstrap,135,132.0,-3.0
RP004,130,bootstrap,135,132.0,-3.0
RP004,132,bootstrap,135,132.0,-3.0
RP004,133,bootstrap,135,134.0,-1.0
RP004,136,bootstrap,135,133.0,-2.0
RP004,138,bootstrap,135,134.0,-1.0
RP004,139,bootstrap,135,138.0,3.0
RP004,141,bootstrap,135,136.0,1.0
RP004,142,bootstrap,135,134.0,-1.0
RP004,143,bootstrap,135,136.0,1.0
RP004,144,bootstrap,135,136.0,1.0
RP004,146,bootstrap,135,136.0,1.0
RP004,147,bootstrap,135,131.0,-4.0
RP004,148,bootstrap,135,137.0,2.0
RP004,149,bootstrap,135,134.0,-1.0
RP004,150,bootstrap,135,131.0,-4.0
RP004,152,bootstrap,135,134.0,-1.0
RP004,154,bootstrap,135,133.0,-2.0
RP004,155,bootstrap,135,135.0,0.0
RP004,158,bootstrap,135,132.0,-3.0
RP004,160,bootstrap,135,132.0,-3.0
RP004,161,bootstrap,135,136.0,1.0
RP004,163,bootstrap,135,137.0,2.0
RP004,164,bootstrap,135,131.0,-4.0
RP004,165,bootstrap,135,131.0,-4.0
RP004,166,bootstrap,135,138.0,3.0
RP004,167,bootstrap,135,131.0,-4.0
RP004,168,bootstrap,135,137.0,2.0
RP004,170,bootstrap,135,137.0,2.0
RP004,171,bootstrap,135,132.0,-3.0
RP004,172,bootstrap,135,136.0,1.0
RP004,174,bootstrap,135,132.0,-3.0
RP004,175,bootstrap,135,138.0,3.0
RP004,176,bootstrap,135,138.0,3.0
RP004,178,bootstrap,135,131.0,-4.0
RP004,179,bootstrap,135,131.0,-4.0
RP004,180,bootstrap,135,135.0,0.0
RP004,181,bootstrap,135,136.0,1.0
RP004,186,bootstrap,135,135.0,0.0
RP004,187,bootstrap,135,134.0,-1.0
RP004,188,bootstrap,135,136.0,1.0
RP004,189,bootstrap,135,136.0,1.0
RP004,192,bootstrap,135,133.0,-2.0
RP004,195,bootstrap,135,136.0,1.0
RP004,197,bootstrap,135,136.0,1.0
RP004,198,bootstrap,135,132.0,-3.0
RP005,0,bootstrap,160,163.0,3.0
RP005,1,bootstrap,160,161.0,1.0
RP005,2,bootstrap,160,159.0,-1.0
RP005,3,bootstrap,160,161.0,1.0
RP005,4,bootstrap,160,163.0,3.0
RP005,5,bootstrap,160,158.0,-2.0
RP005,6,bootstrap,160,161.0,1.0
RP005,7,bootstrap,160,164.0,4.0
RP005,8,bootstrap,160,160.0,0.0
RP005,9,bootstrap,160,156.0,-4.0
RP005,10,bootstrap,160,162.0,2.0
RP005,11,bootstrap,160,161.0,1.0
RP005,12,bootstrap,160,161.0,1.0
RP005,13,bootstrap,160,162.0,2.0
RP005,15,bootstrap,160,160.0,0.0
RP005,16,bootstrap,160,156.0,-4.0
RP005,17,bootstrap,160,164.0,4.0
RP005,18,bootstrap,160,161.0,1.0
RP005,19,bootstrap,160,159.0,-1.0
RP005,20,bootstrap,160,159.0,-1.0
RP005,21,bootstrap,160,162.0,2.0
RP005,22,bootstrap,160,160.0,0.0
RP005,23,bootstrap,160,162.0,2.0
RP005,24,bootstrap,160,161.0,1.0
RP005,25,bootstrap,160,156.0,-4.0
RP005,26,bootstrap,160,161.0,1.0
RP005,27,bootstrap,160,162.0,2.0
RP005,28,bootstrap,160,162.0,2.0
RP005,29,bootstrap,160,159.0,-1.0
RP005,30,bootstrap,160,161.0,1.0
RP005,31,bootstrap,160,161.0,1.0
RP005,32,bootstrap,160,162.0,2.0
RP005,33,bootstrap,160,160.0,0.0
RP005,34,bootstrap,160,161.0,1.0
RP005,35,bootstrap,160,158.0,-2.0
RP005,36,bootstrap,160,159.0,-1.0
RP005,37,bootstrap,160,163.0,3.0
RP005,38,bootstrap,160,161.0,1.0
RP005,39,bootstrap,160,157.0,-3.0
RP005,40,bootstrap,160,161.0,1.0
RP005,41,bootstrap,160,162.0,2.0
RP005,42,bootstrap,160,161.0,1.0
RP005,43,bootstrap,160,162.0,2.0
RP005,44,bootstrap,160,163.0,3.0
RP005,45,bootstrap,160,163.0,3.0
RP005,46,bootstrap,160,161.0,1.0
RP005,48,bootstrap,160,160.0,0.0
RP005,49,bootstrap,160,162.0,2.0
RP005,50,bootstrap,160,161.0,1.0
RP005,51,bootstrap,160,161.0,1.0
RP005,52,bootstrap,160,162.0,2.0
RP005,53,bootstrap,160,161.0,1.0
RP005,54,bootstrap,160,160.0,0.0
RP005,55,bootstrap,160,162.0,2.0
RP005,59,bootstrap,160,156.0,-4.0
RP005,60,bootstrap,160,158.0,-2.0
RP005,61,bootstrap,160,161.0,1.0
RP005,62,bootstrap,160,158.0,-2.0
RP005,63,bootstrap,160,159.0,-1.0
RP005,64,bootstrap,160,158.0,-2.0
RP005,65,bootstrap,160,160.0,0.0
RP005,66,bootstrap,160,159.0,-1.0
RP005,67,bootstrap,160,160.0,0.0
RP005,68,bootstrap,160,159.0,-1.0
RP005,69,bootstrap,160,160.0,0.0
RP005,70,bootstrap,160,160.0,0.0
RP005,71,bootstrap,160,164.0,4.0
RP005,72,bootstrap,160,162.0,2.0
RP005,73,bootstrap,160,161.0,1.0
RP005,74,bootstrap,160,158.0,-2.0
RP005,75,bootstrap,160,160.0,0.0
RP005,76,bootstrap,160,159.0,-1.0
RP005,77,bootstrap,160,161.0,1.0
RP005,78,bootstrap,160,158.0,-2.0
RP005,79,bootstrap,160,160.0,0.0
RP005,82,bootstrap,160,161.0,1.0
RP005,84,bootstrap,160,159.0,-1.0
RP005,85,bootstrap,160,159.0,-1.0
RP005,86,bootstrap,160,160.0,0.0
RP005,87,bootstrap,160,157.0,-3.0
RP005,88,bootstrap,160,160.0,0.0
RP005,89,bootstrap,160,162.0,2.0
RP005,90,bootstrap,160,163.0,3.0
RP005,91,bootstrap,160,162.0,2.0
RP005,92,bootstrap,160,160.0,0.0
RP005,93,bootstrap,160,163.0,3.0
RP005,94,bootstrap,160,157.0,-3.0
RP005,95,bootstrap,160,162.0,2.0
RP005,96,bootstrap,160,161.0,1.0
RP005,97,bootstrap,160,161.0,1.0
RP005,98,bootstrap,160,160.0,0.0
RP005,99,bootstrap,160,158.0,-2.0
RP005,100,bootstrap,160,161.0,1.0
RP005,101,bootstrap,160,158.0,-2.0
RP005,102,bootstrap,160,157.0,-3.0
RP005,103,bootstrap,160,162.0,2.0
RP005,104,bootstrap,160,159.0,-1.0
RP005,105,bootstrap,160,162.0,2.0
RP005,106,bootstrap,160,158.0,-2.0
RP005,108,bootstrap,160,158.0,-2.0
RP005,109,bootstrap,160,164.0,4.0
RP005,111,bootstrap,160,159.0,-1.0
RP005,113,bootstrap,160,161.0,1.0
RP005,114,bootstrap,160,160.0,0.0
RP005,115,bootstrap,160,162.0,2.0
RP005,116,bootstrap,160,161.0,1.0
RP005,117,bootstrap,160,160.0,0.0
RP005,119,bootstrap,160,158.0,-2.0
RP005,121,bootstrap,160,164.0,4.0
RP005,123,bootstrap,160,160.0,0.0
RP005,124,bootstrap,160,159.0,-1.0
RP005,125,bootstrap,160,164.0,4.0
RP005,126,bootstrap,160,161.0,1.0
RP005,129,bootstrap,160,161.0,1.0
RP005,130,bootstrap,160,159.0,-1.0
RP005,131,bootstrap,160,162.0,2.0
RP005,132,bootstrap,160,160.0,0.0
RP005,133,bootstrap,160,158.0,-2.0
RP005,135,bootstrap,160,161.0,1.0
RP005,136,bootstrap,160,160.0,0.0
RP005,137,bootstrap,160,158.0,-2.0
RP005,138,bootstrap,160,160.0,0.0
RP005,139,bootstrap,160,158.0,-2.0
RP005,140,bootstrap,160,158.0,-2.0
RP005,141,bootstrap,160,161.0,1.0
RP005,143,bootstrap,160,160.0,0.0
RP005,144,bootstrap,160,160.0,0.0
RP005,145,bootstrap,160,161.0,1.0
RP005,146,bootstrap,160,157.0,-3.0
RP005,147,bootstrap,160,156.0,-4.0
RP005,148,bootstrap,160,159.0,-1.0
RP005,149,bootstrap,160,156.0,-4.0
RP005,151,bootstrap,160,160.0,0.0
RP005,152,bootstrap,160,162.0,2.0
RP005,153,bootstrap,160,158.0,-2.0
RP005,154,bootstrap,160,163.0,3.0
RP005,155,bootstrap,160,162.0,2.0
RP005,157,bootstrap,160,158.0,-2.0
RP005,158,bootstrap,160,162.0,2.0
RP005,159,bootstrap,160,157.0,-3.0
RP005,160,bootstrap,160,162.0,2.0
RP005,161,bootstrap,160,157.0,-3.0
RP005,162,bootstrap,160,160.0,0.0
RP005,163,bootstrap,160,156.0,-4.0
RP005,164,bootstrap,160,156.0,-4.0
RP005,165,bootstrap,160,160.0,0.0
RP005,166,bootstrap,160,161.0,1.0
RP005,167,bootstrap,160,158.0,-2.0
RP005,168,bootstrap,160,161.0,1.0
RP005,169,bootstrap,160,162.0,2.0
RP005,170,bootstrap,160,161.0,1.0
RP005,171,bootstrap,160,158.0,-2.0
RP005,172,bootstrap,160,161.0,1.0
RP005,173,bootstrap,160,159.0,-1.0
RP005,174,bootstrap,160,161.0,1.0
RP005,175,bootstrap,160,158.0,-2.0
RP005,176,bootstrap,160,162.0,2.0
RP005,177,bootstrap,160,159.0,-1.0
RP005,179,bootstrap,160,159.0,-1.0
RP005,180,bootstrap,160,160.0,0.0
RP005,181,bootstrap,160,162.0,2.0
RP005,182,bootstrap,160,161.0,1.0
RP005,183,bootstrap,160,158.0,-2.0
RP005,184,bootstrap,160,161.0,1.0
RP005,185,bootstrap,160,160.0,0.0
RP005,186,bootstrap,160,164.0,4.0
RP005,187,bootstrap,160,160.0,0.0
RP005,188,bootstrap,160,160.0,0.0
RP005,189,bootstrap,160,158.0,-2.0
RP005,190,bootstrap,160,160.0,0.0
RP005,191,bootstrap,160,159.0,-1.0
RP005,192,bootstrap,160,161.0,1.0
RP005,194,bootstrap,160,161.0,1.0
RP005,195,bootstrap,160,158.0,-2.0
RP005,196,bootstrap,160,158.0,-2.0
RP005,198,bootstrap,160,161.0,1.0
RP005,199,bootstrap,160,161.0,1.0
