bootstrap_id,raw_profile_return_day,raw_matched,shape_pattern_return_day,shape_matched,delta_raw_minus_shape,both_matched
255,47.0,True,35.0,True,12.0,True
256,45.0,True,34.0,True,11.0,True
257,49.0,True,35.0,True,14.0,True
258,44.0,True,33.0,True,11.0,True
259,49.0,True,34.0,True,15.0,True
260,47.0,True,33.0,True,14.0,True
261,45.0,True,,False,,False
262,46.0,True,33.0,True,13.0,True
263,48.0,True,34.0,True,14.0,True
264,45.0,True,32.0,True,13.0,True
265,48.0,True,34.0,True,14.0,True
266,47.0,True,31.0,True,16.0,True
267,45.0,True,33.0,True,12.0,True
268,43.0,True,29.0,True,14.0,True
269,46.0,True,33.0,True,13.0,True
270,46.0,True,33.0,True,13.0,True
271,46.0,True,32.0,True,14.0,True
272,46.0,True,36.0,True,10.0,True
273,48.0,True,34.0,True,14.0,True
274,46.0,True,32.0,True,14.0,True
275,45.0,True,33.0,True,12.0,True
276,45.0,True,33.0,True,12.0,True
277,46.0,True,36.0,True,10.0,True
278,46.0,True,32.0,True,14.0,True
279,45.0,True,34.0,True,11.0,True
280,44.0,True,33.0,True,11.0,True
281,45.0,True,28.0,True,17.0,True
282,45.0,True,34.0,True,11.0,True
283,46.0,True,33.0,True,13.0,True
284,46.0,True,,False,,False
285,46.0,True,33.0,True,13.0,True
286,45.0,True,34.0,True,11.0,True
287,46.0,True,32.0,True,14.0,True
288,48.0,True,,False,,False
289,48.0,True,33.0,True,15.0,True
290,46.0,True,34.0,True,12.0,True
291,46.0,True,33.0,True,13.0,True
292,49.0,True,34.0,True,15.0,True
293,44.0,True,31.0,True,13.0,True
294,45.0,True,32.0,True,13.0,True
295,48.0,True,33.0,True,15.0,True
296,43.0,True,32.0,True,11.0,True
297,47.0,True,34.0,True,13.0,True
298,43.0,True,,False,,False
299,49.0,True,30.0,True,19.0,True
300,47.0,True,36.0,True,11.0,True
301,45.0,True,32.0,True,13.0,True
302,46.0,True,36.0,True,10.0,True
303,47.0,True,33.0,True,14.0,True
304,44.0,True,30.0,True,14.0,True
305,47.0,True,34.0,True,13.0,True
306,44.0,True,33.0,True,11.0,True
307,47.0,True,33.0,True,14.0,True
308,46.0,True,33.0,True,13.0,True
309,48.0,True,33.0,True,15.0,True
310,46.0,True,34.0,True,12.0,True
311,46.0,True,33.0,True,13.0,True
312,45.0,True,32.0,True,13.0,True
313,45.0,True,,False,,False
314,47.0,True,33.0,True,14.0,True
315,45.0,True,33.0,True,12.0,True
316,47.0,True,33.0,True,14.0,True
317,47.0,True,33.0,True,14.0,True
318,43.0,True,,False,,False
319,46.0,True,32.0,True,14.0,True
320,45.0,True,32.0,True,13.0,True
321,,False,33.0,True,,False
322,47.0,True,33.0,True,14.0,True
323,47.0,True,33.0,True,14.0,True
324,47.0,True,34.0,True,13.0,True
325,45.0,True,32.0,True,13.0,True
326,46.0,True,36.0,True,10.0,True
327,45.0,True,33.0,True,12.0,True
328,47.0,True,32.0,True,15.0,True
329,48.0,True,31.0,True,17.0,True
330,43.0,True,30.0,True,13.0,True
331,47.0,True,34.0,True,13.0,True
332,45.0,True,34.0,True,11.0,True
333,49.0,True,33.0,True,16.0,True
334,51.0,True,33.0,True,18.0,True
335,47.0,True,34.0,True,13.0,True
336,46.0,True,32.0,True,14.0,True
337,44.0,True,29.0,True,15.0,True
338,45.0,True,33.0,True,12.0,True
339,45.0,True,33.0,True,12.0,True
340,41.0,True,28.0,True,13.0,True
341,45.0,True,32.0,True,13.0,True
342,46.0,True,33.0,True,13.0,True
343,45.0,True,28.0,True,17.0,True
344,46.0,True,33.0,True,13.0,True
345,46.0,True,33.0,True,13.0,True
346,46.0,True,35.0,True,11.0,True
347,49.0,True,33.0,True,16.0,True
348,47.0,True,34.0,True,13.0,True
349,48.0,True,34.0,True,14.0,True
350,47.0,True,32.0,True,15.0,True
351,42.0,True,32.0,True,10.0,True
352,47.0,True,32.0,True,15.0,True
353,45.0,True,32.0,True,13.0,True
354,46.0,True,34.0,True,12.0,True
355,45.0,True,33.0,True,12.0,True
356,50.0,True,,False,,False
357,45.0,True,33.0,True,12.0,True
358,48.0,True,33.0,True,15.0,True
359,46.0,True,32.0,True,14.0,True
360,,False,33.0,True,,False
361,46.0,True,34.0,True,12.0,True
362,49.0,True,33.0,True,16.0,True
363,47.0,True,36.0,True,11.0,True
364,44.0,True,33.0,True,11.0,True
365,47.0,True,33.0,True,14.0,True
366,47.0,True,31.0,True,16.0,True
367,45.0,True,33.0,True,12.0,True
368,45.0,True,31.0,True,14.0,True
369,47.0,True,34.0,True,13.0,True
370,48.0,True,33.0,True,15.0,True
371,45.0,True,34.0,True,11.0,True
372,44.0,True,28.0,True,16.0,True
373,46.0,True,34.0,True,12.0,True
374,46.0,True,33.0,True,13.0,True
375,47.0,True,34.0,True,13.0,True
376,46.0,True,33.0,True,13.0,True
377,45.0,True,33.0,True,12.0,True
378,47.0,True,33.0,True,14.0,True
379,47.0,True,35.0,True,12.0,True
380,51.0,True,34.0,True,17.0,True
381,47.0,True,,False,,False
382,45.0,True,32.0,True,13.0,True
383,46.0,True,34.0,True,12.0,True
384,45.0,True,32.0,True,13.0,True
385,51.0,True,34.0,True,17.0,True
386,46.0,True,31.0,True,15.0,True
387,,False,33.0,True,,False
388,46.0,True,33.0,True,13.0,True
389,46.0,True,33.0,True,13.0,True
390,47.0,True,,False,,False
391,47.0,True,32.0,True,15.0,True
392,45.0,True,30.0,True,15.0,True
393,49.0,True,,False,,False
394,44.0,True,33.0,True,11.0,True
395,47.0,True,33.0,True,14.0,True
396,45.0,True,34.0,True,11.0,True
397,46.0,True,34.0,True,12.0,True
398,45.0,True,32.0,True,13.0,True
399,45.0,True,35.0,True,10.0,True
400,46.0,True,33.0,True,13.0,True
401,48.0,True,33.0,True,15.0,True
402,43.0,True,32.0,True,11.0,True
403,48.0,True,34.0,True,14.0,True
404,47.0,True,32.0,True,15.0,True
405,46.0,True,32.0,True,14.0,True
406,45.0,True,34.0,True,11.0,True
407,46.0,True,31.0,True,15.0,True
408,48.0,True,32.0,True,16.0,True
409,47.0,True,34.0,True,13.0,True
410,49.0,True,34.0,True,15.0,True
411,43.0,True,31.0,True,12.0,True
412,46.0,True,33.0,True,13.0,True
413,47.0,True,33.0,True,14.0,True
414,45.0,True,33.0,True,12.0,True
415,46.0,True,33.0,True,13.0,True
416,47.0,True,,False,,False
417,46.0,True,35.0,True,11.0,True
418,45.0,True,33.0,True,12.0,True
419,46.0,True,,False,,False
420,51.0,True,29.0,True,22.0,True
421,47.0,True,34.0,True,13.0,True
422,46.0,True,29.0,True,17.0,True
423,46.0,True,34.0,True,12.0,True
424,45.0,True,35.0,True,10.0,True
425,46.0,True,33.0,True,13.0,True
426,46.0,True,34.0,True,12.0,True
427,43.0,True,30.0,True,13.0,True
428,46.0,True,34.0,True,12.0,True
429,44.0,True,34.0,True,10.0,True
430,46.0,True,31.0,True,15.0,True
431,45.0,True,32.0,True,13.0,True
432,46.0,True,33.0,True,13.0,True
433,46.0,True,33.0,True,13.0,True
434,45.0,True,31.0,True,14.0,True
435,46.0,True,33.0,True,13.0,True
436,46.0,True,34.0,True,12.0,True
437,42.0,True,28.0,True,14.0,True
438,46.0,True,32.0,True,14.0,True
439,46.0,True,34.0,True,12.0,True
440,47.0,True,31.0,True,16.0,True
441,48.0,True,32.0,True,16.0,True
442,48.0,True,35.0,True,13.0,True
443,47.0,True,33.0,True,14.0,True
444,42.0,True,37.0,True,5.0,True
445,45.0,True,30.0,True,15.0,True
446,44.0,True,34.0,True,10.0,True
447,48.0,True,34.0,True,14.0,True
448,46.0,True,35.0,True,11.0,True
449,45.0,True,33.0,True,12.0,True
450,47.0,True,34.0,True,13.0,True
451,45.0,True,32.0,True,13.0,True
452,46.0,True,33.0,True,13.0,True
453,44.0,True,32.0,True,12.0,True
454,45.0,True,33.0,True,12.0,True
455,46.0,True,31.0,True,15.0,True
456,46.0,True,34.0,True,12.0,True
457,45.0,True,33.0,True,12.0,True
458,45.0,True,32.0,True,13.0,True
459,49.0,True,34.0,True,15.0,True
460,45.0,True,34.0,True,11.0,True
461,48.0,True,32.0,True,16.0,True
462,47.0,True,33.0,True,14.0,True
463,46.0,True,33.0,True,13.0,True
464,47.0,True,33.0,True,14.0,True
465,47.0,True,35.0,True,12.0,True
466,47.0,True,34.0,True,13.0,True
467,45.0,True,,False,,False
468,46.0,True,33.0,True,13.0,True
469,45.0,True,34.0,True,11.0,True
470,46.0,True,33.0,True,13.0,True
471,47.0,True,35.0,True,12.0,True
472,46.0,True,33.0,True,13.0,True
473,46.0,True,32.0,True,14.0,True
474,47.0,True,34.0,True,13.0,True
475,49.0,True,32.0,True,17.0,True
476,45.0,True,33.0,True,12.0,True
477,45.0,True,33.0,True,12.0,True
478,47.0,True,34.0,True,13.0,True
479,46.0,True,32.0,True,14.0,True
480,47.0,True,32.0,True,15.0,True
481,47.0,True,33.0,True,14.0,True
482,48.0,True,33.0,True,15.0,True
483,47.0,True,33.0,True,14.0,True
484,49.0,True,34.0,True,15.0,True
485,49.0,True,33.0,True,16.0,True
486,,False,34.0,True,,False
487,44.0,True,31.0,True,13.0,True
488,46.0,True,31.0,True,15.0,True
489,48.0,True,35.0,True,13.0,True
490,45.0,True,33.0,True,12.0,True
491,45.0,True,31.0,True,14.0,True
492,46.0,True,34.0,True,12.0,True
493,49.0,True,35.0,True,14.0,True
494,46.0,True,35.0,True,11.0,True
495,46.0,True,32.0,True,14.0,True
496,45.0,True,34.0,True,11.0,True
497,47.0,True,31.0,True,16.0,True
498,47.0,True,32.0,True,15.0,True
499,45.0,True,33.0,True,12.0,True
500,46.0,True,33.0,True,13.0,True
501,46.0,True,34.0,True,12.0,True
502,46.0,True,,False,,False
503,44.0,True,34.0,True,10.0,True
504,45.0,True,33.0,True,12.0,True
505,46.0,True,35.0,True,11.0,True
506,47.0,True,33.0,True,14.0,True
507,46.0,True,34.0,True,12.0,True
508,44.0,True,34.0,True,10.0,True
509,47.0,True,34.0,True,13.0,True
510,49.0,True,35.0,True,14.0,True
511,46.0,True,32.0,True,14.0,True
512,44.0,True,33.0,True,11.0,True
513,44.0,True,33.0,True,11.0,True
514,45.0,True,32.0,True,13.0,True
515,47.0,True,34.0,True,13.0,True
516,45.0,True,33.0,True,12.0,True
517,47.0,True,29.0,True,18.0,True
518,45.0,True,31.0,True,14.0,True
519,45.0,True,34.0,True,11.0,True
520,45.0,True,32.0,True,13.0,True
521,44.0,True,33.0,True,11.0,True
522,47.0,True,30.0,True,17.0,True
523,47.0,True,34.0,True,13.0,True
524,46.0,True,35.0,True,11.0,True
525,45.0,True,34.0,True,11.0,True
526,45.0,True,33.0,True,12.0,True
527,44.0,True,33.0,True,11.0,True
528,48.0,True,33.0,True,15.0,True
529,46.0,True,33.0,True,13.0,True
530,42.0,True,30.0,True,12.0,True
531,44.0,True,,False,,False
532,47.0,True,34.0,True,13.0,True
533,46.0,True,31.0,True,15.0,True
534,45.0,True,31.0,True,14.0,True
535,48.0,True,32.0,True,16.0,True
536,45.0,True,32.0,True,13.0,True
537,47.0,True,32.0,True,15.0,True
538,47.0,True,32.0,True,15.0,True
539,44.0,True,31.0,True,13.0,True
540,46.0,True,34.0,True,12.0,True
541,46.0,True,30.0,True,16.0,True
542,45.0,True,,False,,False
543,,False,33.0,True,,False
544,44.0,True,33.0,True,11.0,True
545,45.0,True,34.0,True,11.0,True
546,44.0,True,30.0,True,14.0,True
547,44.0,True,33.0,True,11.0,True
548,45.0,True,32.0,True,13.0,True
549,48.0,True,32.0,True,16.0,True
550,47.0,True,,False,,False
551,50.0,True,33.0,True,17.0,True
552,47.0,True,34.0,True,13.0,True
553,45.0,True,34.0,True,11.0,True
554,51.0,True,32.0,True,19.0,True
555,46.0,True,33.0,True,13.0,True
556,45.0,True,,False,,False
557,46.0,True,32.0,True,14.0,True
558,45.0,True,33.0,True,12.0,True
559,44.0,True,32.0,True,12.0,True
560,47.0,True,34.0,True,13.0,True
561,45.0,True,32.0,True,13.0,True
562,45.0,True,31.0,True,14.0,True
563,47.0,True,34.0,True,13.0,True
564,46.0,True,33.0,True,13.0,True
565,47.0,True,32.0,True,15.0,True
566,45.0,True,33.0,True,12.0,True
567,46.0,True,33.0,True,13.0,True
568,44.0,True,33.0,True,11.0,True
569,46.0,True,33.0,True,13.0,True
570,42.0,True,,False,,False
571,,False,34.0,True,,False
572,46.0,True,33.0,True,13.0,True
573,46.0,True,33.0,True,13.0,True
574,46.0,True,33.0,True,13.0,True
575,45.0,True,34.0,True,11.0,True
576,46.0,True,33.0,True,13.0,True
577,47.0,True,34.0,True,13.0,True
578,46.0,True,32.0,True,14.0,True
579,46.0,True,34.0,True,12.0,True
580,46.0,True,33.0,True,13.0,True
581,44.0,True,33.0,True,11.0,True
582,43.0,True,30.0,True,13.0,True
583,45.0,True,34.0,True,11.0,True
584,44.0,True,33.0,True,11.0,True
585,46.0,True,34.0,True,12.0,True
586,45.0,True,33.0,True,12.0,True
587,45.0,True,32.0,True,13.0,True
588,48.0,True,35.0,True,13.0,True
589,45.0,True,33.0,True,12.0,True
590,48.0,True,34.0,True,14.0,True
591,50.0,True,34.0,True,16.0,True
592,46.0,True,31.0,True,15.0,True
593,45.0,True,33.0,True,12.0,True
594,47.0,True,33.0,True,14.0,True
595,48.0,True,36.0,True,12.0,True
596,47.0,True,35.0,True,12.0,True
597,46.0,True,32.0,True,14.0,True
598,45.0,True,33.0,True,12.0,True
599,46.0,True,33.0,True,13.0,True
600,46.0,True,32.0,True,14.0,True
601,49.0,True,31.0,True,18.0,True
602,45.0,True,33.0,True,12.0,True
603,44.0,True,33.0,True,11.0,True
604,48.0,True,34.0,True,14.0,True
605,49.0,True,33.0,True,16.0,True
606,46.0,True,29.0,True,17.0,True
607,47.0,True,33.0,True,14.0,True
608,47.0,True,,False,,False
609,47.0,True,33.0,True,14.0,True
610,43.0,True,33.0,True,10.0,True
611,44.0,True,32.0,True,12.0,True
612,47.0,True,28.0,True,19.0,True
613,51.0,True,33.0,True,18.0,True
614,46.0,True,35.0,True,11.0,True
615,44.0,True,32.0,True,12.0,True
616,45.0,True,36.0,True,9.0,True
617,45.0,True,32.0,True,13.0,True
618,47.0,True,31.0,True,16.0,True
619,45.0,True,32.0,True,13.0,True
620,49.0,True,34.0,True,15.0,True
621,46.0,True,33.0,True,13.0,True
622,47.0,True,33.0,True,14.0,True
623,51.0,True,32.0,True,19.0,True
624,44.0,True,33.0,True,11.0,True
625,51.0,True,28.0,True,23.0,True
626,46.0,True,32.0,True,14.0,True
627,44.0,True,33.0,True,11.0,True
628,46.0,True,33.0,True,13.0,True
629,46.0,True,33.0,True,13.0,True
630,45.0,True,34.0,True,11.0,True
631,47.0,True,34.0,True,13.0,True
632,47.0,True,30.0,True,17.0,True
633,47.0,True,33.0,True,14.0,True
634,45.0,True,33.0,True,12.0,True
635,42.0,True,31.0,True,11.0,True
636,,False,35.0,True,,False
637,45.0,True,33.0,True,12.0,True
638,45.0,True,36.0,True,9.0,True
639,46.0,True,33.0,True,13.0,True
640,46.0,True,33.0,True,13.0,True
641,45.0,True,32.0,True,13.0,True
642,46.0,True,32.0,True,14.0,True
643,45.0,True,33.0,True,12.0,True
644,46.0,True,35.0,True,11.0,True
645,47.0,True,33.0,True,14.0,True
646,47.0,True,33.0,True,14.0,True
647,44.0,True,30.0,True,14.0,True
648,46.0,True,32.0,True,14.0,True
649,45.0,True,30.0,True,15.0,True
650,45.0,True,33.0,True,12.0,True
651,44.0,True,32.0,True,12.0,True
652,47.0,True,33.0,True,14.0,True
653,,False,33.0,True,,False
654,46.0,True,35.0,True,11.0,True
655,45.0,True,33.0,True,12.0,True
656,47.0,True,34.0,True,13.0,True
657,46.0,True,34.0,True,12.0,True
658,46.0,True,33.0,True,13.0,True
659,43.0,True,,False,,False
660,50.0,True,32.0,True,18.0,True
661,46.0,True,32.0,True,14.0,True
662,48.0,True,32.0,True,16.0,True
663,45.0,True,33.0,True,12.0,True
664,47.0,True,34.0,True,13.0,True
665,46.0,True,34.0,True,12.0,True
666,46.0,True,33.0,True,13.0,True
667,46.0,True,34.0,True,12.0,True
668,43.0,True,32.0,True,11.0,True
669,45.0,True,34.0,True,11.0,True
670,47.0,True,37.0,True,10.0,True
671,45.0,True,33.0,True,12.0,True
672,46.0,True,32.0,True,14.0,True
673,46.0,True,33.0,True,13.0,True
674,47.0,True,34.0,True,13.0,True
675,46.0,True,33.0,True,13.0,True
676,47.0,True,35.0,True,12.0,True
677,49.0,True,35.0,True,14.0,True
678,45.0,True,37.0,True,8.0,True
679,47.0,True,35.0,True,12.0,True
680,46.0,True,33.0,True,13.0,True
681,46.0,True,31.0,True,15.0,True
682,45.0,True,34.0,True,11.0,True
683,46.0,True,33.0,True,13.0,True
684,46.0,True,33.0,True,13.0,True
685,44.0,True,32.0,True,12.0,True
686,47.0,True,33.0,True,14.0,True
687,47.0,True,33.0,True,14.0,True
688,49.0,True,34.0,True,15.0,True
689,46.0,True,30.0,True,16.0,True
690,46.0,True,34.0,True,12.0,True
691,45.0,True,33.0,True,12.0,True
692,45.0,True,32.0,True,13.0,True
693,46.0,True,33.0,True,13.0,True
694,47.0,True,32.0,True,15.0,True
695,47.0,True,31.0,True,16.0,True
696,45.0,True,33.0,True,12.0,True
697,48.0,True,35.0,True,13.0,True
698,47.0,True,33.0,True,14.0,True
699,45.0,True,34.0,True,11.0,True
700,44.0,True,33.0,True,11.0,True
701,47.0,True,33.0,True,14.0,True
702,45.0,True,34.0,True,11.0,True
703,,False,33.0,True,,False
704,47.0,True,34.0,True,13.0,True
705,45.0,True,34.0,True,11.0,True
