day,date_mmdd,raw_weighted_mean_clim,raw_weighted_std_clim,raw_weighted_l2_norm_clim,shape_norm_denominator_clim,shape_norm_denominator_year_median,shape_norm_qrank_clim,shape_norm_q10_day0_70,shape_norm_q50_day0_70,shape_norm_q90_day0_70,shape_valid_flag,is_low_norm_warning,is_day33_neighbor,is_day46_neighbor
31,05-02,33.35071317438235,5.135513260981135,33.73953730987342,5.107475760531813,7.143371369030563,0.014925373134328358,5.726296413704448,7.469602132615204,8.89445495367064,True,True,True,False
32,05-03,33.01327036457177,5.163082244812828,33.41428821585789,5.161263102003861,7.503260750576509,0.029850746268656716,5.726296413704448,7.469602132615204,8.89445495367064,True,True,True,False
33,05-04,32.80679959753397,5.257586956534742,33.228695067212335,5.2782644910071355,7.742460198575541,0.04477611940298507,5.726296413704448,7.469602132615204,8.89445495367064,True,True,True,False
34,05-05,32.71796070741116,5.4557031862797585,33.17685313043663,5.498966338036867,7.7181300908415125,0.08955223880597014,5.726296413704448,7.469602132615204,8.89445495367064,True,True,True,False
35,05-06,32.63563852455941,5.736079653721181,33.1461214025896,5.794865151968782,7.898998434958997,0.11940298507462686,5.726296413704448,7.469602132615204,8.89445495367064,True,False,True,False
36,05-07,32.54629302964642,5.9767753660113225,33.10453874511566,6.053866165951548,8.327176587023542,0.14925373134328357,5.726296413704448,7.469602132615204,8.89445495367064,True,False,True,False
37,05-08,32.44449483911634,6.126717357013057,33.036314382260635,6.22517651140225,8.351694378407542,0.1791044776119403,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
38,05-09,32.35365507011786,6.390486435496741,33.000724540286235,6.502985759455997,8.871685261815413,0.2835820895522388,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
39,05-10,32.237258546705185,6.646679588901424,32.93913655942338,6.763569965131245,8.716971676856666,0.3283582089552239,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
40,05-11,32.08489829252758,6.965077061137225,32.856727575017324,7.0798198068216935,8.789118884817588,0.373134328358209,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
41,05-12,31.90856513310751,7.163765099497383,32.727802419618364,7.276848381257737,9.113717715924125,0.43283582089552236,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
42,05-13,31.717433985734743,7.287324198021585,32.569295558118604,7.400229355408041,9.282026175966495,0.4925373134328358,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
43,05-14,31.517798631789844,7.467705883549686,32.41623400761602,7.578957490477701,9.436065230348147,0.5522388059701493,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,True
44,05-15,31.306879749339533,7.577948318704698,32.23632793118672,7.685058155108747,9.786310050116592,0.6268656716417911,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,True
45,05-16,31.132069405020854,7.637150202916941,32.07856485640405,7.734893522698654,9.344412262491304,0.7014925373134329,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,True
46,05-17,30.94989724555516,7.7563906037942045,31.926948051815728,7.83797629448557,9.164452916383054,0.746268656716418,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,True
47,05-18,30.726146490087373,7.746706599731722,31.70510358020219,7.817769176756308,9.503095608124827,0.7313432835820896,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,True
48,05-19,30.50142323991188,7.706724784732813,31.47679071151398,7.77505844583927,9.629792403808862,0.7164179104477612,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,True
49,05-20,30.213567916427507,7.625083735749992,31.178774698264263,7.697811730910677,9.721210300924692,0.6417910447761194,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,True
50,05-21,29.902584722145786,7.569179183959802,30.86505670860413,7.647689360862035,9.39972480010794,0.6119402985074627,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
51,05-22,29.577867440982004,7.625906799956206,30.56586707717921,7.708565873331102,9.628344146848054,0.6567164179104478,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
52,05-23,29.230081420084918,7.638142851294354,30.23319726040016,7.7232478117352965,9.6258814175568,0.6716417910447762,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
53,05-24,28.971067301919824,7.633988797724947,29.98424344804788,7.728655416010877,9.628852924986314,0.6865671641791045,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
54,05-25,28.752452348280396,7.742921928728134,29.8045260982325,7.848965530570749,10.142460459343267,0.7611940298507462,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
55,05-26,28.562546430732215,7.875900097033196,29.659060845641775,7.990045784458769,10.11878338565997,0.7761194029850746,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
56,05-27,28.354247382234146,8.051122039750899,29.506830258883266,8.166375408565111,9.88680834026879,0.7910447761194029,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
57,05-28,28.176542412473584,8.300341988076633,29.406294255191433,8.415022251959984,10.575143560908922,0.8059701492537313,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
58,05-29,28.047512045396356,8.56630618423555,29.35935009370434,8.678047360324978,11.426503230835907,0.8208955223880597,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
59,05-30,27.899005509001157,8.764036377607951,29.277360877288253,8.877463125673474,11.491336785974092,0.8507462686567164,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
60,05-31,27.655408914547742,8.906270661638722,29.089542146904357,9.021076437192965,11.428992041955535,0.9850746268656716,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
61,06-01,27.345407047835494,8.891960245401672,28.792574696198212,9.013382884596806,10.866351779429445,0.9701492537313433,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
62,06-02,26.986986845453245,8.780617850432055,28.41929507085393,8.908359743948157,10.700379130589468,0.9104477611940298,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
63,06-03,26.667669032139337,8.730632300873811,28.102675706584826,8.86542781041894,10.422776063679075,0.835820895522388,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
64,06-04,26.372189748462212,8.74352705031754,27.828742448669768,8.88518509348563,10.870176939183263,0.8955223880597015,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
65,06-05,26.042538567633276,8.767440711348238,27.528387241454812,8.92178732479237,10.700177431666477,0.9253731343283582,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
66,06-06,25.68875049020446,8.801664133653372,27.208293667160056,8.965452723116769,10.672111357192778,0.9552238805970149,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
67,06-07,25.261714119948646,8.706300822845042,26.776283942003122,8.877791474503182,10.531724481467936,0.8656716417910447,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
68,06-08,24.91139642763664,8.707093138624487,26.44803665809215,8.883747581562556,9.885593553806052,0.8805970149253731,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
69,06-09,24.638361827063893,8.746952347383235,26.20742536445231,8.931980223445363,9.729917447093472,0.9402985074626866,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
70,06-10,24.388163570538644,8.937879751031426,26.040703857514423,9.128840838322164,10.301465960148171,1.0,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
