field,bootstrap_id,retreat_start_day,retreat_end_day,P_proj_change,P_dist_change,D_pre_change,D_post_change,R_diff_change,orthogonal_ratio_change,daily_cos_mean,retreat_interpretation
H,12,40,46,-0.07267923744152971,-0.05887901461732298,-1.3602035783905695,0.7941463099999577,0.003154904479326759,-0.039557237827670705,-0.22544896036837425,true_backward_retreat
H,13,40,45,-0.15911854888906912,-0.1259388313085712,-2.0594016021432404,1.5690738488405191,0.002801694523549947,-0.05658642047233775,-0.428755729315882,true_backward_retreat
H,14,44,47,-0.05248689863935374,-0.026379741931664147,-1.5426011380671625,-0.2461401810233772,0.0017787259008945622,-0.12200080269294028,-0.3633887468768718,mixed_retreat_and_reorganization
H,15,44,47,-0.0205018042252324,-0.0072992224614502055,-0.6597318200185569,-0.19130446454812944,0.0015491423433147133,-0.06964600670547719,-0.14920687986625886,mixed_retreat_and_reorganization
H,16,44,45,-0.004288993212019587,0.010806248983664224,-0.4136273646346851,-0.5460692039749233,0.0023780209409355324,-0.059881187534528924,-0.04877963499326439,mixed_retreat_and_reorganization
H,17,44,48,-0.051701375042268016,-0.020222473814786035,-1.5860184299641507,-0.15449331084944706,0.0004575741617484086,-0.11357269859087399,-0.26238609074586283,mixed_retreat_and_reorganization
H,18,42,46,-0.09602655951595584,-0.08369416257754059,-1.5950471941730289,1.858844567197913,0.0027720232042651727,0.020146110660869687,-0.4055759140517139,true_backward_retreat
H,19,43,45,-0.040277048985897235,-0.03337891720634251,-0.4864088092428238,0.6383955745790253,0.001166334739246766,0.010899658863993161,-0.36206282419941044,true_backward_retreat
H,20,44,47,-0.08213167783912245,-0.07653690521556866,-1.8955971589291192,1.5142624689400535,0.0008796459184190475,-0.03892358025299153,-0.5375971717810826,true_backward_retreat
H,21,43,48,-0.13699878876489474,-0.11851657655807252,-2.5324152855568247,1.7097116825850494,0.0031246816461079074,-0.07155095867690628,-0.522884654084086,true_backward_retreat
H,22,43,47,-0.14999732358087775,-0.06341671269316568,-2.8372664081101364,-0.7710072963189392,0.005196453418125135,-0.24366730559482275,-0.3297568850143267,mixed_retreat_and_reorganization
H,23,43,48,-0.11880463193821605,-0.10166943420944669,-1.8434388308150016,1.633637199835844,0.010761829899218034,-0.021225048207110603,-0.3066048209765471,true_backward_retreat
H,24,43,48,-0.06529360021367092,-0.04744733471453377,-1.1568894593350372,0.5758032849246195,0.0037684059265390424,-0.03590827521129347,-0.17925737064427252,true_backward_retreat
H,25,41,45,-0.06883065315247133,-0.05474617562191153,-1.336934645486215,0.7526304589624466,0.002623302044853615,-0.037959371952603044,-0.2509226369138431,true_backward_retreat
H,26,43,48,-0.18773049438797973,-0.03675931286468859,-3.563870865709534,-1.013543384231535,0.005546067785184516,-0.23170889629176544,-0.37162415188503845,mixed_retreat_and_reorganization
H,27,40,47,-0.1268188019568915,-0.1029076728946211,-2.021984271778014,1.0473614605255586,0.00899678368014234,-0.08252653131557211,-0.2626170408052454,true_backward_retreat
H,28,43,48,-0.09718122816712615,-0.087056597867675,-2.940054779352246,-0.03154896592108791,0.004819501669267479,-0.22134306062778863,-0.27970568644827815,mixed_retreat_and_reorganization
H,29,40,47,-0.09677433428013094,-0.07944480011256111,-1.2951973291362497,1.5383220371501967,0.003728503766862956,0.010107742043480056,-0.3188837425854647,true_backward_retreat
H,30,41,45,-0.05156895590083016,-0.04538944198147343,-0.857923258026938,1.0715676218429042,0.0028656671559539326,0.015444626079930301,-0.29057855434552016,true_backward_retreat
H,31,40,48,-0.19654967246002863,-0.1616516833744544,-4.289171234824563,2.788979082700841,0.005054085089650884,-0.08936457724826666,-0.4115461978236936,true_backward_retreat
H,32,40,47,-0.05468788273058006,-0.05021227116062288,-0.9439394906442047,0.6266441227762058,0.005735901657963782,-0.0314941603413256,-0.1015617771026887,true_backward_retreat
H,33,43,45,-0.004380410821899106,-0.006971154034325466,0.23676701884514273,0.39143289575343143,0.0019071212795986892,0.041192328029990566,-0.02948926008445542,mixed_retreat_and_reorganization
H,34,40,47,-0.2235935575932665,-0.15083898714228416,-3.107651858858209,1.4624976614283858,0.004306139648219132,-0.11216776906765458,-0.3633635003989442,true_backward_retreat
H,36,43,45,-0.023237683040082058,-0.010567485529677345,-0.10215866051062861,0.5191370208065518,0.0011354299817076807,0.013442332083521413,-0.21452963778351564,true_backward_retreat
H,37,43,48,-0.07616782453200632,-0.020635812582354474,-1.9388041592398988,-0.845746669281799,0.002562328477738407,-0.2129897421801007,-0.21767328058840735,mixed_retreat_and_reorganization
H,38,43,48,-0.08305818231939976,-0.014625678931347696,-1.9041333085136554,-0.3894413008206774,0.0010047900461152004,-0.07390090353019846,-0.3711108958832333,mixed_retreat_and_reorganization
H,39,40,43,-0.061775870782358855,-0.043038824590225455,-0.567571871293552,1.2553868664280525,0.0024168044221163365,0.04377621352977523,-0.39811470306193003,true_backward_retreat
H,40,44,47,-0.03800938471630966,-0.017253087347964158,-1.3006768379876714,-0.5552572133247047,0.004240203226690387,-0.12743528425561274,-0.21043634237330788,mixed_retreat_and_reorganization
H,41,41,47,-0.14248416505552564,-0.051695813757158926,-2.5744498656825243,-0.1533842130005345,0.00039551385792269134,-0.13499960557544521,-0.39569880116428036,mixed_retreat_and_reorganization
H,42,44,45,-0.00254300831820492,-0.0033931895275294277,-0.20681105545164513,-0.08300063586549378,0.0006939092500675148,-0.016407848737999442,-0.08247460636620224,mixed_retreat_and_reorganization
H,43,40,45,-0.10627772555269965,-0.0800832105535787,-1.2907512810371617,2.075153630360491,0.002301887189401497,0.04262690177414469,-0.4192914026405802,true_backward_retreat
H,46,41,48,-0.3337209904817812,-0.19272608968642546,-4.816404725823808,1.7417962078409168,0.0029119281889692372,-0.16578390494311518,-0.49140018793702483,true_backward_retreat
H,47,40,48,-0.3469986877207166,-0.28787828559954093,-6.203558101674809,4.952587278398263,0.0070372933157089035,-0.08298888724389705,-0.5551775749336022,true_backward_retreat
H,48,40,47,-0.18552648080206915,-0.11812723453137564,-1.8566669351588123,2.0634296767610234,0.008041543522325223,-0.018307842672569963,-0.23529334180540867,true_backward_retreat
H,50,45,47,-0.01389319238222253,-0.009046767411899359,-0.3800574128481582,0.021196800083304268,0.00045539917372161565,-0.035612640439467644,-0.1384302810872615,true_backward_retreat
H,51,40,42,-0.056426185745165836,-0.03625926494351167,-0.041554131356241086,1.5552562987562286,0.0012642879200637225,0.08407319743963823,-0.38994207676571513,true_backward_retreat
H,52,44,47,-0.026735512770989067,-0.016316707767351613,-0.9492430760450521,-0.22792676951964275,0.0018663155417012467,-0.0979172726114953,-0.22614766887940774,mixed_retreat_and_reorganization
H,53,42,46,-0.12615206265821266,-0.10933603862526059,-1.9783120072481895,1.6187632356726622,0.0015334335404865174,-0.03371180742870364,-0.5177732484053272,true_backward_retreat
H,54,45,46,-0.0007701599021026073,0.002226786778817158,-0.23397911090093615,-0.26292137855876874,0.0001327480317715457,-0.03990132194498089,-0.017104185332941862,mixed_retreat_and_reorganization
H,55,44,45,-0.0006873248463652448,0.0038722125977602717,-0.16997025683156863,-0.22719758240843557,0.0015611152676319184,-0.03453216890013505,-0.011888036117004995,mixed_retreat_and_reorganization
H,56,40,48,-0.3038768176698969,-0.13575086649876583,-3.18134180046936,0.9973231357632226,0.0008597863994275201,-0.1359352701784371,-0.3806440644317891,true_backward_retreat
H,57,44,47,-0.03329553543464858,-0.016250408793431537,-1.014823260427482,-0.1274052505823029,0.0013658967417155,-0.07821508900262278,-0.23538154068719486,mixed_retreat_and_reorganization
H,58,44,48,-0.020188466270136707,-0.012049324633204628,-0.5260413445824579,-0.009753489988982622,0.0029678086447818552,-0.040383022955267356,-0.11889564796683899,mixed_retreat_and_reorganization
H,59,40,48,-0.14917206399287847,-0.11874717526131173,-2.590935966797902,2.1775461298382464,0.0031534193278809353,-0.04079209048052232,-0.42110897657651136,true_backward_retreat
H,60,40,45,-0.19005801531234146,-0.14805906529456808,-2.27521120014472,3.4818307276281732,0.002070041936601541,0.07099998388405182,-0.6106611643048636,true_backward_retreat
H,61,40,48,-0.22881543881001432,-0.17376979216078225,-2.818582497919807,2.7883214322538903,0.004589749129591425,-0.012268905577593248,-0.3880999394925434,true_backward_retreat
H,63,43,48,-0.07068289934794725,-0.04479463942873252,-1.956314184833687,0.20358645208201764,-4.317236308526429e-05,-0.12964049371551986,-0.3150381975558709,true_backward_retreat
H,64,42,46,-0.032118481478676686,-0.01708909410802173,-0.994011045709053,-0.20427921759229406,0.0031600643541703777,-0.07584109600005517,-0.17679444252828505,mixed_retreat_and_reorganization
H,65,43,47,-0.0834070134219701,-0.03360834240253563,-1.4517519061293989,0.2557015879778364,-0.00026367192038678766,-0.04080298042774794,-0.3627818212030988,true_backward_retreat
H,66,43,47,-0.15221945179368573,-0.11423608346430603,-2.4375931403816704,1.292187770003686,0.0033190613649174416,-0.08434522300952696,-0.4919699346995734,true_backward_retreat
H,67,43,47,-0.0316673477898084,-0.02456321514769777,-0.8488362262512528,0.11035116424076996,0.002405345451013341,-0.06429730143885884,-0.23556869832909005,true_backward_retreat
H,68,43,48,-0.03845537341489025,0.0037527264167189767,-1.3680579734156844,-0.8160746258247373,-0.000562139372739856,-0.14153040308218864,-0.1699489149360202,mixed_retreat_and_reorganization
H,69,42,45,-0.08601911780384552,-0.04524200732775974,-1.4273397328381243,0.14608640632233616,0.002788776736827203,-0.07733267142743416,-0.38834503575685364,true_backward_retreat
H,70,40,42,-0.04227503453359205,-0.02733001905662924,-0.6396148064496963,0.34259262097087007,0.0013530273154455097,-0.014774645110316176,-0.36177648911137306,true_backward_retreat
H,71,41,47,-0.14303817618369996,-0.10197463206629875,-2.582530497231959,1.224836297292744,0.007784790394094077,-0.08219289809191166,-0.3350300706679736,true_backward_retreat
H,72,40,46,-0.07540420435953687,-0.06400954012588139,-1.2774311055951362,1.6518640532362383,0.0027741314937094197,0.022150204171991372,-0.21761881450862716,true_backward_retreat
H,73,44,47,-0.030612205696613937,-0.02555910094694569,-0.83093663978255,0.25915402201033544,0.00040884266681151527,-0.05597045252331295,-0.2520966378522313,true_backward_retreat
H,74,43,47,-0.037459996076775304,-0.00941429594311105,-1.1844585645437284,-0.6775988677202873,0.0030649369944126814,-0.10532354471791189,-0.16379701700375301,mixed_retreat_and_reorganization
H,75,40,49,-0.07371065993323245,-0.05588659315106842,-1.3008894963130126,0.38416245897437395,0.006146472126754454,-0.07563056289101355,-0.11588000998618808,true_backward_retreat
H,77,45,47,-0.04941606115687902,-0.03161902113017889,-1.1381050961338754,0.05731429636343233,0.002582623219569702,-0.09214191114787776,-0.37410761652830515,true_backward_retreat
H,78,44,47,-0.06544372077489308,-0.05557333881721538,-1.4575052934785404,0.4288307747962943,0.0014159026153014453,-0.08366799870745095,-0.29806738402775657,true_backward_retreat
H,79,42,47,-0.1375335574182207,-0.12914651420810253,-2.9436564865630075,2.2377482584327577,0.00013182246523824048,-0.06407339562573888,-0.5718599259678762,true_backward_retreat
H,80,43,47,-0.1502055702022187,-0.07621034640558999,-3.4428696673011387,-0.362072602462292,0.005653644056204277,-0.24475230712131324,-0.3591634548604163,mixed_retreat_and_reorganization
H,81,43,48,-0.19007025586419934,-0.11062453357206903,-4.1101437673316745,0.8928599163413207,0.004120158506123239,-0.16990855931165605,-0.5932565461348644,true_backward_retreat
H,82,40,47,-0.08256152988487342,-0.06782061794940275,-1.078817429962779,1.1521883867619476,0.005820996514523613,-0.0041920744794732845,-0.09589070397255507,true_backward_retreat
H,83,41,47,-0.1843034692167776,-0.1495499039995537,-3.6721625122913917,1.8014615468695077,0.004269646517757186,-0.12974084819196152,-0.41114006231621225,true_backward_retreat
H,84,40,47,-0.1444214659738099,-0.09987034661722194,-2.292148900557554,0.748959106773837,0.006309776676888146,-0.111362869356117,-0.2207188618764397,true_backward_retreat
H,85,40,47,-0.207573015308474,-0.14757475942631154,-3.201300651907717,2.4687987527705335,0.005440276201397309,-0.04883128418114452,-0.3484938502836071,true_backward_retreat
H,86,44,48,-0.03717298707959005,0.002338682311725071,-1.51412618611114,-1.1193537013664834,0.004737157469812514,-0.1978311788496894,-0.11201273831145157,mixed_retreat_and_reorganization
H,87,43,46,-0.06801768781859308,-0.039170594660193125,-1.2230915716247104,0.4247766643079327,0.0026164751600387115,-0.0376063157897048,-0.40326347796591944,true_backward_retreat
H,89,40,48,-0.22179170763269151,-0.07696214056158046,-3.5565663220143007,-0.6666266673712453,0.009519772165426432,-0.2548650721998612,-0.21899603395870465,mixed_retreat_and_reorganization
H,90,43,48,-0.10153695124063444,-0.07460419581877487,-2.0639681524146454,0.6584712034249005,0.005469599325681362,-0.09149459297901774,-0.28070341629837225,true_backward_retreat
H,91,40,45,-0.027771100248936087,-0.01885127994878394,-0.07700375009762173,0.6988152037719821,0.0036997752918194182,0.04525492701165165,-0.09208962626787516,true_backward_retreat
H,92,43,48,-0.08795051093648942,-0.0516822923807273,-1.9785090466758106,0.22265497657518463,0.0014907441961726775,-0.11482524625752452,-0.3534596280981475,true_backward_retreat
H,93,44,48,-0.082910385252564,-0.0540333940072425,-2.6044322189922244,-0.09715526992940404,0.0016874764790650865,-0.15111809460154646,-0.29769754373400986,mixed_retreat_and_reorganization
H,94,45,47,-0.00752456982596561,-0.0032666259380247364,-0.37049421230638657,-0.1596377671087481,0.001136664590994374,-0.04170810398965227,-0.08278178140629958,mixed_retreat_and_reorganization
H,95,43,45,-0.022463833173098857,-0.013299167471325868,-0.48846017209019443,0.08551343017196444,0.00017623114222709013,-0.030916353857326884,-0.19669096321260865,true_backward_retreat
H,96,43,45,-0.044523814292299624,-0.030395563144749338,-0.6797206050047286,0.6083446013925577,0.001172295816773583,-0.005240002274204458,-0.49838141886630627,true_backward_retreat
H,97,45,46,-0.0021217548802773267,0.0005417625906825041,-0.12011565112589295,-0.095048365502997,0.001276894831291675,-0.01644389918560754,-0.0543735725236799,mixed_retreat_and_reorganization
H,98,39,42,-0.03298357152522888,-0.001371196921740786,0.1774008084185974,0.8157486353546766,0.0017353109567711522,0.06816220792051199,-0.26513044499839467,mixed_retreat_and_reorganization
H,99,44,47,-0.13972046218315148,-0.07604259572259908,-3.2528735924859014,-0.1872472380682879,0.004189192488631477,-0.19556392141762616,-0.5109399752992777,mixed_retreat_and_reorganization
H,101,40,45,-0.07446389770892325,-0.05237221122554009,-0.681943554984108,1.2755875483417967,0.0032238777067701285,0.03742632001241275,-0.26891006179467497,true_backward_retreat
H,103,40,46,-0.21693340491594226,-0.16146916702037672,-2.0311270397102312,3.6002796199041,0.0031632054990294867,0.10115806916872327,-0.4527770535849433,true_backward_retreat
H,104,43,45,-0.01343074252157217,-0.010237039131783865,-0.0273207219912468,0.3028507177127926,0.0007795430887603816,0.01927942474826949,-0.15079067255123416,true_backward_retreat
H,105,42,46,-0.09677963696236191,-0.04856571646303098,-1.3360429561420997,0.7075335975790882,0.0017409328552105974,-0.010551540488404676,-0.39837189992233774,true_backward_retreat
H,106,43,47,-0.11263396896260547,-0.0954522411004648,-2.771831954010544,1.2884237228461508,0.005875759300980721,-0.09976120989200632,-0.4574883087358568,true_backward_retreat
H,107,39,47,-0.14750748022476712,-0.1304343070826937,-3.0101964440151825,1.5833660878769216,0.004682776352008644,-0.10879428294150914,-0.2717987149753175,true_backward_retreat
H,108,44,47,-0.060847138697572745,-0.014044445150861562,-1.473261722857723,-0.22293544148042432,0.0024172226124682394,-0.09672050993039566,-0.3746420968850077,mixed_retreat_and_reorganization
H,109,39,47,-0.1960488503383535,-0.1494092393338342,-2.5628835400489702,2.9350482386282355,0.004959956107611907,0.0023345271548820823,-0.2767020421431296,true_backward_retreat
H,110,40,48,-0.12356815421877765,-0.08315263122136529,-3.184217460077539,0.6085118587097114,0.00499476378524033,-0.17654535617641326,-0.260925376274849,true_backward_retreat
H,111,43,47,-0.060109381073402135,-0.04842438359777368,-1.1617497570265574,0.8166379292100405,0.005380232533678364,-0.022489578243755887,-0.22993109298436432,true_backward_retreat
H,112,42,48,-0.2216700192652546,-0.18086275961619025,-5.470825676747279,2.1800717590915024,0.006506067420159911,-0.19466633370693462,-0.462073670589955,true_backward_retreat
H,113,43,45,-0.008385986682271973,-0.00564482528468957,-0.3642781334780043,-0.1614420093289084,0.0025571957134359335,-0.0332168421399926,-0.05547937141355471,mixed_retreat_and_reorganization
H,115,40,45,-0.07542677184054758,-0.06622763958708017,-1.2826540020673995,0.8033988845927693,0.0016841512530071379,-0.044620961973890344,-0.30815378229957946,true_backward_retreat
H,116,44,48,-0.06003779715653246,-0.03608398325897744,-1.7323091408828635,-0.2151309629343423,0.004389668630643051,-0.14127725356769064,-0.20787608204297192,mixed_retreat_and_reorganization
H,117,41,47,-0.0920922174554718,-0.0903055626325413,-1.9881770673761885,1.578479961974029,0.002725337303374875,-0.05332303114528908,-0.34471520037692827,true_backward_retreat
H,118,45,47,-0.044508636715842154,-0.024287762646721722,-0.9761477763250426,0.09761939982341161,0.00018795655007441958,-0.07139622495567455,-0.3378860179770278,true_backward_retreat
H,119,45,48,-0.02371987762178185,-0.01083157285304226,-1.3849885265226476,-0.6898003123007843,0.0013271237940067904,-0.10286138283687898,-0.1675136771035762,mixed_retreat_and_reorganization
H,120,44,47,-0.07810314471415092,0.015498764564879308,-2.106239771600576,-1.5965025077418833,0.0062102517549632585,-0.2006408683801239,-0.24769238444208352,mixed_retreat_and_reorganization
H,121,43,47,-0.12462493792155505,0.006381953027748466,-3.2445899466863377,-2.348398613376083,0.008356770598437868,-0.26559452540314693,-0.24518935780032752,mixed_retreat_and_reorganization
H,122,40,47,-0.32194830585213163,-0.27814196682821546,-5.49968050980101,4.429967260111985,0.005841153919708519,-0.09159288409536781,-0.49474358796862655,true_backward_retreat
H,123,43,46,-0.05732831493564183,-0.046607894759886304,-1.8640792469202445,-0.3295606151310757,0.0044632010865146565,-0.15910718268625437,-0.28740826515691953,mixed_retreat_and_reorganization
H,124,43,48,-0.026938851049426282,-0.007610331395633607,-1.4010633931869503,-0.8978106083899178,0.003491947513198923,-0.15492276184591364,-0.11151790799706587,mixed_retreat_and_reorganization
H,125,39,47,-0.22345164231109377,-0.11921804753542803,-1.2471014738786996,2.5196318137071465,0.010012160515719737,0.051542623444609525,-0.2874273038988152,true_backward_retreat
H,126,40,46,-0.17762891303469702,-0.12861686469559652,-2.1102609178377545,1.0178890329577133,0.0033681236802507453,-0.10379511834713384,-0.3303261941369166,true_backward_retreat
H,127,45,47,-0.03239451099980195,-0.026182448446922302,-0.697075149590205,0.21751214111320483,0.00260470009590974,-0.04977183999300955,-0.29146863568030135,true_backward_retreat
H,128,43,47,-0.04589522318963246,-0.03948515788509899,-1.1400752652781083,0.4634406268345348,0.0007336661338489536,-0.06430753712673444,-0.22104675512409988,true_backward_retreat
H,129,44,47,-0.05283916909776465,-0.034065267488715856,-1.6880209677003748,-0.2419648816980473,0.0028947274181251315,-0.13442880307453361,-0.30040544994838964,mixed_retreat_and_reorganization
H,130,42,47,-0.18030286898402964,-0.14905574320789733,-3.215561660981855,1.707014981522983,0.005627787193249523,-0.12375388888730635,-0.43786866106695443,true_backward_retreat
H,131,42,45,-0.11558345144784615,-0.08335283266669247,-1.7848462347580867,0.9123240736366789,0.0026801863090532008,-0.06441025371287284,-0.4529685030165265,true_backward_retreat
H,132,43,45,-0.02211386071442395,-0.016266801318609414,-0.4117304837015645,0.17175541236825076,0.0021520640717765938,-0.015227244659575256,-0.25206143562598754,true_backward_retreat
H,133,43,47,-0.08986522343244174,-0.04082277284981961,-2.061767738870266,0.0719809738111632,0.005649040211278322,-0.1018500275141275,-0.32905927867527374,true_backward_retreat
H,134,43,47,-0.24332875094204082,-0.15406497368850247,-3.500102098809851,0.22168886365697205,0.004740454014843465,-0.26964404115691115,-0.4486166224483452,true_backward_retreat
H,135,44,47,-0.07244705485210334,-0.06099146108375669,-1.9178925277879149,0.544519125045758,0.0008260593963482776,-0.10464165310233903,-0.4463570704477135,true_backward_retreat
H,136,43,48,-0.2003891971006988,-0.04300132079133667,-4.89035226398118,-1.8826175338443578,0.007177167887868263,-0.29802932747964495,-0.45858089069137253,mixed_retreat_and_reorganization
H,137,41,48,-0.19104624130053605,-0.05265539028883692,-3.252928829570328,-0.4420269846570495,0.004594100220665309,-0.18978869221391204,-0.2974543703794815,mixed_retreat_and_reorganization
H,138,40,49,-0.1634775976257672,-0.13252711800663253,-2.463660348252689,1.4595241160730303,0.006364892919551779,-0.08738441882728881,-0.22167985174959523,true_backward_retreat
H,139,43,46,-0.058582816455928,-0.04757682736306901,-1.1813611412308678,0.715602428706438,0.0020202049692488178,-0.030343998164744507,-0.3745432639586553,true_backward_retreat
H,140,43,47,-0.07650732346052491,-0.05097311461379328,-2.1042774662044987,0.34262372895318016,0.0021315832565366177,-0.11237001585719006,-0.34062988075862927,true_backward_retreat
H,141,44,45,-0.02491799145648177,-0.017478285972947205,-0.6574144485726006,0.18234232788651816,0.0021158742672295894,-0.026580871884368112,-0.3701202389273091,true_backward_retreat
H,142,43,47,-0.0655264678799119,-0.06567814497723784,-1.6565050349339359,0.41605772128123597,0.0022036253689526886,-0.12311091335394318,-0.24390596916256524,true_backward_retreat
H,143,44,47,-0.09794755735096472,-0.06241950776155636,-2.1861578406183995,0.62570867407603,0.004126370194167839,-0.09740096036297868,-0.43529648381999547,true_backward_retreat
H,144,43,48,-0.1109398765729061,-0.10658905330179241,-2.2274313161393007,1.1135430179143455,-0.0013693441548892071,-0.10953617531368401,-0.378117766000649,true_backward_retreat
H,145,43,48,-0.18753766028406316,-0.03273925054372573,-2.6797588160680643,-0.6575279567735333,0.0032994839976412393,-0.18243311486496816,-0.38349973849634417,mixed_retreat_and_reorganization
H,146,40,46,-0.21600221901751454,-0.14731944046159334,-1.7428668730673973,3.7320372160559483,0.002551456113838002,0.11134600876848147,-0.44356038667960734,true_backward_retreat
H,147,41,48,-0.2518647281881101,0.0036039087843812156,-5.279555202105096,-3.487333899088619,0.006040026497051709,-0.5054336303137363,-0.3503313542003431,mixed_retreat_and_reorganization
H,148,43,47,-0.08991713006745733,-0.08569977037123028,-2.3663972082504596,0.834057006586594,0.0075658185881124496,-0.11861183274877249,-0.3508330113721859,true_backward_retreat
H,149,43,47,-0.12321596307275456,-0.09829358158244872,-2.292654208003178,1.283298779936274,0.00342586270771994,-0.06965177642971626,-0.4542386122706322,true_backward_retreat
H,151,42,46,-0.08189135474721587,-0.060651898156857176,-1.2112608211217664,0.5334697203058703,0.005717927799899103,-0.05539463790870308,-0.23169733967781533,true_backward_retreat
H,152,44,47,-0.052478635291177356,-0.03643375881560684,-1.7229520755629473,0.21146218554111407,0.000536878103560956,-0.08636863721893762,-0.3555392988507245,true_backward_retreat
H,154,43,48,-0.17035398916230737,-0.03652661224085185,-3.9750884894448113,-1.8000754632642222,0.007389659730267284,-0.3529759737531418,-0.335740868776313,mixed_retreat_and_reorganization
H,156,39,41,-0.07803151575682596,-0.022536481131067987,0.20097510505741223,1.6028658485329945,-0.0005802318389103167,0.08937299879142255,-0.5456041238218816,true_backward_retreat
H,157,42,45,-0.05127653611200256,-0.04309776460636616,-0.9939636450768283,0.9829184190103852,0.0022428374481132662,0.0017614267450797583,-0.31338533001363417,true_backward_retreat
H,159,40,48,-0.2053772851792453,-0.1533847126165951,-3.0079725838165317,2.020910665163732,0.006187567803259353,-0.06750731276302788,-0.2671259322883862,true_backward_retreat
H,160,44,47,-0.07506585910533292,-0.06452022460159745,-2.023008650638271,1.0795504395204603,0.0008427204375857089,-0.07625037655931205,-0.4967713376508331,true_backward_retreat
H,161,44,48,-0.060423640421694014,-0.03573739902724171,-1.3067155303190159,0.543250683011923,0.0009128425059646839,-0.02779119235482136,-0.42966134168834264,true_backward_retreat
H,162,43,47,-0.09034851048310433,-0.05102474407978719,-2.2590106357854243,-0.19153504661494747,0.003759192686208168,-0.1728121925854197,-0.31634067256697074,mixed_retreat_and_reorganization
H,163,43,47,-0.050854006854424316,-0.02384757407071958,-1.5155293137386554,-0.21770473073084506,-0.0003333180671937219,-0.14029198426060502,-0.22863110409420653,true_backward_retreat
H,164,40,48,-0.3061034928058432,-0.21538163622929596,-3.8601282400074286,2.8448075296510282,0.0029178427717908573,-0.07795215278020101,-0.4418452881738743,true_backward_retreat
H,165,40,45,-0.14016839213753224,-0.11839056710660817,-2.323397656636798,1.7121472860026365,0.0025501219934984665,-0.05146164773090481,-0.4741208290497781,true_backward_retreat
H,167,41,45,-0.08763671315589083,-0.04600483818124901,-0.9307795083825496,0.47908418671826425,0.003180696398991767,-0.023299915598596177,-0.26493665776226233,true_backward_retreat
H,168,44,48,-0.039188297103169734,-0.0162483921880191,-1.4948389842326186,-0.651267153780509,0.005545705732055595,-0.17537000327208335,-0.16026260406995885,mixed_retreat_and_reorganization
H,169,43,47,-0.06372151780954916,-0.027408699527448954,-1.7416836861837712,-0.4869737334259687,0.005162804906993057,-0.1357770643922968,-0.24102433921784272,mixed_retreat_and_reorganization
H,170,43,47,-0.0879742347675454,-0.03361390352461158,-1.6612636893486155,-0.003575729068385769,0.0018232893104893622,-0.10999256633983528,-0.3399509821931593,mixed_retreat_and_reorganization
H,171,44,47,-0.03486522631742767,-0.03535383638205836,-0.7998292606974209,0.5434990352696296,0.005109598839558083,-0.02350325387325994,-0.1998196383590737,true_backward_retreat
H,173,43,48,-0.16107694883369772,-0.10602186899814486,-1.577046554321102,2.17711014490901,0.003634264266926257,0.025428307344076584,-0.4193490134778955,true_backward_retreat
H,174,45,48,-0.051680798392650495,-0.032484208798400305,-1.4319505030060782,-0.08486987473610341,0.0014943829828043542,-0.09851098794640223,-0.3217595327575598,mixed_retreat_and_reorganization
H,175,43,47,-0.038328309772471036,-0.02850728972833122,-1.4927737634500637,-0.4424023467467837,0.007998912327409569,-0.14530319747659123,-0.1416284412641147,mixed_retreat_and_reorganization
