field,day,P_proj,P_dist,D_pre,D_post,R_pre,R_post,R_diff,orthogonal_norm,orthogonal_ratio,daily_cos_to_post_direction,daily_change_norm
H,40,0.4999055141252115,0.4999176509018024,8.920720055132053,8.923658992176936,0.9978677574924926,0.9943165251845469,-0.0035512323079456287,3.1977143962891965,0.19195182812053876,0.7559843103085383,0.9167407873719733
H,41,0.5095276178597373,0.5079085336222703,9.287035624316086,8.997822789232094,0.997031354358012,0.993643572074787,-0.003387782283225005,3.7682413072909022,0.22619931554024922,0.20728960725173554,0.7732856046261583
H,42,0.5244093076466873,0.5199372095619241,9.58393505820205,8.848935069090906,0.9965384102440252,0.9938166155037826,-0.002721794740242589,3.9411029821815577,0.23657582525786025,0.4507304323141583,0.5500254501906497
H,43,0.5374646581077257,0.5303175474881655,9.820809134383417,8.697923992399604,0.9962385975261218,0.9939175278117137,-0.0023210697144080417,4.0350304785055044,0.24221408821564325,0.5934677099161914,0.3664703642258115
H,44,0.5325989933500594,0.5264397106952191,9.73800081602688,8.75984541059387,0.9961380098101087,0.9941909113304676,-0.0019470984796411406,4.0133238371516695,0.2409110858289821,-0.18908537276238394,0.42867846642373564
H,45,0.512858889451946,0.5108905021083775,9.248110878619878,8.853832376254012,0.996385935349795,0.9954498263349372,-0.0009361090148578555,3.540194173926405,0.2125101429869526,-0.3860922754362077,0.8517374456537148
H,46,0.5038388217948457,0.5034205462861886,8.884430538309855,8.763698056861077,0.9967963636046563,0.9966569772121966,-0.00013938639245969497,2.9126580472291765,0.1748405165590891,-0.18389782161284327,0.8171101962213315
H,47,0.4988286802363925,0.49891353204297983,8.629824771169686,8.667410555023578,0.9971882632084731,0.9974362621408518,0.0002479989323787013,2.3277610879428665,0.13973042644990422,-0.11801943231752741,0.7072026753842696
H,48,0.5105654573138799,0.5100228208433707,8.723408188325003,8.380548403068355,0.9972379895458791,0.9980153370653903,0.0007773475195111956,1.9376928219323963,0.11631547831088133,0.27302803958460237,0.716125312318854
H,49,0.561762391476392,0.559575395449752,9.491494814816564,7.470464006099589,0.9969235510839839,0.9987250670104663,0.0018015159264823666,1.5841204909574973,0.09509130163574399,0.7787902952773704,1.0951430296281757
H,50,0.6548563596719005,0.6517868209313795,10.967319226372242,5.859224168138779,0.9964966266073889,0.999269667845103,0.0027730412377140468,1.1274469287522944,0.06767818268386637,0.930663933613294,1.666387804180169
H,51,0.7317850026173657,0.7287529200437783,12.22044639088901,4.5485380684183925,0.9960159485039075,0.9995607561157203,0.0035448076118127503,0.8512243247895314,0.05109714159389382,0.948937247619057,1.3505105992371016
H,52,0.7829896629084704,0.778849994049174,13.070771021104148,3.7113707532705775,0.9951769413420991,0.9997933337632302,0.004616392421131099,0.8395664972768202,0.05039734760804705,0.8896110007713013,0.9588634490857483
H,53,0.8388969003813589,0.8322587850336436,14.002364207962666,2.8221673677498447,0.9944079116346719,0.9998824192131476,0.005474507578475674,0.8728158413060987,0.052393233287404486,0.8769319044239177,1.06206129458401
H,54,0.8951933138816759,0.8868512414662804,14.93244743201787,1.905153660279441,0.9939726330233553,0.9999098548862256,0.005937221862870379,0.7623676282308831,0.04576326769790815,0.9396419631950059,0.998080898180284
H,55,0.9470849336605295,0.9341508169940368,15.792072297778166,1.1131982543525778,0.9933196827142047,0.9999186752423436,0.006598992528138892,0.6798177602756704,0.04080797898184888,0.9496388557226316,0.9103034123830367
H,56,1.0027047278520997,0.9646985260744041,16.7151343587363,0.611661429741059,0.9927662881756728,0.9999034600331081,0.007137171857435343,0.6099995818450756,0.03661694584851129,0.9483254962411086,0.9770558066383026
H,57,1.0447261529270435,0.9537235362723173,17.408581265512463,0.8446971777929134,0.9931791243560462,0.9999717253146269,0.006792600958580697,0.39793671357503885,0.023887273902775338,0.7570814954581031,0.9246461480267406
H,58,1.0699280695155473,0.9296190166794398,17.836954063718903,1.3504267274268662,0.9934938589609046,0.9999410025889006,0.006447143627996033,0.6830782425727959,0.04100369863029971,0.5826662606113716,0.7205450158670319
H,59,1.086717176022177,0.9128752028299074,18.12858181001525,1.730191605909248,0.9934535523253005,0.99983211387282,0.006378561547519479,0.9521798154548508,0.05715727973959627,0.527475213444266,0.5302405621520858
H,60,1.1147487257595703,0.8916924731570826,18.60967230654398,2.2603842059389483,0.9930263114445679,0.9997021985686675,0.006675887124099611,1.2062965324143742,0.07241135259643892,0.6463881310954013,0.7224389533279029
Jw,30,-0.13292746192023167,0.11417141302586271,0.9890895666871885,7.674108518310978,0.9688075413567939,0.03131787090965587,-0.937489670447138,0.4121868944943938,0.06093905330289926,,
Jw,31,-0.09090545767670717,0.08352371687066136,0.6729335045151003,7.383861974991102,0.9819125878934465,0.08377335097718286,-0.8981392369162636,0.27343272151246406,0.040425184336450294,0.7593000146656715,0.3743362023852438
Jw,32,-0.0367850447952043,0.042496782421407246,0.31135629656874114,7.015228890075863,0.9954594677084967,0.17654359410793438,-0.8189158736005623,0.18717846004894473,0.02767307332288893,0.851165868105243,0.43007616779426944
Jw,33,0.008856517369236133,0.025243846962246783,0.17366924107948467,6.7059969737892,0.9992851241638724,0.27124929607054177,-0.7280358280933306,0.16301049967994427,0.024100003327649413,0.8768763658969259,0.35206318354178834
Jw,34,0.03462873997047512,0.040928045347392465,0.27872689619508406,6.531441872659689,0.9964162170178991,0.3273537638458135,-0.6690624531720856,0.15108556357939237,0.022336981925533766,0.7322981232973268,0.23804684442302168
Jw,35,0.04554420663951705,0.05178345578651144,0.35268857117822133,6.458146391869758,0.9941777069670196,0.3480787225630768,-0.6460989844039428,0.17172617418380368,0.025388557040190197,0.4463132079322554,0.165424962430846
Jw,36,0.06314533450041017,0.07169129052141991,0.489727972146551,6.341338515633163,0.9887523685859888,0.38176192508951895,-0.6069904434964699,0.23960494730139542,0.03542397599309577,0.6967475416669434,0.17086909880344828
Jw,37,0.1084431659125046,0.11641887759628365,0.795592490866433,6.03828623475899,0.9698533619533434,0.4705699485344048,-0.49928341341893856,0.30812953262031284,0.04555487392576978,0.9048139457567741,0.33862311583823973
Jw,38,0.15859356360961527,0.16894237123100297,1.160435787504499,5.708390422575031,0.9370778272634047,0.565539451657203,-0.37153837560620173,0.4426007668965148,0.06543553928102304,0.8334148382693676,0.407016137915639
Jw,39,0.20329014382555358,0.2196752058495251,1.5286735412399346,5.430116074221074,0.8978291333182953,0.6410413758795687,-0.2567877574387266,0.667916486379085,0.09874694928199335,0.712465261228446,0.42433521870953
Jw,40,0.23205414728912688,0.25404616369149097,1.7935266591217256,5.266318815654865,0.869200775489891,0.6776887606162663,-0.1915120148736248,0.8678174330319038,0.12830095647166598,0.5283654170088388,0.3682251302170055
Jw,41,0.2589105075264171,0.2861033243927485,2.0545111579372395,5.126499976057513,0.842142645819721,0.7040095680970769,-0.13813307772264405,1.0743088386673114,0.15882931858769597,0.5202862456287186,0.3491429562590457
Jw,42,0.29413876628320684,0.32470660943751817,2.380094056713025,4.949889342257534,0.8018224739159769,0.7333879091356458,-0.06843456478033116,1.3063741934348925,0.19313861665813764,0.6222870805905172,0.3829119050716636
Jw,43,0.33703594537732307,0.36675832779095613,2.743496014208638,4.736895857826421,0.7548396215774176,0.7658330209601556,0.010993399382738023,1.52637155624025,0.2256637434818273,0.7336824962366045,0.39547501584482075
Jw,44,0.38506607951901856,0.4081271018365725,3.087623328693575,4.477724120175332,0.7056764406263729,0.8017285820935791,0.0960521414672062,1.6582233313537285,0.24515713946079973,0.8738800612621446,0.37175810460992603
Jw,45,0.44477047162230704,0.4565785501944861,3.4829519906615674,4.145422117535049,0.6391816229964504,0.8424800799301297,0.20329845693367932,1.7551445070609093,0.2594862818267754,0.8958352211527957,0.4507924394047447
Jw,46,0.5001111470143521,0.5000864429034781,3.835551205310283,3.834225209825578,0.5861630552135578,0.8726962431693469,0.2865331879557891,1.8079583157626506,0.26729444736185964,0.9579327471930886,0.3907580298000981
Jw,47,0.5491172720090801,0.5389657092988281,4.0929405531170415,3.501124305743435,0.5440051425574891,0.9008860750049116,0.35688093244742247,1.7195897954055541,0.2542297574256475,0.9138239903373432,0.3627323456117106
Jw,48,0.6043627522948831,0.5854929889586564,4.375499984095377,3.0976893906869494,0.49188019328257576,0.9316264126845132,0.4397462194019374,1.5602528580510076,0.23067286551990185,0.8469396871823873,0.4412073569416451
Jw,49,0.6699761113606522,0.6445016766084481,4.728027884885043,2.6079156145411746,0.43425400114022433,0.9610799483955009,0.5268259472552765,1.3484288427491464,0.1993561130182285,0.8360997046834739,0.530802155827968
Jw,50,0.7349503060976565,0.7071597681907396,5.093910619261725,2.1094270823363717,0.3850958206543349,0.9791944548758011,0.5940986342214662,1.1115936658491776,0.1643416289046268,0.8540793434139605,0.5145660910760588
Jw,51,0.7942516279961759,0.7681626342431435,5.442669457156042,1.6426393232151928,0.3489565019210358,0.9898447850724561,0.6408882831514203,0.8726573671486203,0.12901650809899973,0.8290794132938399,0.48380095261158623
Jw,52,0.851420104111192,0.8276598885362689,5.797650700979475,1.2072202384987234,0.3149678231685765,0.9958444762021077,0.6808766530335312,0.6688727500439876,0.09888832641752457,0.8386605734865503,0.4610721231653822
Jw,53,0.9072463065757482,0.883359874842572,6.158307836044303,0.8131519409144438,0.2889047325975353,0.998643754863447,0.7097390222659117,0.5173124722509739,0.07648116119612693,0.8513881044582639,0.44351568618043025
Jw,54,0.9440652900669674,0.9186076952636066,6.399534219314135,0.5670242498893083,0.28390524385584054,0.9991781494651373,0.7152729056092968,0.422346921231777,0.06244114475504924,0.8237919978242918,0.30231013092530307
Jw,55,0.9722645410633731,0.946112979449407,6.584331930540941,0.3750186687635002,0.28323090170401793,0.9994550404624276,0.7162241387584096,0.3247230821386686,0.04800811834496403,0.7167609473218365,0.2661103183202245
Jw,56,1.0000045111821794,0.9642520833333725,6.768603788341577,0.2509338464051821,0.27474266132726083,0.9996386502407595,0.7248959889134987,0.2509338445499919,0.03709887706956529,0.74578655195058,0.2515879967913061
Jw,57,1.0179681787125403,0.9674440186939409,6.888284188305089,0.2318013724122548,0.267688759902228,0.9997477007577639,0.7320589408555358,0.19738551236435337,0.029182117189693938,0.49522505136950407,0.24535272115384135
Jw,58,1.0320382017797365,0.9515101992727435,6.986337305987285,0.3560299238406974,0.2519494274501256,0.9997800702693004,0.7478306428191748,0.28248318908259556,0.041763234946596284,0.33948201811013473,0.28033447536917117
Jw,59,1.0507601461239338,0.9247562830130368,7.122576364764252,0.5795355274172269,0.2255546931889634,0.9990394515148856,0.7734847583259222,0.466884069928758,0.06902566191135925,0.4263531703422817,0.2970160576143237
Jw,60,1.0756528244955212,0.8949981202176652,7.308081884570876,0.8573898851279658,0.1984087004099287,0.9970829061488166,0.7986742057388878,0.687946676623133,0.10170827786194862,0.538295213347224,0.31278764190801783
