backend,rep,object_name,n_invalid_day_lat_cells,n_valid_day_lat_cells,n_invalid_days,skip_reason
ruptures_window,60,Jw,88,1925,8,
ruptures_window,61,P,104,2275,8,
ruptures_window,61,V,88,1925,8,
ruptures_window,61,H,88,1925,8,
ruptures_window,61,Je,88,1925,8,
ruptures_window,61,Jw,88,1925,8,
ruptures_window,62,P,104,2275,8,
ruptures_window,62,V,88,1925,8,
ruptures_window,62,H,88,1925,8,
ruptures_window,62,Je,88,1925,8,
ruptures_window,62,Jw,88,1925,8,
ruptures_window,63,P,104,2275,8,
ruptures_window,63,V,88,1925,8,
ruptures_window,63,H,88,1925,8,
ruptures_window,63,Je,88,1925,8,
ruptures_window,63,Jw,88,1925,8,
ruptures_window,64,P,104,2275,8,
ruptures_window,64,V,88,1925,8,
ruptures_window,64,H,88,1925,8,
ruptures_window,64,Je,88,1925,8,
ruptures_window,64,Jw,88,1925,8,
ruptures_window,65,P,104,2275,8,
ruptures_window,65,V,88,1925,8,
ruptures_window,65,H,88,1925,8,
ruptures_window,65,Je,88,1925,8,
ruptures_window,65,Jw,88,1925,8,
ruptures_window,66,P,104,2275,8,
ruptures_window,66,V,88,1925,8,
ruptures_window,66,H,88,1925,8,
ruptures_window,66,Je,88,1925,8,
ruptures_window,66,Jw,88,1925,8,
ruptures_window,67,P,104,2275,8,
ruptures_window,67,V,88,1925,8,
ruptures_window,67,H,88,1925,8,
ruptures_window,67,Je,88,1925,8,
ruptures_window,67,Jw,88,1925,8,
ruptures_window,68,P,104,2275,8,
ruptures_window,68,V,88,1925,8,
ruptures_window,68,H,88,1925,8,
ruptures_window,68,Je,88,1925,8,
ruptures_window,68,Jw,88,1925,8,
ruptures_window,69,P,104,2275,8,
ruptures_window,69,V,88,1925,8,
ruptures_window,69,H,88,1925,8,
ruptures_window,69,Je,88,1925,8,
ruptures_window,69,Jw,88,1925,8,
ruptures_window,70,P,104,2275,8,
ruptures_window,70,V,88,1925,8,
ruptures_window,70,H,88,1925,8,
ruptures_window,70,Je,88,1925,8,
ruptures_window,70,Jw,88,1925,8,
ruptures_window,71,P,104,2275,8,
ruptures_window,71,V,88,1925,8,
ruptures_window,71,H,88,1925,8,
ruptures_window,71,Je,88,1925,8,
ruptures_window,71,Jw,88,1925,8,
ruptures_window,72,P,104,2275,8,
ruptures_window,72,V,88,1925,8,
ruptures_window,72,H,88,1925,8,
ruptures_window,72,Je,88,1925,8,
ruptures_window,72,Jw,88,1925,8,
ruptures_window,73,P,104,2275,8,
ruptures_window,73,V,88,1925,8,
ruptures_window,73,H,88,1925,8,
ruptures_window,73,Je,88,1925,8,
ruptures_window,73,Jw,88,1925,8,
ruptures_window,74,P,104,2275,8,
ruptures_window,74,V,88,1925,8,
ruptures_window,74,H,88,1925,8,
ruptures_window,74,Je,88,1925,8,
ruptures_window,74,Jw,88,1925,8,
ruptures_window,75,P,104,2275,8,
ruptures_window,75,V,88,1925,8,
ruptures_window,75,H,88,1925,8,
ruptures_window,75,Je,88,1925,8,
ruptures_window,75,Jw,88,1925,8,
ruptures_window,76,P,104,2275,8,
ruptures_window,76,V,88,1925,8,
ruptures_window,76,H,88,1925,8,
ruptures_window,76,Je,88,1925,8,
ruptures_window,76,Jw,88,1925,8,
ruptures_window,77,P,104,2275,8,
ruptures_window,77,V,88,1925,8,
ruptures_window,77,H,88,1925,8,
ruptures_window,77,Je,88,1925,8,
ruptures_window,77,Jw,88,1925,8,
ruptures_window,78,P,104,2275,8,
ruptures_window,78,V,88,1925,8,
ruptures_window,78,H,88,1925,8,
ruptures_window,78,Je,88,1925,8,
ruptures_window,78,Jw,88,1925,8,
ruptures_window,79,P,104,2275,8,
ruptures_window,79,V,88,1925,8,
ruptures_window,79,H,88,1925,8,
ruptures_window,79,Je,88,1925,8,
ruptures_window,79,Jw,88,1925,8,
ruptures_window,80,P,104,2275,8,
ruptures_window,80,V,88,1925,8,
ruptures_window,80,H,88,1925,8,
ruptures_window,80,Je,88,1925,8,
ruptures_window,80,Jw,88,1925,8,
ruptures_window,81,P,104,2275,8,
ruptures_window,81,V,88,1925,8,
ruptures_window,81,H,88,1925,8,
ruptures_window,81,Je,88,1925,8,
ruptures_window,81,Jw,88,1925,8,
ruptures_window,82,P,104,2275,8,
ruptures_window,82,V,88,1925,8,
ruptures_window,82,H,88,1925,8,
ruptures_window,82,Je,88,1925,8,
ruptures_window,82,Jw,88,1925,8,
ruptures_window,83,P,104,2275,8,
ruptures_window,83,V,88,1925,8,
ruptures_window,83,H,88,1925,8,
ruptures_window,83,Je,88,1925,8,
ruptures_window,83,Jw,88,1925,8,
ruptures_window,84,P,104,2275,8,
ruptures_window,84,V,88,1925,8,
ruptures_window,84,H,88,1925,8,
ruptures_window,84,Je,88,1925,8,
ruptures_window,84,Jw,88,1925,8,
ruptures_window,85,P,104,2275,8,
ruptures_window,85,V,88,1925,8,
ruptures_window,85,H,88,1925,8,
ruptures_window,85,Je,88,1925,8,
ruptures_window,85,Jw,88,1925,8,
ruptures_window,86,P,104,2275,8,
ruptures_window,86,V,88,1925,8,
ruptures_window,86,H,88,1925,8,
ruptures_window,86,Je,88,1925,8,
ruptures_window,86,Jw,88,1925,8,
ruptures_window,87,P,104,2275,8,
ruptures_window,87,V,88,1925,8,
ruptures_window,87,H,88,1925,8,
ruptures_window,87,Je,88,1925,8,
ruptures_window,87,Jw,88,1925,8,
ruptures_window,88,P,104,2275,8,
ruptures_window,88,V,88,1925,8,
ruptures_window,88,H,88,1925,8,
ruptures_window,88,Je,88,1925,8,
ruptures_window,88,Jw,88,1925,8,
ruptures_window,89,P,104,2275,8,
ruptures_window,89,V,88,1925,8,
ruptures_window,89,H,88,1925,8,
ruptures_window,89,Je,88,1925,8,
ruptures_window,89,Jw,88,1925,8,
ruptures_window,90,P,104,2275,8,
ruptures_window,90,V,88,1925,8,
ruptures_window,90,H,88,1925,8,
ruptures_window,90,Je,88,1925,8,
ruptures_window,90,Jw,88,1925,8,
ruptures_window,91,P,104,2275,8,
ruptures_window,91,V,88,1925,8,
ruptures_window,91,H,88,1925,8,
ruptures_window,91,Je,88,1925,8,
ruptures_window,91,Jw,88,1925,8,
ruptures_window,92,P,104,2275,8,
ruptures_window,92,V,88,1925,8,
ruptures_window,92,H,88,1925,8,
ruptures_window,92,Je,88,1925,8,
ruptures_window,92,Jw,88,1925,8,
ruptures_window,93,P,104,2275,8,
ruptures_window,93,V,88,1925,8,
ruptures_window,93,H,88,1925,8,
ruptures_window,93,Je,88,1925,8,
ruptures_window,93,Jw,88,1925,8,
ruptures_window,94,P,104,2275,8,
ruptures_window,94,V,88,1925,8,
ruptures_window,94,H,88,1925,8,
ruptures_window,94,Je,88,1925,8,
ruptures_window,94,Jw,88,1925,8,
ruptures_window,95,P,104,2275,8,
ruptures_window,95,V,88,1925,8,
ruptures_window,95,H,88,1925,8,
ruptures_window,95,Je,88,1925,8,
ruptures_window,95,Jw,88,1925,8,
ruptures_window,96,P,104,2275,8,
ruptures_window,96,V,88,1925,8,
ruptures_window,96,H,88,1925,8,
ruptures_window,96,Je,88,1925,8,
ruptures_window,96,Jw,88,1925,8,
ruptures_window,97,P,104,2275,8,
ruptures_window,97,V,88,1925,8,
ruptures_window,97,H,88,1925,8,
ruptures_window,97,Je,88,1925,8,
ruptures_window,97,Jw,88,1925,8,
ruptures_window,98,P,104,2275,8,
ruptures_window,98,V,88,1925,8,
ruptures_window,98,H,88,1925,8,
ruptures_window,98,Je,88,1925,8,
ruptures_window,98,Jw,88,1925,8,
ruptures_window,99,P,104,2275,8,
ruptures_window,99,V,88,1925,8,
ruptures_window,99,H,88,1925,8,
ruptures_window,99,Je,88,1925,8,
ruptures_window,99,Jw,88,1925,8,
